Symbol,Name,Last,20D MA Str,50D MA Str,20D MA Dir,Analyst Rating,Surprise% 2-Qtrs Ago,Surprise% 3-Qtrs Ago,Surprise% 4-Qtrs Ago,3Y Return,5Y Return,5Y Earn%,5Y Rev%
XYL,Xylem Inc,69.26,Soft,Soft,Strengthening,3.07,unch,unch,-10.34%,37.39%,95.31%,53.30%,34.04%
MKC,Mccormick & Company Inc,156.12,Average,Weak,Weakest,2.25,-1.23%,13.18%,6.42%,56.26%,106.87%,58.75%,26.02%
ROP,Roper Industries,320.32,Soft,Weak,Strengthening,4.33,3.13%,0.99%,18.71%,53.50%,89.48%,103.27%,51.20%
INTU,Intuit Inc,264,Average,Weak,Strengthening,3.93,214.29%,17.39%,2.73%,124.20%,162.16%,85.38%,50.55%
COO,Cooper Companies,304.7,Soft,Weak,Weakening,4.46,0.92%,2.22%,6.52%,53.80%,68.52%,69.41%,54.47%
TFX,Teleflex Inc,344.85,Average,Weak,Weakening,4.62,8.00%,2.70%,3.70%,73.76%,177.39%,94.25%,41.07%
STT,State Street Corp,58.18,Soft,Weak,Weakest,3.5,16.47%,8.63%,3.57%,-24.72%,-23.40%,21.22%,22.87%
RMD,Resmed Inc,164.28,Soft,Weak,Weakest,3.33,6.90%,3.26%,5.95%,136.48%,151.39%,50.41%,67.63%
FTNT,Fortinet Inc,112.35,Soft,Soft,Weakest,3.8,40.00%,43.33%,35.00%,185.76%,192.04%,664.00%,179.90%
NLOK,Nortonlifelock Inc.,20.01,Weak,Weak,Weakest,3.33,-60.61%,66.67%,3.57%,-34.46%,-18.44%,-33.90%,-29.13%
KHC,Kraft Heinz Company,29.17,Average,Soft,Weakening,3.33,30.19%,4.00%,N/A,-67.98%,-66.51%,-12.04%,37.20%
CLX,Clorox Company,192.43,Average,Average,Weakest,2.82,3.25%,1.62%,-2.04%,44.09%,77.13%,40.76%,11.14%
MRK,Merck & Company,83.1,Average,Soft,Weakest,4.5,20.80%,12.07%,16.19%,34.85%,44.90%,48.71%,10.90%
VZ,Verizon Communications Inc,58.13,Average,Soft,Weakening,3.73,0.81%,2.50%,2.56%,23.72%,16.85%,43.58%,3.77%
HP,Helmerich & Payne,17.64,Weak,Soft,Strengthening,3.71,62.50%,14.29%,73.68%,-72.75%,-76.16%,-71.91%,-24.77%
FB,Facebook Inc,178.24,Soft,Weak,Weakest,4.85,10.99%,-52.11%,-48.80%,24.75%,119.85%,379.85%,467.12%
ATVI,Activision Blizzard,66.35,Strong,Strong,Weakest,4.46,52.63%,70.00%,38.89%,34.11%,179.37%,56.39%,47.21%
WAB,Wabtec Corp,48.95,Weak,Soft,Weakening,4.09,3.00%,8.16%,32.50%,-39.31%,-49.20%,15.19%,169.34%
NWL,Newell Rubbermaid Inc,12.78,Weak,Soft,Strengthening,3.44,30.36%,25.00%,133.33%,-72.84%,-67.48%,-15.00%,69.63%
DVN,Devon Energy Corp,9.16,Weak,Soft,Strengthening,4.12,36.84%,19.44%,20.00%,-76.79%,-86.14%,-71.89%,-68.21%
PCAR,Paccar Inc,67.2,Soft,Weak,Weakest,3.59,8.02%,-1.66%,9.04%,2.87%,2.28%,79.84%,34.76%
PGR,Progressive Corp,81.94,Strong,Soft,Strengthening,4,58.77%,6.77%,16.08%,109.50%,207.15%,226.21%,101.24%
LDOS,Leidos Holdings Inc,98.6,Soft,Weak,Strengthening,4.33,13.33%,5.45%,14.14%,90.16%,135.54%,101.95%,119.12%
IEX,Idex Corp,151.58,Soft,Weak,Strengthening,4.08,4.11%,0.67%,5.11%,50.34%,101.25%,62.46%,16.15%
AMP,Ameriprise Financial Services,110.11,Weak,Soft,Strengthening,4.63,6.80%,1.50%,3.88%,-13.62%,-13.15%,88.97%,5.70%
MCK,Mckesson Corp,140.49,Soft,Weak,Strengthening,4.08,unch,8.88%,0.82%,4.19%,-38.22%,62.51%,55.74%
GM,General Motors Company,22.38,Weak,Soft,Strengthening,4.36,45.76%,14.69%,29.36%,-33.39%,-36.84%,58.03%,-11.99%
LUV,Southwest Airlines Company,31.06,Soft,Average,Strengthening,3.93,12.84%,1.48%,14.75%,-43.93%,-28.28%,112.44%,20.55%
MKTX,Marketaxess Holdings,430.57,Strong,Maximum,Weakest,3.43,1.43%,-2.31%,1.46%,132.82%,388.78%,174.11%,94.60%
ROK,Rockwell Automation Inc,168.54,Soft,Weak,Strengthening,3,4.69%,4.80%,-3.32%,9.77%,50.35%,40.52%,1.08%
CTXS,Citrix Systems Inc,150.67,Soft,Maximum,Weakening,3.75,32.14%,-14.89%,9.30%,81.02%,182.00%,55.26%,-4.21%
GIS,General Mills,60.76,Maximum,Maximum,Weakening,3.5,7.95%,2.60%,9.21%,5.09%,7.61%,14.18%,-5.83%
CSCO,Cisco Systems Inc,42.54,Soft,Weak,Strengthening,4.16,4.05%,1.33%,2.90%,29.43%,47.40%,52.41%,10.10%
MTB,M&T Bank Corp,105.6,Weak,Soft,Strengthening,3.13,-3.88%,-9.73%,2.74%,-31.47%,-11.81%,81.64%,46.56%
ABMD,Abiomed Inc,166.2,Strong,Soft,Strengthening,4,10.75%,1.01%,unch,32.78%,141.20%,1141.38%,318.99%
XLNX,Xilinx Inc,89.08,Average,Soft,Weakening,3.22,2.17%,3.19%,-2.08%,54.27%,107.56%,63.38%,28.39%
CRM,Salesforce.com Inc,162.76,Soft,Weak,Strengthening,4.93,-28.57%,177.78%,107.14%,94.08%,139.75%,2140.00%,218.19%
FLS,Flowserve Corp,24.82,Weak,Soft,Strengthening,3.2,5.36%,5.88%,20.59%,-49.03%,-56.21%,-41.95%,-19.13%
MCO,Moody's Corp,239.47,Soft,Weak,Weakening,4.11,8.04%,4.55%,10.11%,108.10%,122.66%,96.91%,44.83%
ORLY,O'Reilly Automotive,373.66,Average,Weak,Weakening,3.88,6.28%,-3.43%,-0.25%,40.76%,62.86%,143.60%,40.66%
SJM,J.M. Smucker Company,121.62,Maximum,Maximum,Weakening,3,6.10%,-9.71%,5.58%,-3.95%,4.53%,46.99%,39.70%
MDLZ,Mondelez Intl Inc,53.49,Soft,Weak,Weakest,4.6,4.92%,unch,6.56%,19.00%,45.25%,40.34%,-24.46%
KR,Kroger Company,31.93,Soft,Soft,Strengthening,3.63,-2.08%,7.32%,1.41%,6.61%,-10.93%,25.00%,12.74%
PBCT,People's United Finl,11.47,Weak,Soft,Strongest,3.18,3.03%,unch,unch,-34.74%,-24.22%,69.51%,67.38%
DGX,Quest Diagnostics Inc,95.03,Soft,Weak,Strengthening,3.5,2.33%,2.37%,2.94%,-7.65%,25.84%,60.00%,3.91%
HWM,Howmet Aerospace Inc.,11.64,Weak,Strong,Weakest,3.57,9.43%,16.00%,7.50%,-55.19%,-11.88%,-23.55%,-40.63%
APA,Apache Corp,8.48,Weak,Soft,Strengthening,3.44,-7.41%,175.00%,11.11%,-82.68%,-87.20%,-100.00%,-53.71%
REGN,Regeneron Pharmaceuticals,567.99,Maximum,Maximum,Strengthening,4.09,13.84%,15.00%,-28.44%,53.68%,18.48%,190.14%,178.89%
BR,Broadridge Financial Solutions Llc,109.79,Average,Weak,Strengthening,4,-5.56%,unch,6.71%,60.59%,101.43%,107.11%,70.53%
TIF,Tiffany & Company,128.95,Weak,Weak,Weakening,3,-23.53%,6.67%,1.98%,40.86%,48.24%,9.29%,4.10%
CHTR,Charter Communicatio,498.67,Average,Weak,Weakest,4.2,4.82%,-22.35%,-17.16%,47.55%,168.87%,501.06%,402.46%
SYF,Synchrony Financial,15.59,Weak,Average,Weakening,4.22,8.93%,1.04%,13.64%,-53.21%,-49.32%,52.67%,52.91%
ACN,Accenture Plc,174.74,Soft,Weak,Strengthening,4.48,4.50%,1.75%,2.66%,46.85%,87.46%,62.83%,35.58%
JNJ,Johnson & Johnson,151.67,Strong,Soft,Weakening,4.44,1.08%,6.00%,6.61%,24.85%,50.40%,45.39%,10.40%
ZBRA,Zebra Technologies,202.35,Soft,Weak,Weakening,4.22,4.49%,2.22%,2.62%,123.13%,109.93%,240.00%,168.47%
BEN,Franklin Resources,16.28,Weak,Average,Weakening,2.86,-6.15%,3.17%,12.50%,-60.16%,-68.45%,-33.51%,-32.00%
AZO,Autozone,988.15,Average,Weak,Weakening,4.14,4.46%,4.39%,N/A,40.13%,41.28%,100.92%,25.21%
BKR,Baker Hughes A Ge Co. Cl A,12.98,Weak,Weak,Weakening,4.63,-12.50%,5.26%,7.14%,-67.53%,-72.49%,-79.86%,-2.90%
NUE,Nucor Corp,36.53,Weak,Weak,Strengthening,4,12.50%,0.80%,3.33%,-37.78%,-22.41%,89.04%,7.03%
PEP,Pepsico Inc,134.55,Soft,Weak,Weakest,4.2,4.00%,3.36%,5.43%,21.26%,44.53%,19.44%,0.72%
LB,L Brands Inc,12.54,Weak,Average,Strengthening,3.61,unch,26.32%,N/A,-72.35%,-84.89%,-34.57%,12.75%
GPN,Global Payments Inc,148.21,Weak,Soft,Strengthening,4.68,-0.63%,2.14%,4.10%,91.54%,204.31%,141.15%,77.09%
ES,Eversource Energy,87.77,Soft,Weak,Weakest,3.23,4.26%,1.37%,6.59%,53.11%,82.06%,30.19%,10.13%
PRU,Prudential Financial Inc,54.25,Weak,Soft,Weakening,3.46,4.55%,-2.48%,-4.46%,-46.43%,-29.94%,26.93%,19.78%
J,Jacobs Engineering Group Inc,80.7,Weak,Soft,Weakening,5,15.63%,12.00%,9.17%,57.27%,81.82%,65.03%,0.34%
XEL,XCEL Energy Inc,64.35,Soft,Weak,Weakest,3.6,-3.81%,-13.21%,unch,49.79%,92.57%,30.05%,-1.34%
FIS,Fidelity National Information Services,122.62,Weak,Soft,Weakest,4.63,5.93%,unch,4.46%,55.05%,99.59%,80.97%,61.11%
MHK,Mohawk Industries,76.24,Weak,Soft,Strongest,3.57,4.17%,0.70%,2.90%,-66.12%,-55.60%,23.19%,27.77%
FLT,Fleetcor Technologies,214.13,Weak,Soft,Weakening,4.07,2.07%,1.89%,4.07%,51.42%,37.81%,131.21%,120.85%
URI,United Rentals,100.6,Weak,Weak,Weakest,3.56,7.78%,5.80%,8.17%,-5.75%,8.70%,182.49%,64.49%
HOG,Harley-Davidson Inc,18.53,Weak,Soft,Strengthening,2.92,4.48%,2.82%,13.95%,-65.33%,-66.19%,-13.40%,-13.92%
BXP,Boston Properties,91.44,Weak,Average,Strongest,4,-7.87%,2.87%,3.61%,-28.92%,-30.73%,16.61%,23.51%
LHX,L3Harris Technologies Inc,194.84,Soft,Weak,Weakest,4.69,7.95%,6.09%,3.43%,84.55%,150.92%,96.11%,152.92%
RL,Ralph Lauren Corp,69.58,Weak,Average,Strengthening,3.94,6.69%,6.63%,15.05%,-7.91%,-46.74%,-14.71%,-15.26%
PPL,PPL Corp,25.25,Weak,Soft,Weakest,3.29,unch,3.57%,-4.11%,-30.42%,-23.68%,0.00%,-32.44%
CVX,Chevron Corp,83.57,Weak,Weak,Weakening,4.6,8.16%,30.46%,10.32%,-16.89%,-20.66%,-38.17%,-30.88%
NSC,Norfolk Southern Corp,153.7,Weak,Weak,Weakest,3.44,0.39%,-2.53%,15.67%,38.07%,52.60%,61.82%,-2.82%
MO,Altria Group,39.07,Weak,Weak,Weakest,4.3,-5.26%,unch,-2.17%,-42.84%,-21.55%,64.20%,2.40%
LRCX,Lam Research Corp,266.73,Soft,Weak,Weakest,4.5,6.00%,6.47%,9.47%,99.33%,263.78%,229.19%,109.53%
MAA,Mid-America Apartment Communities,108.49,Weak,Soft,Weakest,3.64,-1.29%,2.61%,5.33%,12.08%,47.92%,63.30%,65.88%
LYV,Live Nation Entertainment,36.66,Weak,Soft,Strongest,4.27,-10.13%,5.13%,3.12%,22.72%,47.56%,-122.22%,68.17%
AAL,American Airlines Gp,11.06,Weak,Average,Strongest,2.55,2.90%,2.82%,1.96%,-74.37%,-78.05%,-14.04%,7.31%
HLT,Hilton Inc,72.28,Weak,Soft,Strengthening,3.43,2.94%,4.95%,5.26%,31.86%,21.70%,94.03%,-10.00%
WEC,Wisconsin Energy Corp,95.88,Soft,Weak,Weakest,3.1,1.37%,5.71%,6.40%,66.40%,96.32%,35.09%,50.55%
UAL,United Continental Holdings,27.79,Weak,Soft,Strongest,3.73,3.30%,3.44%,22.34%,-58.19%,-54.21%,138.14%,11.20%
HRB,H&R Block,13.72,Weak,Average,Weakening,3.33,6.59%,5.26%,5.11%,-37.78%,-55.49%,28.74%,2.33%
HCA,Hca Holdings Inc,110.43,Soft,Weak,Weakest,4.57,4.21%,-11.24%,28.57%,38.43%,48.78%,123.40%,39.05%
LMT,Lockheed Martin Corp,383.21,Soft,Weak,Weakest,4.2,12.52%,5.49%,39.63%,47.02%,105.51%,92.54%,31.17%
HBI,Hanesbrands Inc,8.79,Weak,Soft,Weakening,3.1,unch,2.27%,8.00%,-57.54%,-71.42%,23.94%,30.84%
PNW,Pinnacle West Capital Corp,76.6,Weak,Soft,Weakest,3.29,-8.58%,-10.49%,-20.00%,-6.90%,25.35%,33.24%,-0.58%
DIS,Walt Disney Company,102.26,Weak,Soft,Weakest,4.27,12.63%,-23.30%,1.26%,-6.82%,-2.65%,33.56%,42.52%
WY,Weyerhaeuser Company,19.18,Weak,Soft,Weakest,4.67,-20.00%,60.00%,unch,-41.84%,-37.83%,-68.80%,-11.47%
TJX,TJX Companies,47.79,Weak,Soft,Weakening,4.77,3.03%,unch,3.64%,26.60%,50.04%,68.99%,43.46%
WBA,Walgreens Boots Alliance,42.85,Weak,Soft,Average,2.93,-2.14%,1.42%,3.52%,-47.04%,-48.24%,82.62%,79.16%
EL,Estee Lauder Companies,167.79,Weak,Weak,Strengthening,3.65,4.37%,20.75%,19.23%,104.58%,111.84%,68.99%,35.50%
FE,Firstenergy Corp,44.49,Soft,Weak,Weakest,4.5,4.11%,1.67%,1.52%,50.96%,27.23%,0.78%,-26.67%
STZ,Constellation Brands Inc,156.62,Soft,Weak,Weakest,4.23,16.30%,4.21%,6.76%,-5.46%,40.70%,105.41%,38.41%
RCL,Royal Caribbean Cruises Ltd,35.99,Weak,Soft,Weakening,4,-0.93%,3.67%,18.02%,-61.58%,-48.41%,181.42%,35.63%
ALLE,Allegion Plc,93.95,Weak,Soft,Weakest,3,10.53%,-3.82%,1.15%,25.31%,60.15%,96.39%,34.73%
REG,Regency Centers Corp,37.19,Weak,Average,Strongest,4.14,3.13%,-1.04%,2.08%,-42.70%,-41.42%,-20.56%,110.66%
HES,Hess Corp,35.93,Weak,Soft,Weakening,4.2,unch,10.00%,134.62%,-21.05%,-50.34%,-123.87%,-39.51%
DUK,Duke Energy Corp,86.65,Weak,Weak,Weakest,3.55,5.92%,14.29%,2.48%,9.60%,13.46%,11.21%,4.82%
FCX,Freeport-Mcmoran Inc,8.02,Soft,Weak,Weakening,4.43,unch,20.00%,-37.50%,-31.81%,-59.94%,-98.98%,-32.82%
CINF,Cincinnati Financial,82.48,Weak,Soft,Weakest,2.67,16.13%,32.81%,11.70%,22.26%,63.24%,57.89%,60.24%
AXP,American Express Company,84.01,Weak,Soft,Strengthening,4,0.48%,0.98%,0.50%,9.80%,12.05%,46.43%,30.61%
TXT,Textron Inc,26.67,Weak,Soft,Strengthening,4.14,11.76%,9.41%,8.57%,-40.53%,-37.23%,64.76%,-1.79%
TGT,Target Corp,108.98,Average,Weak,Weakening,4.37,14.29%,13.04%,6.99%,107.05%,37.15%,49.65%,7.57%
AVY,Avery Dennison Corp,104.9,Weak,Weak,Weakest,3.91,3.75%,2.38%,1.37%,33.87%,110.67%,112.22%,11.69%
MGM,MGM Resorts International,13.53,Weak,Soft,Weakest,3.67,6.90%,-8.00%,-25.00%,-50.44%,-36.00%,60.42%,27.95%
BF.B,Brown Forman Inc Cl B,61.46,Soft,Weak,Weakest,2.83,11.32%,5.41%,13.79%,72.85%,75.09%,41.80%,11.13%
OKE,Oneok Inc,28.21,Weak,Soft,Weakening,4.31,unch,7.14%,10.96%,-45.11%,-40.32%,90.68%,-16.65%
DHI,D.R. Horton,38.29,Weak,Soft,Weakest,4.24,8.00%,18.87%,8.14%,21.33%,50.09%,186.00%,119.23%
LW,Lamb Weston Holdings Inc,57.51,Weak,Soft,Weakest,3,11.76%,-1.25%,2.78%,41.79%,0.00%,0.00%,33.44%
EXR,Extra Space Storage Inc,89.36,Weak,Soft,Strongest,3.18,unch,2.52%,1.75%,15.70%,37.70%,111.76%,102.18%
AWK,American Water Works,126.46,Weak,Weak,Weakest,3.43,3.10%,unch,-3.17%,63.66%,137.62%,48.56%,19.88%
AEP,American Electric Power Company,82.91,Weak,Soft,Weakest,4.31,9.77%,2.04%,8.18%,27.29%,49.24%,23.62%,-8.57%
CNC,Centene Corp,68.42,Average,Average,Weakest,4.94,1.05%,8.06%,5.30%,101.84%,93.54%,281.03%,350.72%
BKNG,Booking Holdings Inc,1411.63,Weak,Soft,Weakest,3.75,1.09%,3.46%,-0.80%,-16.05%,19.28%,104.77%,78.47%
SHW,Sherwin-Williams Company,495.87,Soft,Weak,Weakening,3.9,2.94%,3.46%,-0.83%,59.20%,82.84%,140.55%,60.84%
KIM,Kimco Realty Corp,8.56,Weak,Strong,Strengthening,3,2.78%,unch,2.78%,-59.87%,-64.92%,11.11%,16.60%
SPG,Simon Property Group,53.83,Weak,Average,Strengthening,3.54,unch,0.34%,0.66%,-67.37%,-70.26%,53.38%,18.16%
ED,Consolidated Edison Company of New York,85.47,Soft,Weak,Weakest,2.45,-3.14%,-3.33%,2.22%,13.24%,43.30%,12.92%,-2.67%
SBAC,SBA Communications,300.27,Average,Average,Weakest,4.55,9.14%,12.37%,9.52%,154.35%,159.80%,1700.00%,31.94%
DLR,Digital Realty Trust,143.72,Soft,Average,Weakening,4.14,1.83%,0.61%,4.85%,32.18%,123.62%,155.43%,98.54%
LEN,Lennar Corp,39.98,Weak,Soft,Weakest,4.13,12.11%,20.45%,15.04%,-17.46%,-9.03%,105.00%,186.12%
AEE,Ameren Corp,73.24,Weak,Soft,Weakest,4.45,0.68%,-4.00%,11.43%,41.28%,83.91%,39.58%,-2.36%
EQR,Equity Residential,65.61,Soft,Soft,Weakest,3.38,3.41%,1.18%,1.23%,8.57%,-8.83%,51.16%,3.30%
GPS,Gap Inc,7.84,Weak,Soft,Strengthening,2.47,3.92%,21.15%,-22.58%,-67.40%,-79.56%,-28.62%,-0.32%
AIV,Apartment Investment and Management,36.72,Weak,Soft,Weakest,3.42,1.59%,-1.64%,unch,-11.33%,1.22%,570.21%,-7.12%
TDG,Transdigm Group Inc,316.4,Weak,Soft,Strengthening,3.56,9.07%,15.46%,11.80%,40.46%,51.28%,127.96%,120.12%
JBHT,J B Hunt Transport,100.89,Soft,Weak,Weakest,3.2,-11.18%,-2.78%,1.48%,18.28%,18.31%,54.75%,48.66%
CMS,Cms Energy Corp,59.19,Weak,Weak,Weakest,3.8,17.74%,-25.00%,-2.60%,39.79%,79.66%,40.68%,-4.65%
WDC,Western Digital Cp,39.55,Weak,Soft,Strongest,4.33,214.29%,100.00%,-150.00%,-49.08%,-57.57%,-52.96%,9.51%
WYNN,Wynn Resorts Ltd,73.29,Weak,Weak,Weakest,4.4,-80.68%,1.41%,1.26%,-32.30%,-39.69%,-65.57%,21.67%
UDR,United Dominion Realty Trust,36.37,Weak,Soft,Weakest,3.71,unch,unch,2.00%,7.54%,16.20%,6.78%,40.85%
TPR,Tapestry Inc,14.21,Weak,Soft,Weakest,3.65,8.11%,unch,2.44%,-61.08%,-64.31%,-17.10%,25.40%
BA,Boeing Company,143.61,Weak,Soft,Weakening,3.4,-28.92%,57.84%,1.61%,-14.62%,3.77%,-140.35%,-15.65%
APTV,Aptiv Plc,59.53,Weak,Weak,Weakest,4.33,unch,17.70%,5.00%,-0.70%,-8.92%,-5.70%,-15.66%
AVB,Avalonbay Communities,160.51,Weak,Soft,Weakest,3.63,-0.43%,-1.73%,0.88%,-8.76%,-0.53%,14.43%,37.96%
PXD,Pioneer Natural Resources Company,71.28,Weak,Soft,Strongest,4.52,-1.49%,6.91%,13.66%,-56.12%,-55.99%,72.57%,84.06%
NCLH,Norwegian Cruise Ord,11.49,Weak,Soft,Strongest,4.11,3.72%,3.17%,16.90%,-75.30%,-75.92%,140.09%,106.74%
LYB,Lyondellbasell Industries NV,48.41,Weak,Soft,Strongest,3.59,-2.88%,-3.17%,0.91%,-38.90%,-48.24%,7.85%,-23.86%
ESS,Essex Property Trust,241.9,Soft,Weak,Weakest,3.8,-0.30%,2.15%,1.25%,10.76%,14.90%,143.96%,50.64%
SLG,SL Green Realty Corp,47.53,Weak,Average,Weakest,3.27,1.16%,5.20%,-2.33%,-52.39%,-60.21%,85.12%,-18.49%
ATO,Atmos Energy Corp,102.53,Weak,Weak,Weakest,4.25,2.08%,-1.45%,8.33%,38.67%,98.81%,50.00%,-41.27%
JWN,Nordstrom,17.4,Weak,Average,Weakening,2.79,24.62%,18.42%,-46.51%,-60.52%,-75.95%,-9.41%,14.94%
WELL,Welltower Inc,45.38,Weak,Soft,Strongest,3.73,0.96%,0.96%,unch,-33.36%,-35.28%,75.29%,53.17%
OXY,Occidental Petroleum Corp,12.59,Weak,Soft,Strengthening,2.45,-73.17%,6.59%,16.67%,-77.97%,-82.91%,-69.98%,5.60%
KSS,Kohl's Corp,17.06,Weak,Average,Weakest,2.85,-12.94%,1.97%,-8.96%,-53.88%,-75.22%,14.62%,5.00%
LVS,Las Vegas Sands,43.13,Weak,Soft,Strongest,4,-1.32%,-11.11%,7.06%,-18.07%,-14.91%,-8.94%,-5.79%
VTR,Ventas Inc,28.65,Weak,Soft,Weakest,2.88,2.13%,1.04%,3.13%,-52.43%,-57.03%,-26.42%,25.91%
PVH,Phillips-Van Heusen Corp,40.88,Weak,Soft,Weakest,3.94,3.33%,11.11%,0.82%,-54.33%,-57.02%,30.68%,20.24%
KSU,Kansas City Southern,131.23,Weak,Weak,Weakest,3.75,0.55%,9.60%,2.50%,58.38%,30.85%,43.15%,11.21%
FTI,Technipfmc Plc,7.65,Weak,Soft,Weakening,4.47,-75.51%,11.43%,-80.00%,-74.39%,-79.71%,-73.48%,68.83%
XOM,Exxon Mobil Corp,41.18,Weak,Weak,Weakening,2.78,6.25%,7.35%,-23.61%,-46.44%,-50.30%,-70.39%,-35.69%
CTAS,Cintas Corp,193.91,Weak,Soft,Strengthening,3.45,11.27%,8.41%,6.70%,65.80%,148.58%,172.40%,51.42%
CNP,Centerpoint Energy Inc,15.75,Weak,Soft,Weakest,3.5,23.26%,12.90%,-8.00%,-41.22%,-21.47%,32.59%,33.33%
UHS,Universal Health Services,102.69,Weak,Weak,Weakest,3.67,-11.95%,10.84%,-5.77%,-9.30%,-12.14%,869.90%,41.08%
RHI,Robert Half International Inc,41.19,Weak,Soft,Weakening,3.33,unch,unch,-3.12%,-8.35%,-24.27%,72.57%,29.38%
PHM,Pultegroup,24.31,Weak,Soft,Weakest,3.62,9.78%,4.88%,25.53%,9.43%,26.84%,179.20%,75.41%
ETR,Entergy Corp,96.45,Weak,Soft,Weakest,4.09,9.09%,-2.17%,-12.77%,32.53%,27.96%,-7.38%,-12.94%
DTE,Dte Energy Company,100.76,Weak,Weak,Weakest,4.09,-4.50%,-9.17%,5.13%,1.83%,27.82%,36.96%,2.99%
CPRT,Copart Inc,68.63,Weak,Soft,Strongest,4,10.17%,5.26%,8.20%,138.43%,287.95%,188.46%,75.50%
GE,General Electric Company,6.51,Weak,Average,Weakening,4.09,25.00%,41.67%,55.56%,-76.85%,-74.48%,-60.61%,-35.92%
AMAT,Applied Materials,50.63,Weak,Weak,Weakest,4.39,5.26%,5.71%,6.06%,33.70%,144.04%,184.11%,61.02%
LEG,Leggett & Platt Inc,27.47,Weak,Soft,Strengthening,3,13.43%,1.59%,-5.77%,-44.94%,-34.80%,44.38%,25.65%
ODFL,Old Dominion Freight Line Inc.,129.89,Weak,Weak,Strongest,3.44,-2.84%,2.13%,3.81%,143.06%,175.73%,146.86%,47.39%
HST,Host Marriott Financial Trust,10.8,Weak,Soft,Strongest,3.5,2.94%,-1.85%,6.67%,-39.59%,-45.05%,31.25%,2.15%
FRT,Federal Realty Investment Trust,71.58,Weak,Average,Strongest,4.21,unch,1.27%,0.65%,-44.66%,-46.33%,97.01%,36.39%
MU,Micron Technology,43.4,Weak,Soft,Strongest,4.47,-2.33%,16.28%,33.33%,67.28%,56.51%,90.99%,43.09%
FBHS,Fortune Brands Home & Security,43.92,Weak,Soft,Weakest,3.92,-2.06%,unch,6.78%,-25.82%,-0.34%,106.90%,43.63%
WHR,Whirlpool Corp,100,Weak,Weak,Weakening,3.29,0.25%,5.53%,2.30%,-38.59%,-46.39%,40.47%,2.75%
PEG,Public Service Enterprise Group Inc,51.84,Soft,Weak,Weakest,3.85,3.16%,-6.45%,9.09%,22.71%,29.16%,18.84%,-7.44%
MLM,Martin Marietta Materials,188.64,Weak,Soft,Weakest,4.08,13.14%,-2.27%,134.48%,-9.15%,43.56%,160.43%,60.22%
EXPE,Expedia Group Inc,59.95,Weak,Soft,Weakening,3.71,-12.29%,5.00%,6.56%,-52.10%,-36.07%,37.15%,109.37%
PKG,Packaging Corp of America,86.12,Weak,Weak,Strengthening,3.33,1.05%,unch,1.02%,-3.08%,29.77%,64.16%,18.99%
MAR,Marriot Int Cl A,79.77,Weak,Soft,Weakest,3.32,-1.34%,unch,5.22%,-8.88%,2.96%,131.66%,52.02%
BWA,Borgwarner Inc,25.52,Weak,Weak,Weakest,4.4,12.94%,unch,6.38%,-31.71%,-55.62%,27.08%,22.43%
TT,Trane Technologies Plc,85.02,Weak,Weak,Weakest,3.92,4.19%,1.95%,12.66%,8.29%,31.01%,91.29%,28.76%
LNT,Alliant Energy Corp,49.99,Weak,Weak,Weakest,4.14,N/A,-13.04%,unch,32.31%,66.97%,32.76%,8.88%
CPRI,Capri Holdings Ltd,12.2,Weak,Soft,Weakest,3.57,-7.20%,5.56%,3.28%,-64.83%,-79.63%,54.35%,58.21%
DOW,Dow Inc,31.53,Weak,Weak,Weakest,3.75,26.39%,1.18%,N/A,0.00%,0.00%,0.00%,0.00%
ROST,Ross Stores Inc,86.51,Weak,Weak,Weakest,4.32,6.19%,1.79%,0.89%,41.33%,75.74%,107.24%,45.26%
CBRE,CBRE Group Inc,41.96,Weak,Soft,Weakest,3.83,1.28%,3.85%,33.90%,29.44%,15.61%,120.83%,164.03%
NLSN,Nielsen Holdings Plc,12.77,Weak,Average,Strengthening,3.88,17.50%,31.58%,14.81%,-67.66%,-71.14%,-30.74%,3.34%
CME,CME Group Inc,184.62,Weak,Weak,Weakest,3.83,8.57%,0.57%,1.25%,61.34%,113.17%,101.18%,56.40%
UNP,Union Pacific Corp,146.61,Weak,Weak,Weakest,4.14,-3.06%,4.72%,2.12%,38.43%,39.42%,45.74%,-9.50%
F,Ford Motor Company,4.98,Weak,Soft,Weakest,3.25,30.77%,6.67%,69.23%,-54.85%,-67.53%,3.48%,8.21%
SNPS,Synopsys Inc,151.01,Strong,Soft,Weakest,4.89,42.47%,4.84%,5.48%,113.47%,225.52%,56.82%,63.34%
CHRW,C.H. Robinson Ww,72.32,Soft,Soft,Weakening,3.44,-7.76%,0.83%,2.65%,-3.02%,5.07%,37.38%,13.66%
DAL,Delta Air Lines Inc,23.64,Weak,Average,Strengthening,4.3,2.20%,2.62%,6.67%,-46.69%,-48.34%,123.55%,16.46%
CF,Cf Industries Holdings,27.55,Weak,Soft,Weakening,3.89,-14.71%,58.02%,-3.57%,8.81%,-51.96%,-46.54%,-3.23%
BK,Bank of New York Mellon Corp,36.41,Soft,Weak,Weakening,3.25,2.02%,8.08%,7.45%,-20.02%,-11.12%,68.20%,29.76%
CXO,Concho Resources Inc,50.57,Weak,Weak,Weakening,4.48,-7.58%,-6.76%,-1.37%,-59.43%,-58.73%,-24.13%,72.62%
