Symbol,Last,"1M Chg","5D Chg","Earnings ttm","P/E ttm","5Y Return","5Y Rev%",Industry,Sector,"Market Cap",Dividend(a),"52W Low","52W Low Date","52W High"
PEP,138.4,11.04,7.33,5.52,24.21,37.53%,0.72%,"Beverages - Soft","Consumer Staples",181877552000,3.82,101.42,03/20/20,147.2
SWKS,95.69,12.72,5.92,5.52,16.3,-3.13%,47.36%,"Semi Radio Frequency","Computers and Technology",15340365000,1.76,66.29,06/03/19,128.48
TJX,50.22,-1.34,4.12,2.68,18.21,44.37%,43.46%,"Retail - Discount",Retail-Wholesale,57309848000,0.92,32.72,03/23/20,64.95
MSFT,173.7,14.87,8.43,5.4,30.58,245.75%,44.93%,"Computer - Software","Computers and Technology",1258876800000,2.04,119.01,06/03/19,190.7
BR,106.95,3.07,8.14,4.52,23.43,87.96%,70.53%,Outsourcing,"Business Services",11777639000,2.16,81.9,03/23/20,136.99
MO,42.12,2.08,4.87,4.1,9.98,-22.34%,2.40%,Tobacco,"Consumer Staples",75152360000,3.36,30.95,03/23/20,57.11
EW,216.16,30.93,21.01,5.57,38.68,199.56%,87.18%,"Medical Instruments",Medical,43328196000,0,154.52,03/23/20,247.64
WEC,99.33,-0.17,7.97,3.58,27.44,85.91%,50.55%,"Utility - Electric Power",Utilities,29972632000,2.53,68.01,03/23/20,109.53
PM,77.18,-2.28,1.54,5.2,14.49,-10.63%,-62.79%,Tobacco,"Consumer Staples",115147984000,4.68,56.01,03/23/20,90.17
PG,120.96,7,3.26,4.95,23.16,43.15%,-18.51%,"Soap and Cleaning Products","Consumer Staples",286333056000,2.98,94.34,03/23/20,128.09
HD,207.17,1.88,16.22,10.25,19.66,74.84%,32.52%,"Building Prds Retail - Wsale",Retail-Wholesale,213523504000,6,140.63,03/18/20,247.36
XRX,19,-4.97,0.28,4.31,4.49,-42.43%,-53.60%,"Office Supply & Forms","Industrial Products",3870632000,1,15.01,03/19/20,39.47
PWR,33.7,1.29,0.61,3.06,10.96,10.38%,54.27%,"Engineering & R&D Services","Industrial Products",4605891000,0.2,23.77,03/23/20,44.09
PVH,47.96,-2.27,8.36,9.54,5.19,-55.89%,20.24%,"Textile - Apparel","Consumer Staples",3264871000,0.15,28.4,03/23/20,134.24
PGR,80.47,2.38,4.46,6.72,11.96,187.04%,101.24%,"Insurance - Proprty & Casualty",Finance,45126552000,0.4,62.18,03/23/20,84.96
KO,48.92,0.5,2.3,2.11,23.22,14.77%,-18.98%,"Beverages - Soft","Consumer Staples",201342656000,1.64,36.27,03/23/20,60.13
GOOG,1269.23,50.54,83.35,51.58,23.49,115.47%,145.23%,"Internet - Services","Computers and Technology",836810752000,0,1013.54,03/23/20,1532.11
CAG,33.34,8.54,2.03,1.89,17.17,9.46%,-46.12%,"Food - Misc & Diversified","Consumer Staples",15566948000,0.85,22.83,03/13/20,35.59
NFLX,413.55,77.35,33.68,4.13,89.76,397.32%,266.17%,"Broadcast - Radio & TV","Consumer Discretionary",174083520000,0,252.28,09/24/19,417.82
DGX,90.1,-6.68,11.4,6.56,13.68,14.01%,3.91%,"Medical - Outpatient & Hm Care",Medical,11534516000,2.24,73.02,04/03/20,118.58
DVA,76.82,0.95,5.89,5.52,13.55,-12.30%,-10.99%,"Medical - Outpatient & Hm Care",Medical,9242903000,0,43.4,05/31/19,90.15
VRSK,150.3,4.61,2.48,4.38,33.85,98.35%,49.26%,"Business Information","Business Services",23419080000,1.08,116.61,03/23/20,171.73
OKE,30.47,-0.27,7.12,3.07,9.25,-40.65%,-16.65%,"Utility - Gas Distribution",Utilities,12092901000,3.74,12.16,03/18/20,78.48
LOW,99.07,2.69,10.42,5.72,16.66,30.13%,28.32%,"Building Prds Retail - Wsale",Retail-Wholesale,71871144000,2.2,60,03/19/20,126.73
AON,194.03,16.72,21.02,9.16,20.97,90.49%,-8.57%,"Insurance - Brokers",Finance,43162256000,1.76,143.93,03/23/20,238.19
DHR,152.14,10.84,10.29,4.7,31.01,75.43%,-10.06%,"Conglomerates - Div Operations",Conglomerates,101837272000,0.72,119.6,03/23/20,169.19
CHTR,489.57,35.1,29.74,7.61,61.32,152.87%,402.46%,"Cable TV","Consumer Discretionary",98625264000,0,345.67,03/18/20,546.54
SCHW,36.21,2.34,0.13,2.72,13.43,15.44%,76.97%,"Finance - Investment Brokers",Finance,44758588000,0.72,28,03/16/20,51.65
NDAQ,107.56,11.52,5.98,5,21.58,112.66%,21.77%,"Securities Exchanges",Finance,17044088000,1.88,71.66,03/23/20,120.23
LW,60.7,-3.18,8.85,3.25,17.97,0.00%,33.44%,"Food - Misc & Diversified","Consumer Staples",8508232000,0.92,39.06,03/18/20,96.32
TPR,15.38,-0.85,2.34,2.53,6.21,-65.37%,25.40%,"Retail - Apparel & Shoes",Retail-Wholesale,4076948000,1.35,10.18,04/02/20,36.06
GPC,74.17,-5.06,7.11,5.7,12.57,-22.50%,26.40%,"Auto - Truck Replacement Parts",Auto-Tires-Trucks,10364283000,3.16,49.68,03/23/20,113.67
XEL,66.25,-0.59,5.1,2.64,25.1,82.55%,-1.34%,"Utility - Electric Power",Utilities,33397804000,1.72,46.58,03/23/20,72.14
RMD,163.67,13.85,5.28,3.98,40.16,139.25%,67.63%,"Medical Products",Medical,22732348000,1.56,96.81,04/18/19,177.99
CVS,61.56,1.96,5.38,7.08,8.54,-41.96%,84.24%,"Retail - Drug Stores",Retail-Wholesale,76893272000,2,51.72,05/17/19,77.03
INTU,261.32,0.12,21.25,5.89,42.8,147.08%,50.55%,"Computer - Software","Computers and Technology",65145696000,2.12,187.68,03/23/20,306.89
AAP,115.39,1.75,19.63,8.2,13.03,-25.98%,-1.37%,"Retail - Wholesale Auto Parts",Retail-Wholesale,7599789000,1,71.33,03/23/20,182.56
SBAC,302.61,20.79,25.22,1.29,36.02,138.49%,31.94%,"REIT - Equity Trust Other",Finance,32347482000,1.86,193.91,04/18/19,314.84
MDLZ,54.51,3.67,2.56,2.47,21.19,41.28%,-24.46%,"Food - Misc & Diversified","Consumer Staples",74541696000,1.14,41.19,03/23/20,59.96
CERN,68.95,4.52,4.99,2.41,28.37,-10.37%,67.30%,"Medical Information Systems",Medical,19995048000,0.72,53.08,03/23/20,80.9
ANSS,254.8,19.36,12.32,5.44,43.74,177.76%,61.95%,"Computer - Software","Computers and Technology",20871088000,0,174.25,06/03/19,299.06
GWW,287.63,21.7,36.54,17.29,16.19,11.03%,15.26%,"Industrial Services","Industrial Products",14725724000,5.76,200.61,03/23/20,346.6
COST,313.55,11.9,9.05,8.41,35.67,102.28%,35.57%,"Retail - Discount",Retail-Wholesale,132306192000,2.6,233.05,05/31/19,325.26
JCI,30.8,-2.03,3.37,2.15,14.23,-26.67%,131.80%,"Protection - Safety","Industrial Products",22432420000,1.04,22.77,03/23/20,44.82
DLTR,79.88,5.16,3.58,4.93,15.73,-6.13%,174.47%,"Retail - Discount",Retail-Wholesale,18037894000,0,60.2,03/18/20,119.71
CLX,194.37,26.67,13.06,6.37,28.92,69.78%,11.14%,"Soap and Cleaning Products","Consumer Staples",23202296000,4.24,144.12,10/02/19,214.26
EXPE,61.58,-8,8.8,4.86,12.84,-40.55%,109.37%,"Internet Commerce",Retail-Wholesale,8229895000,1.36,40.76,03/18/20,144
NVR,2900.44,-24.27,206.61,221.25,13.23,105.55%,66.24%,"Building - Residential & Comm",Construction,10196555000,0,2043.01,03/18/20,4071.13
ROL,37.58,-0.22,0.4,0.73,49.34,112.50%,42.78%,"Building - Maint & Service",Construction,11757361000,0.48,30.72,03/25/20,43.91
ANTM,252.01,-18.24,26.38,19.42,12.49,55.90%,41.07%,"Medical - HMO",Medical,60646512000,3.8,171.03,03/23/20,312.48
MMC,99.44,0.88,12.19,4.66,20.73,66.82%,28.58%,"Insurance - Brokers",Finance,47899200000,1.82,74.33,03/23/20,119.88
EQIX,688.89,67.08,35.95,6,30.06,167.07%,127.60%,"REIT - Equity Trust Retail",Finance,53143664000,10.64,440.72,04/26/19,695.87
JNJ,146.03,11.79,6.32,8.68,16.27,38.28%,10.40%,"Large Cap Pharma",Medical,368482944000,3.8,109.16,03/23/20,154.5
ALL,102.44,9.8,9.05,10.45,9.6,38.13%,26.78%,"Insurance - Proprty & Casualty",Finance,31057572000,2.16,64.13,03/18/20,125.92
ABC,89.42,-0.58,3.13,7.24,12.13,-26.00%,50.20%,"Medical - Dental Suppliers",Medical,17593386000,1.68,70.55,04/22/19,97.5
LHX,197,19.43,13.06,9.98,19.12,132.21%,152.92%,"Aerospace - Defense",Aerospace,40845856000,3.4,142.01,03/23/20,230.99
LLY,151.11,11.74,9.5,6.04,24.13,101.76%,13.78%,"Large Cap Pharma",Medical,138215424000,2.96,101.36,10/23/19,151.55
CI,185.62,5.83,12.21,17.05,10.66,35.83%,339.84%,"Insurance - Multi Line",Finance,66008184000,0.04,118.5,03/18/20,224.64
URI,108.64,17.52,5.35,19.61,5.49,7.37%,64.49%,"Building & Construction - Misc",Construction,7686334000,0,58.85,03/18/20,170.04
ROST,90.97,-1.83,3.82,4.58,19.38,66.70%,45.26%,"Retail - Discount",Retail-Wholesale,30918668000,1.14,56.3,03/18/20,124.16
ATO,108.11,7.35,4.39,4.46,23.59,85.47%,-41.27%,"Utility - Gas Distribution",Utilities,12630643000,2.3,77.92,03/23/20,121.08
GOOGL,1265.23,51.68,82.76,51.58,23.39,111.00%,145.23%,"Internet - Services","Computers and Technology",831896640000,0,1008.87,03/23/20,1530.74
LNT,53.62,2.73,5.8,2.31,23,61.95%,8.88%,"Utility - Electric Power",Utilities,12565190000,1.52,37.66,03/23/20,60.28
ZBRA,206.88,22.9,15.07,12.07,16.67,104.69%,168.47%,"Machinery - Thermal Processing","Industrial Products",10688722000,0,150.06,03/16/20,260.4
MSI,152.79,-2.04,12.01,7.43,20.58,141.44%,34.11%,"Wireless Equipment","Computers and Technology",25087910000,2.56,120.77,03/23/20,187.49
FTNT,109.35,26.74,1.5,1.86,54.8,170.53%,179.90%,Security,"Computers and Technology",18051968000,0,68.87,06/03/19,121.82
CTSH,54.07,1.46,5.63,4,13.57,-11.77%,63.53%,"Business Software Services","Computers and Technology",28913172000,0.88,40.01,03/23/20,74.58
ODFL,133.5,14.66,-4.9,5.1,26.5,162.09%,47.39%,"Transportation - Truck",Transportation,15527829000,0.61,87.25,06/03/19,151.47
CMA,30.89,-7.73,1.94,7.8,4.46,-28.24%,45.80%,"Banks - Major Regional",Finance,4600476000,2.72,24.28,03/19/20,80.32
HRB,14.53,-2.94,0.96,2.16,6.94,-55.08%,2.33%,"Consumer Services - Misc","Consumer Discretionary",2788963000,1.04,11.29,03/23/20,29.62
MET,34.43,2.53,3.83,6.11,5.8,-24.12%,-5.04%,"Insurance - Multi Line",Finance,31431216000,1.76,22.85,03/23/20,53.28
RSG,79.18,-5.81,5.07,3.34,24.5,91.34%,17.19%,"Waste Removal Svcs","Business Services",25177982000,1.62,65.37,03/23/20,100.91
FCX,8.32,0.8,1.14,0.02,409.5,-60.13%,-32.82%,"Mining - Non Ferrous","Basic Materials",12043068000,0.2,4.82,03/19/20,14.68
HST,11.44,0.04,1.03,1.26,6.73,-44.85%,2.15%,"REIT - Equity Trust Other",Finance,8183001000,0.8,7.86,03/17/20,19.99
NWSA,9.41,-1.05,0.49,0.33,28.76,-39.54%,17.49%,"Movie & TV Production & Dist","Consumer Discretionary",5523809000,0.2,7.9,04/02/20,15.07
NEM,59.89,20.44,9.83,1.31,43.75,139.27%,33.57%,"Mining - Misc","Basic Materials",48281492000,0.56,29.77,05/10/19,61.53
FIS,123.79,-5.96,0.92,6.42,19.49,92.79%,61.11%,"Financial Transaction Services","Business Services",76177400000,1.4,91.68,03/18/20,158.21
PFG,31.58,-3.97,3.32,5.59,5.83,-38.98%,54.83%,"Finance - Investment Mgmt",Finance,8611754000,2.24,23.31,03/23/20,60.81
IPG,16.05,-1.03,1.06,1.94,8.39,-26.39%,35.61%,"Advertising Marketing Services","Business Services",6220698000,1.02,11.63,03/23/20,25.2
COO,300.49,8.74,3.1,12.16,24.39,64.53%,54.47%,"Medical - Dental Suppliers",Medical,15947270000,0.06,236.68,03/18/20,365.68
DD,38.43,1.31,3.02,5.4,7.55,-47.26%,-63.02%,"Chemical - Diversified","Basic Materials",28333348000,1.2,28.33,03/23/20,83.66
NOV,12.06,1.88,1.16,-0.72,0,-77.80%,-60.45%,"Oil Field Machinery & Equip",Oils-Energy,4642942000,0.2,8,03/18/20,28.62
IT,105.97,-0.39,6.06,3.91,27.34,26.73%,110.01%,Consulting,"Business Services",9425103000,0,76.91,03/18/20,171.77
PBCT,11.62,-1.23,1.26,1.38,8.91,-23.56%,67.38%,"Finance - Savings & Loan",Finance,4917586000,0.71,9.37,04/03/20,17.66
EXPD,70.62,5.46,1.4,3.41,20.96,51.85%,24.54%,"Transportation - Services",Transportation,11851623000,1,52.55,03/23/20,81.64
HFC,25.07,2.41,-0.89,4.88,5.41,-37.00%,-11.52%,"Oil - Refining and Marketing",Oils-Energy,4055194000,1.4,18.48,03/24/20,58.88
TXT,27.45,-1.66,0.12,3.75,7.85,-37.93%,-1.79%,"Aerospace - Defense",Aerospace,6246579000,0.08,20.26,03/23/20,58
L,37.42,0.42,1.73,3.56,11.07,-10.09%,4.23%,"Insurance - Multi Line",Finance,10594986000,0.25,28.52,03/23/20,56.88
FMC,86.67,-1.39,8.63,6.08,14.8,47.91%,14.17%,"Chemical - Diversified","Basic Materials",11213473000,1.76,56.77,03/18/20,108.77
OTIS,45.89,0.76,0.07,0,0,0.00%,0.00%,"Building & Construction - Misc",Construction,19923106000,0,38,03/25/20,50.25
HPE,10.36,0.5,0.53,1.8,5.85,0.00%,-47.15%,"Computer - Integrated Systems","Computers and Technology",13347223000,0.48,7.43,03/18/20,17.59
FISV,96.85,-6.46,1.1,3.81,26.04,144.66%,101.09%,"Financial Transaction Services","Business Services",65584304000,0,73.5,03/19/20,125.05
SLG,52.6,-13.32,9.45,3.08,7.74,-59.16%,-18.49%,"REIT - Equity Trust Other",Finance,4100160000,3.54,37.5,04/01/20,96.39
MOS,12.18,1.18,0.86,0.16,81.06,-72.88%,-1.65%,Fertilizers,"Basic Materials",4620921000,0.2,6.5,03/18/20,27.36
GM,22.98,-1.73,3.43,4.82,4.99,-35.35%,-11.99%,"Auto - Domestic",Auto-Tires-Trucks,32881336000,1.52,14.32,03/18/20,41.9
NTRS,83.39,7.34,2.02,6.62,12.82,14.30%,52.80%,"Banks - Major Regional",Finance,17484258000,2.8,60.67,03/23/20,110.48
OMC,55.59,-7.29,1.92,6.06,9.37,-28.06%,-2.38%,"Advertising Marketing Services","Business Services",12090391000,2.6,46.37,03/23/20,85.05
FLIR,34.88,2.78,-0.23,2.23,15.47,13.69%,23.28%,"Electronics - Military",Aerospace,4666968000,0.68,23.85,03/23/20,59.44
DOW,35.37,9.7,4.85,2.55,0,0.00%,0.00%,"Chemical - Diversified","Basic Materials",26164616000,2.8,21.95,03/16/20,59.05
DTE,108.34,11.84,12.24,6.3,17.66,31.19%,2.99%,"Utility - Electric Power",Utilities,20922108000,4.05,71.21,03/18/20,135.67
HIG,41.23,-1.29,7.28,5.65,7.41,-2.17%,11.42%,"Insurance - Multi Line",Finance,14663255000,1.3,19.04,03/18/20,62.75
CBRE,43.86,-2.5,4.1,3.71,12.29,12.91%,164.03%,"Real Estate Operations",Finance,14611035000,0,29.17,03/23/20,64.75
BK,36.34,2.22,1.11,4.03,9.22,-14.43%,29.76%,"Banks - Major Regional",Finance,31861836000,1.24,26.4,03/18/20,53.6
BLL,67.96,4.11,2.33,2.54,27.54,80.58%,33.89%,"Containers - Metal & Glass","Industrial Products",21931846000,0.6,51.26,03/23/20,82.82
TIF,129.17,1.44,1.21,4.6,27.82,47.16%,4.10%,"Retail - Jewelry",Retail-Wholesale,15530335000,2.32,78.6,08/28/19,134.42
ATVI,63.28,4.24,1.68,2.07,29.21,162.11%,47.21%,"Toys & Game & Hobby","Consumer Discretionary",48268620000,0.37,41.84,05/24/19,64.53
NBL,7.26,0.09,0.61,-0.34,0,-85.70%,-13.00%,"Oil - US Exploration & Product",Oils-Energy,3501989000,0.48,2.73,03/18/20,28.4
MS,39.86,2.4,2.9,4.97,8.27,5.94%,20.84%,"Finance - Investment Brokers",Finance,62360232000,1.4,27.2,03/18/20,57.57
FTI,8.45,1.34,0.71,0.6,14,-78.98%,68.83%,"Oil - Field Services",Oils-Energy,3768210000,0,4.49,03/18/20,28.57
EIX,59.86,6.6,6.68,4.69,12.85,-3.56%,-7.95%,"Utility - Electric Power",Utilities,21535646000,2.55,43.63,03/16/20,78.93
MAS,39.71,-0.08,4.33,2.54,15.89,50.48%,-21.29%,"Building & Construction - Misc",Construction,10394585000,0.54,27.04,03/23/20,50.06
SRE,127.93,21.01,13.89,6.07,21.5,15.95%,-1.87%,"Utility - Gas Distribution",Utilities,37128064000,4.18,88,03/23/20,161.87
NSC,155.49,8.55,0.66,10.34,15.41,46.54%,-2.82%,"Transportation - Rail",Transportation,42803900000,3.76,112.62,03/23/20,219.88
HOG,19.35,-4.35,2.64,3.34,6.33,-66.40%,-13.92%,"Auto - Domestic",Auto-Tires-Trucks,2938498000,1.52,14.31,03/23/20,41.4
RL,76.5,-7.17,7.9,8.25,9.75,-44.33%,-15.26%,"Textile - Apparel","Consumer Staples",5602179000,2.75,59.82,04/03/20,133.63
IR,26.35,3.34,0.91,0.76,34.87,0.00%,-4.60%,"Machinery - General Industrial","Industrial Products",5380659000,0,17.01,03/18/20,38.96
AIG,25.78,-2.69,4.28,4.6,5.77,-55.03%,-22.76%,"Insurance - Multi Line",Finance,22385806000,1.28,16.07,03/18/20,58.66
CNP,17,1.45,1.7,1.79,9.95,-19.76%,33.33%,"Utility - Electric Power",Utilities,8489167000,1.16,11.58,03/19/20,31.17
CPRT,71.14,-2.74,5.71,2.56,29.29,280.25%,75.50%,"Auction Valuation Services","Business Services",16515932000,0,55.69,03/23/20,104.88
BKR,13.35,0.64,1.62,0.83,15.49,-71.94%,-2.90%,"Oil - Field Services",Oils-Energy,13701140000,0.72,9.12,03/23/20,26.93
BDX,249.53,13.02,11.83,11.63,21.28,71.87%,104.71%,"Medical - Dental Suppliers",Medical,67267176000,3.16,197.75,03/23/20,286.72
HAS,74.66,19.62,3.44,4.07,18.59,3.64%,10.36%,"Toys & Game & Hobby","Consumer Discretionary",10168660000,2.72,41.33,03/18/20,126.87
ALB,63.68,-4.34,6.74,6.04,11.1,7.31%,46.77%,"Chemical - Diversified","Basic Materials",6731056000,1.54,48.89,03/23/20,99.4
LKQ,21.44,-3.44,1.4,2.36,9.55,-16.58%,85.55%,"Auto - Truck Replacement Parts",Auto-Tires-Trucks,6554539000,0,13.31,03/23/20,36.63
SEE,29.59,4.13,3.75,2.81,10.96,-34.13%,-38.18%,"Containers - Paper Products","Industrial Products",4558155000,0.64,17.06,03/19/20,46.88
RE,203.12,-9.88,13.28,21.35,9.94,10.89%,42.15%,"Insurance - Proprty & Casualty",Finance,8249938000,6.2,168.16,03/23/20,294.31
CF,30.05,2.38,2.56,2.09,14.84,-49.21%,-3.23%,Fertilizers,"Basic Materials",6465675000,1.2,19.73,03/18/20,55.15
GL,80.02,8.52,8.23,6.74,11.93,42.11%,14.21%,"Finance - Misc Services",Finance,8560615000,0.75,56.74,03/23/20,111.43
DRI,61.15,-4.14,8.78,6.16,10.44,-9.13%,35.40%,"Retail - Restaurants",Retail-Wholesale,7356912000,0,26.15,03/18/20,128.41
CVX,84.61,1.24,4.27,6.74,12.51,-22.72%,-30.88%,"Oil - International Integrated",Oils-Energy,158525200000,5.16,51.6,03/19/20,127
TROW,101.93,-5.49,-0.86,8.06,13.05,23.82%,41.08%,"Finance - Investment Mgmt",Finance,24132832000,3.6,82.51,03/23/20,139.82
ETFC,40.52,4.45,3.02,4.13,10.11,42.56%,55.77%,"Finance - Investment Brokers",Finance,8876324000,0.56,25.76,03/18/20,57.3
EMN,56.38,10.06,6.19,7.12,8.39,-23.24%,-2.67%,"Chemical - Diversified","Basic Materials",7872340000,2.64,34.44,03/18/20,86.18
HP,18.34,0.82,1.71,1.58,12.14,-74.94%,-24.77%,"Oil & Gas - Drilling",Oils-Energy,2030575000,2.84,12.4,03/20/20,64.8
JWN,20.05,-1.51,3.88,3.36,6.35,-73.85%,14.94%,"Retail - Apparel & Shoes",Retail-Wholesale,3195712000,0,12.27,04/03/20,44.35
FLS,25.63,-0.07,-0.53,2.2,12.36,-53.88%,-19.13%,"Machinery - General Industrial","Industrial Products",3419134000,0.8,18.98,03/23/20,54.16
ZION,29.54,0.11,2.6,4.34,7.14,8.95%,37.41%,"Banks - West",Finance,4933511000,1.36,23.58,03/23/20,52.48
SYF,15.9,-8.21,0.43,4.29,4.11,-47.37%,52.91%,"Finance - Misc Services",Finance,9524918000,0.88,12.15,03/18/20,38.18
AXP,88.39,-11.08,4.65,8.19,11.58,15.82%,30.61%,"Finance - Misc Services",Finance,72990344000,1.72,67,03/18/20,138.13
COF,55.34,-17.51,5.91,12.08,4.98,-29.76%,41.46%,"Finance - Consumer Loans",Finance,25844286000,1.6,38,03/18/20,107.59
IP,33.58,0.15,2.06,4.44,7.7,-35.89%,-5.25%,"Paper & Related Products","Basic Materials",13537961000,2.05,26.38,03/23/20,47.93
EOG,42.23,7.38,2.74,4.98,9,-55.24%,-3.63%,"Oil - US Exploration & Product",Oils-Energy,25197162000,1.15,27,03/18/20,107.89
SLB,15.54,-0.63,-0.14,1.47,11.2,-82.59%,-32.24%,"Oil - Field Services",Oils-Energy,22083014000,2,11.87,03/19/20,48.88
JPM,95.5,-8.28,6.17,10.49,9.8,56.85%,39.49%,"Banks - Major Regional",Finance,299139488000,3.6,76.91,03/19/20,141.1
C,45.42,-5.58,4.34,7.58,6.25,-11.76%,14.22%,"Banks - Major Regional",Finance,97944352000,2.04,32,03/18/20,83.11
USB,35.8,-1.33,1.4,4.32,8.81,-13.92%,27.73%,"Banks - Major Regional",Finance,55967192000,1.68,28.59,03/23/20,61.11
TFC,33.36,-0.45,3.61,4.36,8.28,-10.16%,47.73%,"Banks - Major Regional",Finance,45649364000,1.8,24.01,03/16/20,56.92
HAL,7.63,0.47,-0.29,1.24,6.62,-83.65%,-31.83%,"Oil - Field Services",Oils-Energy,6855806000,0.72,4.25,03/18/20,32.3
OXY,14.9,0.62,1.44,1.62,9.48,-80.78%,5.60%,"Oil - US Integrated",Oils-Energy,13723799000,3.16,9,03/18/20,65.25
HWM,12.2,-8.32,-0.49,2.12,6.25,-4.69%,-40.63%,"Engineering & R&D Services","Industrial Products",5492580000,0.08,11.38,03/23/20,34.27
MRO,4.25,-0.28,0.63,0.75,5.49,-85.53%,-53.32%,"Oil - US Integrated",Oils-Energy,3493781000,0.2,3.02,04/01/20,18.93
HES,38.6,3.7,3.49,-0.92,0,-46.94%,-39.51%,"Oil - US Integrated",Oils-Energy,12181130000,1,26.06,03/18/20,74.11
KEY,11.14,-1.58,1.2,1.8,6.67,-18.76%,76.83%,"Banks - Major Regional",Finance,11211929000,0.74,7.45,03/19/20,20.52
HBAN,8.4,-1.1,0.91,1.27,7.11,-19.18%,91.33%,"Banks - Midwest",Finance,8887372000,0.6,6.82,04/03/20,15.63
APA,8.08,0.01,2.2,0,0,-87.36%,-53.71%,"Oil - US Exploration & Product",Oils-Energy,3162763000,1,3.8,03/18/20,37.4
WFC,30.18,-0.69,1.57,4.35,7.63,-42.54%,17.59%,"Banks - Major Regional",Finance,128529776000,2.04,25.1,03/23/20,54.75
CFG,20.33,-3.31,1.56,3.86,5.73,-17.13%,50.99%,"Finance - Savings & Loan",Finance,9057326000,1.56,14.12,03/18/20,41.29
BA,141,-28.88,-7.45,5.2,29.2,-0.72%,-15.65%,"Aerospace - Defense",Aerospace,82969184000,0,89,03/18/20,391
FANG,31.65,4.49,-0.42,6.49,5.37,-58.56%,699.64%,"Oil - US Exploration & Product",Oils-Energy,5236035000,1.5,14.55,03/18/20,114.14
RF,10.12,0.16,1.26,1.55,7.1,11.38%,24.88%,"Banks - Southeast",Finance,10215383000,0.62,6.94,03/19/20,17.54
DFS,35.53,-16.19,2.11,9.08,4.32,-38.04%,45.55%,"Finance - Consumer Loans",Finance,11155669000,1.76,23.25,03/19/20,92.98
WRK,31.91,6.05,2.95,3.73,8.62,0.00%,224.79%,"Paper & Related Products","Basic Materials",8384312000,1.86,21.5,03/16/20,44.39
PKG,88.5,4.15,3.08,7.65,11.82,26.94%,18.99%,"Containers - Paper Products","Industrial Products",8428370000,3.16,71.05,03/12/20,114.78
MHK,82.74,-13.8,9.33,10.02,8.78,-53.47%,27.77%,"Textile - Home Furnishings","Consumer Discretionary",5937457000,0,56.62,03/23/20,156.6
AMP,114.3,1.06,11.82,16.25,7.41,-10.04%,5.70%,"Finance - Investment Mgmt",Finance,14131597000,3.88,80.01,03/18/20,180.85
LNC,32.22,3.36,5.23,9.13,3.76,-43.53%,27.33%,"Insurance - Life",Finance,6324191000,1.6,16.11,03/23/20,67.52
GS,178.23,1.17,20.11,21,8.77,-9.50%,5.84%,"Finance - Investment Brokers",Finance,61615340000,5,130.85,03/19/20,250.46
COP,34.08,2.75,1.33,3.59,9.67,-49.19%,-33.95%,"Oil - US Integrated",Oils-Energy,36936296000,1.68,20.84,03/18/20,67.42
CHRW,70.99,8.55,-1.47,4.18,17.52,0.88%,13.66%,"Transportation - Services",Transportation,9360601000,2.04,56.94,03/16/20,91.96
RJF,67,-5.28,2.84,7.5,9.26,18.17%,61.58%,"Finance - Investment Brokers",Finance,9391920000,1.48,54.21,03/23/20,102.45
CTVA,26.44,1.58,2.14,1.1,0,0.00%,0.00%,"Agriculture Operations","Consumer Staples",19900956000,0.52,20.38,03/18/20,32.78
PSX,61.07,6.82,3.76,8.07,7.62,-24.55%,-33.45%,"Oil - Refining and Marketing",Oils-Energy,27052298000,3.6,40.04,03/18/20,119.92
XOM,42.43,4.33,1.98,2.37,18.2,-50.83%,-35.69%,"Oil - International Integrated",Oils-Energy,180968480000,3.48,30.11,03/23/20,83.49
AIZ,107.69,3.25,3.85,8.49,13.24,80.68%,-2.84%,"Insurance - Multi Line",Finance,6495092000,2.52,76.27,03/19/20,142.61
EXR,95.62,-0.89,-4.19,3.22,21.05,42.66%,102.18%,"REIT - Equity Trust Other",Finance,12501174000,3.6,72.7,03/23/20,124.46
TSN,61.41,9.15,5.21,5.54,11,60.88%,12.84%,"Food - Meat Products","Consumer Staples",22698000000,1.68,42.57,03/18/20,94.24
BAC,23.73,-0.44,2.33,2.93,8.48,52.94%,19.34%,"Banks - Major Regional",Finance,208696528000,0.72,17.95,03/23/20,35.72
NUE,38.38,2.58,0.92,4.23,9.32,-19.37%,7.03%,"Steel - Producers","Basic Materials",11675790000,1.61,27.52,03/18/20,59.29
CXO,51.17,4.35,3.18,3.05,17.29,-58.64%,72.62%,"Oil - US Exploration & Product",Oils-Energy,10238599000,0.8,33.13,03/18/20,124.53
PPG,92.79,-1.41,6.15,6.21,15.65,-16.10%,-1.39%,"Chemical - Diversified","Basic Materials",22100050000,2.04,69.77,03/19/20,134.36
CE,81.31,2.88,8.82,9.52,8.81,24.68%,-7.42%,"Chemical - Specialty","Basic Materials",9815465000,2.48,52.7,03/18/20,128.88
CARR,13.87,1.85,-1.59,0,0,0.00%,0.00%,"Electronics Products - Misc","Computers and Technology",12118460000,0,11.5,03/24/20,17.25
MTB,109.38,-3.13,6.83,13.79,8.32,-7.40%,46.56%,"Banks - Major Regional",Finance,14393373000,4.4,87.64,03/23/20,174.93
DE,138.13,-0.76,-5.29,10,14.57,58.16%,8.85%,"Machinery - Farm","Industrial Products",43844076000,3.04,106.14,03/18/20,181.99
