Symbol,Last,"1M Chg","5D Chg","Earnings ttm","P/E ttm","5Y Return","5Y Rev%",Industry,Sector,"Market Cap",Dividend(a),"52W Low","52W Low Date","52W High"
UDR,38.56,-6.1,6.94,0.6,18.5,26.21%,40.85%,"REIT - Equity Trust Resident",Finance,12125507000,1.44,29.2,03/23/20,51.25
FRC,93.41,-3.4,11.63,5.2,17.96,68.96%,130.75%,"Banks - West",Finance,16760775000,0.76,70.06,03/23/20,122.34
LUV,34.26,-7.02,3.72,4.28,8.01,-12.73%,20.55%,"Transportation - Airline",Transportation,18865786000,0.72,29.15,03/18/20,58.83
SPGI,268.44,20.34,29.64,9.53,27.44,175.67%,32.63%,"Business Information","Business Services",68318248000,2.68,186.05,03/18/20,312.94
LKQ,21.34,-3.56,3.99,2.36,9.32,-10.67%,85.55%,"Auto - Truck Replacement Parts",Auto-Tires-Trucks,6920045000,0,13.31,03/23/20,36.63
PGR,77.1,-0.97,1.16,6.72,11.58,200.52%,101.24%,"Insurance - Proprty & Casualty",Finance,47052188000,0.4,62.18,03/23/20,84.96
JBHT,94.93,7.04,5.17,5.21,18.97,9.99%,48.66%,"Transportation - Truck",Transportation,10539831000,1.08,75.29,03/16/20,122.29
MCO,231.09,18.02,22.3,8.29,27.32,131.49%,44.83%,"Finance - Misc Services",Finance,45244428000,2.24,164.19,03/23/20,287.25
HAL,7.85,0.7,0.24,1.24,7.06,-82.49%,-31.83%,"Oil - Field Services",Oils-Energy,7170212000,0.72,4.25,03/18/20,32.3
GM,23.01,-1.7,4.97,4.82,4.8,-34.33%,-11.99%,"Auto - Domestic",Auto-Tires-Trucks,34381788000,1.52,14.32,03/18/20,41.9
MSI,146.24,-8.71,19.62,7.43,19.89,151.96%,34.11%,"Wireless Equipment","Computers and Technology",26228738000,2.56,120.77,03/23/20,187.49
MKTX,385.79,42.72,-1.48,5.4,73.26,361.97%,94.60%,"Securities Exchanges",Finance,15295839000,2.4,256.61,04/24/19,421.45
WY,20.1,-1.82,4.76,0.38,51.21,-33.41%,-11.47%,"Building Products - Wood",Construction,15663354000,1.36,13.1,03/23/20,31.58
SO,57.72,3.75,7.45,3.11,18.71,36.77%,15.99%,"Utility - Electric Power",Utilities,63601580000,2.48,41.96,03/23/20,71.1
LH,140.45,-10.57,27.14,11.31,12.48,18.00%,92.21%,"Medical - Dental Suppliers",Medical,14254719000,0,98.02,03/19/20,196.36
EQIX,657.19,36.1,32.5,6,29.07,190.90%,127.60%,"REIT - Equity Trust Retail",Finance,55549396000,10.64,440.72,04/26/19,692.63
SEE,29.47,3.97,5.12,2.81,10.17,-30.08%,-38.18%,"Containers - Paper Products","Industrial Products",4763867000,0.64,17.06,03/19/20,46.88
CCI,157.05,1.96,11.43,1.97,26.84,91.22%,56.18%,"REIT - Equity Trust Other",Finance,68405176000,4.8,114.18,03/24/20,168.75
PH,138.91,-1.41,23.1,11.78,12,19.51%,8.36%,"Machinery - General Industrial","Industrial Products",18634458000,3.52,93,03/18/20,215.94
NDAQ,103.29,7.24,8.07,5,20.83,121.74%,21.77%,"Securities Exchanges",Finance,17808094000,1.88,71.66,03/23/20,120.23
BEN,16.09,-2.02,0.48,2.68,6.41,-67.16%,-32.00%,"Finance - Investment Mgmt",Finance,8352856000,1.08,15.29,03/23/20,35.82
MGM,13.91,-1.53,3.33,0.74,20.27,-32.10%,27.95%,Gaming,"Consumer Discretionary",7168655000,0.6,5.9,03/18/20,34.63
ROK,160.54,-5.64,13.76,8.56,19.6,49.27%,1.08%,"Industrial Robotics","Computers and Technology",19477084000,4.08,115.38,03/23/20,209.6
WAT,187.65,3.17,7.71,9.07,21.62,57.49%,20.97%,"Industrial Scientific","Computers and Technology",12178617000,0,154.39,03/23/20,251.68
PNC,100.96,-6.02,15.77,11.4,8.73,15.94%,32.82%,"Banks - Major Regional",Finance,45196400000,4.6,79.41,03/23/20,161.79
KO,46.93,-1.54,3.1,2.11,22.66,21.59%,-18.98%,"Beverages - Soft","Consumer Staples",210223520000,1.64,36.27,03/23/20,60.13
SPG,65.3,-24.47,18.58,6.81,5.23,-63.79%,18.16%,"REIT - Equity Trust Retail",Finance,21844598000,8.4,42.25,04/02/20,186.24
EQR,66.5,-7.11,12.24,2.59,18.64,-7.83%,3.30%,"REIT - Equity Trust Resident",Finance,25822712000,2.41,49.62,03/23/20,89.55
PNR,31.46,-4.35,3.09,2.38,13.74,-48.36%,-57.99%,"Machinery - Thermal Processing","Industrial Products",5505133000,0.76,22.01,03/23/20,47.43
HST,11.41,0,2.35,1.26,6.36,-42.18%,2.15%,"REIT - Equity Trust Other",Finance,8541590000,0.8,7.86,03/17/20,19.99
CFG,21.19,-2.47,4.25,3.86,5.32,-11.98%,50.99%,"Finance - Savings & Loan",Finance,9450566000,1.56,14.12,03/18/20,41.29
JKHY,163.12,2.22,6.91,3.66,46.28,155.15%,28.32%,"Electronic Misc Services","Computers and Technology",13054676000,1.72,123.64,03/23/20,174.93
JWN,20.44,-1.15,7.39,3.36,5.65,-72.11%,14.94%,"Retail - Apparel & Shoes",Retail-Wholesale,3333297000,0,12.27,04/03/20,44.35
YUM,77.06,-1.4,13.76,3.55,21.23,40.08%,-57.85%,"Retail - Restaurants",Retail-Wholesale,24183334000,1.88,54.95,03/23/20,119.72
HCA,103.61,-0.67,21.78,10.5,10.29,38.47%,39.05%,"Medical - Hospitals",Medical,36574960000,1.72,58.38,03/18/20,151.97
BSX,35.21,2.88,4.04,1.59,22.09,100.16%,45.46%,"Medical Products",Medical,51421864000,0,24.1,03/23/20,46.62
JPM,98.19,-5.72,14.14,10.49,8.99,63.53%,39.49%,"Banks - Major Regional",Finance,313062144000,3.6,76.91,03/19/20,141.1
MHK,83.41,-13.07,21.4,10.02,8.49,-50.30%,27.77%,"Textile - Home Furnishings","Consumer Discretionary",6264903000,0,56.62,03/23/20,156.6
CTVA,26.56,1.74,3.94,1.1,0,0.00%,0.00%,"Agriculture Operations","Consumer Staples",20927474000,0.52,20.38,03/18/20,32.78
HFC,25.05,2.39,2.67,4.88,5.46,-30.33%,-11.52%,"Oil - Refining and Marketing",Oils-Energy,4276976000,1.4,18.48,03/24/20,58.88
STZ,157.63,24.65,25.46,9.13,17.28,43.34%,38.41%,"Beverages - Alcohol","Consumer Staples",31859232000,3,104.28,03/23/20,214.48
CNP,16.89,1.34,3.45,1.79,9.4,-14.78%,33.33%,"Utility - Electric Power",Utilities,8951573000,1.16,11.58,03/19/20,31.17
CTL,10.1,-0.02,0.99,1.32,7.45,-69.29%,24.24%,"Wireless National",Utilities,11603601000,1,8.16,03/23/20,15.3
BXP,100.56,-16.5,17.52,3.3,14.25,-22.40%,23.51%,"REIT - Equity Trust Other",Finance,16442931000,3.92,77.21,03/23/20,147.83
SYY,47.05,-0.02,7.55,3.72,12.7,32.84%,29.23%,"Food - Misc & Diversified","Consumer Staples",25216962000,1.8,26,03/18/20,85.98
FANG,33.08,5.89,1.49,6.49,5.78,-57.78%,699.64%,"Oil - US Exploration & Product",Oils-Energy,5517780000,1.5,14.55,03/18/20,114.14
DLR,140.71,-2.63,4.22,2.16,21.89,127.06%,98.54%,"REIT - Equity Trust Other",Finance,38448480000,4.48,105,03/23/20,152.59
MLM,197.57,-0.68,28.06,9.74,20.2,48.45%,60.22%,"Building - CMT & CNT & AG",Construction,12949210000,2.2,135.08,03/18/20,281.82
L,37.42,0.41,4.72,3.56,10.67,-5.78%,4.23%,"Insurance - Multi Line",Finance,11161260000,0.25,28.52,03/23/20,56.88
MTD,690.78,18.14,60.2,22.81,32.49,126.94%,21.02%,"Industrial Scientific","Computers and Technology",17444260000,0,579.4,03/23/20,873.51
TAP,45.02,2.46,4.01,4.54,10.05,-38.42%,155.15%,"Beverages - Alcohol","Consumer Staples",10256413000,2.28,34.01,03/23/20,64.32
HWM,12.6,-7.92,0.06,2.12,6.17,-1.56%,-40.63%,"Engineering & R&D Services","Industrial Products",5775927000,0.08,11.38,03/23/20,34.27
GPN,143.66,-29.33,17.36,5.81,25.7,202.82%,77.09%,"Financial Transaction Services","Business Services",45328332000,0.78,105.54,03/23/20,209.62
RTX,61.83,-0.35,11.9,8.26,7.58,-4.71%,18.35%,"Aerospace - Defense Equipment",Aerospace,56049536000,2.94,40.72,03/18/20,93.47
ETR,97.89,-5.04,14.51,5.37,18.72,33.15%,-12.94%,"Utility - Electric Power",Utilities,20665974000,3.72,75.19,03/23/20,135.55
SCHW,34.77,0.9,1.17,2.72,13.42,20.79%,76.97%,"Finance - Investment Brokers",Finance,47037068000,0.72,28,03/16/20,51.65
RE,202.14,-10.95,24.12,21.35,9.26,17.30%,42.15%,"Insurance - Proprty & Casualty",Finance,8664598000,6.2,168.16,03/23/20,294.31
AXP,90.33,-9.27,16.73,8.19,11.24,22.63%,30.61%,"Finance - Misc Services",Finance,76618448000,1.72,67,03/18/20,138.13
CBRE,43.46,-2.92,7.96,3.71,12.2,18.71%,164.03%,"Real Estate Operations",Finance,15333854000,0,29.17,03/23/20,64.75
DRE,33.9,2.02,4.31,1.17,23.21,73.63%,-16.39%,"REIT - Equity Trust Other",Finance,13098277000,0.94,25.19,03/23/20,38.88
DAL,23.25,-15.11,0.77,7.33,3.17,-45.51%,16.46%,"Transportation - Airline",Transportation,15611892000,0,19.1,03/18/20,63.44
DISH,22,0.41,3.02,2.6,8.38,-66.69%,-12.54%,"Cable TV","Consumer Discretionary",12066694000,0,17.09,03/18/20,44.65
ITW,151.93,-4.52,11.52,7.73,20.54,66.14%,-2.59%,"Machinery - General Industrial","Industrial Products",50574268000,4.28,115.94,03/23/20,190.85
AMP,114.92,1.58,24.6,16.25,6.87,-6.75%,5.70%,"Finance - Investment Mgmt",Finance,14814076000,3.88,80.01,03/18/20,180.85
MAA,111.37,-14.63,17.06,2.87,17.44,55.62%,65.88%,"REIT - Equity Trust Resident",Finance,13330761000,4,82,03/23/20,148.88
ZTS,122.95,-2.53,8.34,3.64,34.96,175.28%,30.83%,"Medical - Drugs",Medical,61144664000,0.8,90.14,03/23/20,146.26
SWK,114.05,4.96,18.78,8.39,13.63,24.02%,27.37%,"Machinery - Tools & Related","Industrial Products",18385964000,2.76,70,03/23/20,173.67
HLT,66.64,-11.99,10.7,3.91,17.93,12.69%,-10.00%,"Hotels & Motels","Consumer Discretionary",18991314000,0,44.3,03/18/20,115.48
CPRI,13.03,-0.9,4.5,4.4,3.13,-78.85%,58.21%,"Retail - Apparel & Shoes",Retail-Wholesale,1998504000,0,5.42,03/18/20,49.42
MRO,4.39,-0.14,0.74,0.75,5.27,-86.50%,-53.32%,"Oil - US Integrated",Oils-Energy,3278902000,0.2,3.02,04/01/20,18.93
WBA,44.11,-2.08,3.39,5.79,7.44,-49.43%,79.16%,"Retail - Drug Stores",Retail-Wholesale,38580132000,1.83,39.4,04/02/20,64.5
PSX,61.56,7.2,9.94,8.07,7.89,-21.14%,-33.45%,"Oil - Refining and Marketing",Oils-Energy,27034720000,3.6,40.04,03/18/20,119.92
MU,46.17,3.18,4.95,2.31,20.9,64.63%,43.09%,"Semi Memory","Computers and Technology",51305144000,0,31.13,03/18/20,61.19
K,62.8,-0.86,-0.78,3.94,15.6,-2.56%,-6.87%,"Food - Misc & Diversified","Consumer Staples",21488388000,2.28,51.34,05/31/19,71.05
FTI,8.41,1.27,1.24,0.6,14.68,-78.63%,68.83%,"Oil - Field Services",Oils-Energy,3763729000,0,4.49,03/18/20,28.57
PYPL,105.98,-4.17,13.59,2.35,44.71,0.00%,121.46%,"Internet - Software","Computers and Technology",124145664000,0,82.07,03/23/20,124.45
AZO,942.19,-70.54,151.63,65.27,14.02,37.66%,25.21%,"Retail - Wholesale Auto Parts",Retail-Wholesale,21970252000,0,684.91,03/23/20,1274.41
LRCX,258.78,-3,40.63,14.51,18.38,265.53%,109.53%,"Semi-Eqpt Wafer Fabrication","Computers and Technology",37592140000,4.6,171.04,06/03/19,344.32
TIF,128.21,0.27,-0.07,4.6,28.12,51.26%,4.10%,"Retail - Jewelry",Retail-Wholesale,15498840000,2.32,78.6,08/28/19,134.42
MSFT,165.51,6.68,11.68,5.4,30.58,296.78%,44.93%,"Computer - Software","Computers and Technology",1256062592000,2.04,119.01,06/03/19,190.7
XLNX,83.3,6.76,4.22,3.53,23.94,90.71%,28.39%,"Semi Pro Logic Devices","Computers and Technology",20680844000,1.48,67.68,03/12/20,141.6
BDX,248.06,11.56,21.33,11.63,21.5,74.84%,104.71%,"Medical - Dental Suppliers",Medical,67101760000,3.16,197.75,03/23/20,286.72
DHR,146.13,4.74,10.98,4.7,30.88,73.03%,-10.06%,"Conglomerates - Div Operations",Conglomerates,101558512000,0.72,119.6,03/23/20,169.19
TMUS,86.17,0.78,4.19,4.49,19.34,167.68%,52.21%,"Wireless National",Utilities,73610544000,0,63.5,03/18/20,101.35
CSCO,41.22,3.58,2.16,2.95,14.15,47.56%,10.10%,"Computer - Networks","Computers and Technology",174724256000,1.44,32.4,03/16/20,58.26
GOOGL,1210.41,-3.86,117.71,51.58,23.4,126.48%,145.23%,"Internet - Services","Computers and Technology",829257408000,0,1008.87,03/23/20,1530.74
ALXN,96.54,16.1,6.77,9.71,10.15,-46.93%,123.44%,"Medical - Biomedical",Medical,21372684000,0,72.67,03/16/20,139.95
DVN,9.71,1.01,1.33,1.38,6.82,-85.33%,-68.21%,"Oil - US Exploration & Product",Oils-Energy,3715891000,0.36,4.7,03/18/20,35.39
CTXS,139.99,26.32,-1.34,4.1,35.81,173.49%,-4.21%,"Computer - Software","Computers and Technology",17056704000,1.4,90.28,08/07/19,150.33
ALLE,95.77,-16.04,11.73,4.89,19.36,61.35%,34.73%,"Protection - Safety","Industrial Products",8860564000,1.28,77.37,03/23/20,139.24
TGT,104.68,3.66,12.11,6.4,16.35,30.22%,7.57%,"Retail - Discount",Retail-Wholesale,52200240000,2.64,70.03,05/14/19,130.24
GIS,57.67,4.19,0.96,3.34,16.69,2.34%,-5.83%,"Food - Misc & Diversified","Consumer Staples",34792380000,1.96,46.59,02/28/20,60
KEYS,92.55,0.52,10.03,4.61,19.74,160.46%,46.71%,"Electronics - Measuring Inst","Computers and Technology",17259080000,0,71.03,05/29/19,110
TTWO,120,3.38,1.51,2.92,40.79,383.01%,13.52%,"Toys & Game & Hobby","Consumer Discretionary",13542826000,0,87.97,04/17/19,135.7
GOOG,1217.56,-2.17,119.68,51.58,23.46,131.17%,145.23%,"Internet - Services","Computers and Technology",832611328000,0,1013.54,03/23/20,1532.11
COG,18.98,0.61,1.63,1.62,11.85,-42.56%,-4.91%,"Oil - US Exploration & Product",Oils-Energy,7525115000,0.4,13.06,02/28/20,27.65
SWKS,90.47,7.47,10.17,5.52,16.85,-4.59%,47.36%,"Semi Radio Frequency","Computers and Technology",15252192000,1.76,66.29,06/03/19,128.48
AMAT,49.88,-1.01,7.6,3.22,15.98,130.76%,61.02%,"Semi-Eqpt Wafer Fabrication","Computers and Technology",45538744000,0.84,36.64,03/18/20,69.44
ULTA,202.6,-4.46,45.86,11.92,16.83,33.17%,128.24%,"Retail - Misc & Diversified",Retail-Wholesale,11401444000,0,124.05,03/18/20,368.83
AMGN,218.27,16.17,12.86,14.83,14.78,33.40%,16.44%,"Medical - Biomedical",Medical,128255768000,6.4,166.3,05/15/19,244.99
FLIR,34.71,2.63,3.62,2.23,15.63,14.66%,23.28%,"Electronics - Military",Aerospace,4638732000,0.68,23.85,03/23/20,59.44
ROP,314.72,1.2,15.04,13.05,24.37,88.80%,51.20%,"Machinery - General Industrial","Industrial Products",33472400000,2.05,240,03/16/20,395
SHW,489.2,-10.13,69.17,21.09,23.15,74.43%,60.84%,"Paint & Related Products",Construction,45181340000,5.36,325.43,03/18/20,599.95
CL,69.49,0.39,1.87,2.83,24.81,0.91%,-9.17%,"Soap and Cleaning Products","Consumer Staples",59775152000,1.72,58.49,03/23/20,77.41
GPC,71.29,-7.98,13.03,5.7,12.85,-21.82%,26.40%,"Auto - Truck Replacement Parts",Auto-Tires-Trucks,10419528000,3.16,49.68,03/23/20,113.67
ROL,35.87,-1.95,-0.18,0.73,49.19,121.80%,42.78%,"Building - Maint & Service",Construction,11806528000,0.48,30.72,03/25/20,43.91
CHD,68.1,4.81,0.45,2.48,27.67,60.80%,32.15%,"Soap and Cleaning Products","Consumer Staples",16808620000,0.96,47.98,03/16/20,80.99
ORCL,52.97,5.04,3.57,3.47,15.02,23.67%,3.22%,"Computer - Software","Computers and Technology",167707600000,0.96,39.71,03/12/20,60.5
MSCI,309.52,26.12,38.91,6.44,46.15,410.25%,56.30%,"Business Software Services","Computers and Technology",26413308000,2.72,206.82,08/05/19,335.43
HOLX,40.96,0.38,8.14,2.47,15.94,26.61%,33.06%,"Medical Instruments",Medical,10824345000,0,26.49,03/18/20,55.25
LMT,369.94,41.35,19.44,21.94,16.47,90.43%,31.17%,"Aerospace - Defense",Aerospace,104515528000,9.6,266.11,03/23/20,442.53
IBM,121.15,13.2,14.81,12.81,9.31,-24.38%,-16.86%,"Computer - Integrated Systems","Computers and Technology",107941576000,6.48,90.56,03/23/20,158.75
UPS,98.42,4.19,8.42,7.53,13.12,3.47%,27.24%,"Transportation - Air Freight",Transportation,84724088000,4.04,82,03/12/20,125.31
LW,58.26,-5.59,8.06,3.25,17.77,0.00%,33.44%,"Food - Misc & Diversified","Consumer Staples",8528678000,0.92,39.06,03/18/20,96.32
UNH,263.51,-8.53,34.02,15.11,17.73,122.50%,85.60%,"Medical - HMO",Medical,250546592000,4.32,187.72,03/23/20,306.71
FB,174.79,4.51,20.61,6.44,27.06,116.87%,467.12%,"Internet - Services","Computers and Technology",499370176000,0,137.1,03/18/20,224.2
BKNG,1421.01,-0.32,190.33,103.42,13.27,19.63%,78.47%,"Internet Commerce",Retail-Wholesale,58334320000,0,1107.29,03/23/20,2094
ABT,85.85,4.2,6.4,3.24,26.22,86.03%,57.57%,"Medical Products",Medical,151725776000,1.44,61.61,03/23/20,92.45
AKAM,95.19,9.46,-0.17,3.55,27.43,32.67%,47.34%,"Internet - Services","Computers and Technology",15441924000,0,73.19,06/03/19,103.34
OXY,15.33,1.07,2.33,1.62,9.6,-80.93%,5.60%,"Oil - US Integrated",Oils-Energy,13750655000,3.16,9,03/18/20,65.25
PRGO,50.37,4.08,6.01,4.03,12.12,-74.65%,5.07%,"Medical Products",Medical,6867607000,0.9,40.01,04/02/20,63.86
CDNS,71.55,9.08,7.62,3.53,20.35,288.77%,47.78%,"Computer - Software","Computers and Technology",20074038000,0,51.39,03/18/20,80.4
COST,299.62,-2.65,10.97,8.41,36.38,107.52%,35.57%,"Retail - Discount",Retail-Wholesale,132478416000,2.6,233.05,05/31/19,325.26
MYL,16.06,1.01,2.32,4.42,3.43,-76.97%,48.98%,"Medical - Generic Drugs",Medical,8300126000,0,12.75,03/16/20,28.45
LOW,95.2,-1.29,13,5.72,16.49,31.37%,28.32%,"Building Prds Retail - Wsale",Retail-Wholesale,71954184000,2.2,60,03/19/20,126.73
CBOE,93.31,-1.49,3.69,4.74,20.19,61.07%,304.40%,"Securities Exchanges",Finance,10316837000,1.44,72.01,03/19/20,127.93
TXN,107.67,1.63,7.69,5.12,21.52,87.84%,10.26%,"Semi General","Computers and Technology",100579880000,3.6,93.09,03/16/20,135.7
KSU,136.58,8.97,13.58,6.94,20.14,30.73%,11.21%,"Transportation - Rail",Transportation,13134227000,1.6,92.86,03/18/20,178.59
FOXA,25.99,-0.16,3.69,2.31,11.39,0.00%,0.00%,"Broadcast - Radio & TV","Consumer Discretionary",15771563000,0.46,19.81,03/23/20,39.74
BMY,58.92,3.93,3.39,4.67,12.47,-9.85%,64.65%,"Large Cap Pharma",Medical,132989912000,1.8,42.48,07/23/19,68.34
BIIB,322.94,17.73,22.43,33.64,9.42,-16.90%,48.18%,"Medical - Biomedical",Medical,55883244000,0,215.77,09/04/19,374.99
ADBE,320.65,-14.85,27.04,7.07,44.86,335.68%,169.38%,"Computer - Software","Computers and Technology",153549984000,0,255.13,03/18/20,386.74
KHC,27.93,3.96,2.61,2.19,0,-67.59%,37.20%,"Food - Misc & Diversified","Consumer Staples",34343588000,1.6,19.99,03/16/20,33.78
EBAY,34.76,0.77,5.35,2.29,14.41,44.02%,-39.67%,"Internet Commerce",Retail-Wholesale,26931422000,0.64,26.02,03/23/20,42
NOW,283.56,-4.11,33.99,0.57,480.79,279.40%,406.98%,"IT Services","Computers and Technology",52775788000,0,213.99,10/23/19,362.95
TSN,62.18,9.67,8.36,5.54,10.54,56.14%,12.84%,"Food - Meat Products","Consumer Staples",22245354000,1.68,42.57,03/18/20,94.24
ANSS,242.93,7.51,24.63,5.44,44.92,175.59%,61.95%,"Computer - Software","Computers and Technology",20440660000,0,174.25,06/03/19,299.06
APA,8.38,0.31,3,0,0,-88.35%,-53.71%,"Oil - US Exploration & Product",Oils-Energy,3094828000,1,3.8,03/18/20,37.4
AVGO,259.92,25.7,25.66,16.85,15.5,108.70%,429.33%,"Electronics - Semiconductors","Computers and Technology",101666848000,13,155.67,03/18/20,331.58
VRTX,252.28,31.42,13.97,4.25,58.74,97.18%,617.21%,"Medical - Biomedical",Medical,63938332000,0,163.68,04/18/19,267.45
QCOM,73.3,-2.51,8.07,2.6,28.2,6.66%,-8.36%,"Wireless Equipment","Computers and Technology",81819016000,2.48,57.03,04/15/19,96.17
GILD,75.28,4.53,-2.93,6.14,12.21,-27.49%,-9.81%,"Medical - Biomedical",Medical,92550200000,2.72,60.89,10/03/19,85.97
SNPS,140.13,10.25,15.58,3.13,44.36,193.85%,63.34%,"Computer - Software","Computers and Technology",20560072000,0,104.9,03/23/20,166.87
NVDA,269.85,29.01,25.94,4.58,58.29,"1,084.46%",133.22%,"Semi General","Computers and Technology",161053200000,0.64,132.6,06/03/19,316.32
FTNT,104.64,22,3.2,1.86,58.7,202.28%,179.90%,Security,"Computers and Technology",17584452000,0,68.87,06/03/19,121.82
INTC,58.7,4.27,4.57,4.89,12.06,75.98%,28.81%,"Semi General","Computers and Technology",244589072000,1.32,42.86,05/23/19,69.29
WMT,125.3,11.2,5.82,4.94,24.66,56.39%,7.89%,"Retail - Supermarket",Retail-Wholesale,344971360000,2.16,98.85,05/09/19,128.08
QRVO,84.73,0.93,11.29,5.39,16.14,18.61%,169.14%,"Semi Radio Frequency","Computers and Technology",9614580000,0,58.52,05/23/19,122.37
OKE,29.22,-1.5,7.58,3.07,8.62,-42.67%,-16.65%,"Utility - Gas Distribution",Utilities,11753538000,3.74,12.16,03/18/20,78.48
AAP,110,-3.69,25.35,8.2,12.5,-28.66%,-1.37%,"Retail - Wholesale Auto Parts",Retail-Wholesale,7382850000,1,71.33,03/23/20,182.56
LYV,39.41,-3.44,5.84,-0.07,0,48.91%,68.17%,"Leisure & Recreation Services","Consumer Discretionary",8210102000,0,21.7,03/18/20,76.6
WMB,17.1,1.29,3.45,0.98,15.65,-67.92%,7.39%,"Oil - Production & Pipeline",Oils-Energy,20125728000,1.6,8.41,03/19/20,29.06
EA,109.3,12.24,6.47,4.18,25.55,88.83%,38.46%,"Toys & Game & Hobby","Consumer Discretionary",30647512000,0,85.69,03/16/20,114.13
BKR,13.29,0.56,2.89,0.83,15.54,-72.40%,-2.90%,"Oil - Field Services",Oils-Energy,13257837000,0.72,9.12,03/23/20,26.93
BBY,68.34,7.28,14.86,6.13,10.51,80.99%,8.18%,"Retail - Consumer Electronics",Retail-Wholesale,17076694000,2.2,48.1,03/19/20,91.99
NOV,12.03,1.85,2.18,-0.72,0,-78.75%,-60.45%,"Oil Field Machinery & Equip",Oils-Energy,4476985000,0.2,8,03/18/20,28.62
ATVI,62.75,3.71,2.77,2.07,29.5,165.06%,47.21%,"Toys & Game & Hobby","Consumer Discretionary",46507100000,0.37,41.84,05/24/19,64.53
PXD,78.55,7.87,3.87,8.19,9.8,-57.58%,84.06%,"Oil - US Exploration & Product",Oils-Energy,12508168000,1.1,48.62,03/18/20,178.22
NEM,59.77,20.27,12.62,1.31,38.57,143.15%,33.57%,"Mining - Misc","Basic Materials",46294332000,0.56,29.77,05/10/19,60.46
AMD,50.94,7.04,8.35,0.48,101.65,"1,775.19%",22.25%,"Electronics - Semiconductors","Computers and Technology",56645824000,0,26.03,05/23/19,59.27
AMZN,2168.87,383.87,262.28,23.01,88.79,443.92%,215.24%,"Internet Commerce",Retail-Wholesale,1017000320000,0,1626.03,03/16/20,2185.95
AAPL,273.25,-4.72,31.84,12.66,21.02,114.82%,42.33%,"Computer - Mini","Computers and Technology",1172584832000,3.08,170.27,06/03/19,327.85
HUM,348.26,34.35,56.63,17.84,18.9,92.64%,33.79%,"Medical - HMO",Medical,45173192000,2.5,208.25,03/23/20,384.99
ILMN,289.45,56.12,25.95,6.58,42.7,50.46%,90.34%,"Medical - Biomedical",Medical,42280140000,0,196.78,03/18/20,380.76
ADI,99.67,-0.12,13.11,4.84,20.95,55.77%,109.13%,"Semi Analog & Mixed","Computers and Technology",36376456000,2.48,79.07,03/18/20,127.3
NOC,338.85,24.35,25.24,21.22,15.54,110.20%,41.13%,"Aerospace - Defense",Aerospace,56319184000,5.28,263.31,03/23/20,385.01
CHTR,469.7,15.51,35.9,7.61,60.96,149.89%,402.46%,"Cable TV","Consumer Discretionary",97982736000,0,345.67,03/18/20,546.54
CLX,185.47,17.7,7.93,6.37,28.42,68.60%,11.14%,"Soap and Cleaning Products","Consumer Staples",23044670000,4.24,144.12,10/02/19,214.26
ABBV,80.3,-5.07,6.93,8.94,8.79,28.03%,66.66%,"Large Cap Pharma",Medical,117764672000,4.72,62.55,03/23/20,97.86
IP,34.41,0.97,5.04,4.44,7.46,-36.78%,-5.25%,"Paper & Related Products","Basic Materials",13443537000,2.05,26.38,03/23/20,47.93
CVX,84.91,1.49,9.8,6.74,12.76,-22.73%,-30.88%,"Oil - International Integrated",Oils-Energy,157404992000,5.16,51.6,03/19/20,127
JNPR,21.84,1.54,1.73,1.24,17.94,-8.68%,-3.93%,"Wireless Equipment","Computers and Technology",7173030000,0.8,15.2,03/16/20,28.77
REGN,517.02,51.47,23.7,21.46,23.87,14.62%,178.89%,"Medical - Biomedical",Medical,56434832000,0,271.37,09/27/19,519
COO,299.03,7.99,19.35,12.16,24.46,64.47%,54.47%,"Medical - Dental Suppliers",Medical,15816079000,0.06,236.68,03/18/20,365.68
WRK,32.44,6.57,6.76,3.73,8.23,0.00%,224.79%,"Paper & Related Products","Basic Materials",8311945000,1.86,21.5,03/16/20,44.39
MXIM,52.24,3.68,3.6,2.17,24.57,49.77%,-5.68%,"Semi Analog & Mixed","Computers and Technology",13951916000,1.92,41.93,03/17/20,65.73
KR,31.33,0.62,-0.96,2.2,14.1,-13.53%,12.74%,"Retail - Supermarket",Retail-Wholesale,24161326000,0.64,20.7,07/23/19,36.84
AGN,183.83,-0.02,8.12,17.64,10.27,-38.66%,23.17%,"Medical - Generic Drugs",Medical,59944164000,2.96,114.27,06/17/19,202.21
KMB,132.71,-1.47,2.79,6.88,19.28,23.14%,-6.46%,"Consumer Prdts - Misc Staple","Consumer Staples",44898576000,4.28,110.66,03/24/20,149.23
BWA,26.16,0.5,4.87,4.13,6.18,-57.61%,22.43%,"Auto - Truck Original Parts",Auto-Tires-Trucks,5320561000,0.68,17,03/18/20,46.6
FDX,123.53,16.9,14.31,11.98,10.48,-27.21%,52.95%,"Transportation - Air Freight",Transportation,31948262000,2.6,88.69,03/17/20,199.32
UNM,15.75,0.24,2.29,5.44,2.8,-53.48%,14.17%,"Insurance - Accident & Health",Finance,3162288000,1.14,9.58,03/23/20,38
PG,115.95,1.88,0.87,4.95,23.25,38.93%,-18.51%,"Soap and Cleaning Products","Consumer Staples",283147488000,2.98,94.34,03/23/20,128.09
