Symbol,Last,"1M Chg","5D Chg","Earnings ttm","P/E ttm","5Y Return","5Y Rev%",Industry,Sector,"Market Cap",Dividend(a),"52W Low","52W Low Date","52W High"
FDX,119.02,-8.66,-5.29,11.98,9.74,-37.36%,52.95%,"Transportation - Air Freight",Transportation,28533726000,2.6,88.69,03/17/20,199.32
FE,41.36,-5.12,0.87,2.59,15.44,4.69%,-26.67%,"Utility - Electric Power",Utilities,20520096000,1.56,32,03/23/20,52.51
FFIV,112.69,-6.95,2.88,7.98,13.42,-5.73%,29.47%,"Internet - Software","Computers and Technology",6524270000,0,79.78,03/18/20,168.94
FIS,123.02,-16.89,-2.27,6.42,18.24,75.91%,61.11%,"Financial Transaction Services","Business Services",71012624000,1.4,91.68,03/18/20,158.21
FISV,95.86,-10.95,-2.47,3.81,23.29,118.04%,101.09%,"Financial Transaction Services","Business Services",58531544000,0,73.5,03/19/20,125.05
FITB,15.47,-6.73,-0.39,2.77,5.16,-29.45%,50.55%,"Banks - Major Regional",Finance,9557627000,1.08,11.1,03/19/20,31.64
FLIR,35.09,-4.4,2.95,2.23,14.61,-0.32%,23.28%,"Electronics - Military",Aerospace,4180237000,0.68,23.85,03/23/20,59.44
FLS,26.18,-10.56,3.69,2.2,10.95,-57.40%,-19.13%,"Machinery - General Industrial","Industrial Products",3110208000,0.8,18.98,03/23/20,54.16
FLT,206.09,-43.07,12.07,11.24,16.15,17.06%,120.85%,"Financial Transaction Services","Business Services",15785571000,0,168.51,03/23/20,329.85
FMC,78.03,-12.5,-4.61,6.08,12.2,21.41%,14.17%,"Chemical - Diversified","Basic Materials",9174777000,1.76,56.77,03/18/20,108.77
FOX,24.45,-4.07,0.68,2.31,9.45,0.00%,0.00%,"Broadcast - Radio & TV","Consumer Discretionary",13101502000,0.46,19.13,03/23/20,38.91
FOXA,25.06,-3.78,0.75,2.31,9.81,0.00%,0.00%,"Broadcast - Radio & TV","Consumer Discretionary",13532352000,0.46,19.81,03/23/20,39.74
FRC,88.57,-6.34,2.17,5.2,16.15,43.47%,130.75%,"Banks - West",Finance,13775841000,0.76,70.06,03/23/20,122.34
FRT,72.66,-48.71,-2.34,4.59,10.49,-53.79%,36.39%,"REIT - Equity Trust Retail",Finance,4976750000,4.2,64.68,04/03/20,141.35
FTI,7.77,-4.83,0.72,0.6,12.53,-81.55%,68.83%,"Oil - Field Services",Oils-Energy,3212612000,0,4.49,03/18/20,28.57
FTNT,107.88,8.38,6.93,1.86,54.26,184.78%,179.90%,Security,"Computers and Technology",17499920000,0,68.87,06/03/19,121.82
FTV,57.25,-9.56,5.15,3.49,16.05,0.00%,15.51%,"Electronic Test Equipment","Computers and Technology",18260606000,0.28,37.31,03/18/20,89.48
GD,133.69,-29.34,0.09,11.98,10.68,-7.53%,27.54%,"Aerospace - Defense",Aerospace,36473972000,4.08,100.55,03/23/20,193.76
GE,7.23,-2.17,-0.66,0.67,10.3,-76.39%,-35.92%,"Conglomerates - Div Operations",Conglomerates,58829068000,0.04,5.9,03/18/20,13.26
GILD,77.73,-2.49,1.8,6.14,12.54,-23.15%,-9.81%,"Medical - Biomedical",Medical,98467560000,2.72,60.89,10/03/19,85.97
GIS,57.7,2.93,3.6,3.34,16.43,0.39%,-5.83%,"Food - Misc & Diversified","Consumer Staples",34374140000,1.96,46.59,02/28/20,60
GL,71.87,-14.73,-2.35,6.74,9.93,14.45%,14.21%,"Finance - Misc Services",Finance,6865891000,0.75,56.74,03/23/20,111.43
GLW,19.71,-5.17,-1.57,1.75,10.69,-20.12%,18.40%,"Communications Components","Computers and Technology",13658524000,0.88,17.44,03/23/20,35.34
GM,19.55,-9.14,-1.77,4.82,3.77,-50.67%,-11.99%,"Auto - Domestic",Auto-Tires-Trucks,25779196000,1.52,14.32,03/18/20,41.9
GOOG,1186.92,-111.49,40.1,51.58,21.73,103.31%,145.23%,"Internet - Services","Computers and Technology",754556416000,0,1013.54,03/23/20,1532.11
GOOGL,1183.19,-112.55,36.88,51.58,21.66,99.20%,145.23%,"Internet - Services","Computers and Technology",750996288000,0,1008.87,03/23/20,1530.74
GPC,67.1,-15.75,1.02,5.7,10.77,-37.54%,26.40%,"Auto - Truck Replacement Parts",Auto-Tires-Trucks,8469955000,3.16,49.68,03/23/20,114.81
GPN,143.74,-35.82,-7.49,5.81,22.49,153.41%,77.09%,"Financial Transaction Services","Business Services",37906168000,0.78,105.54,03/23/20,209.62
GPS,6.59,-6.6,-0.83,1.98,2.78,-86.27%,-0.32%,"Retail - Apparel & Shoes",Retail-Wholesale,2097856000,0.97,5.26,04/02/20,26.85
GRMN,75.44,-12.08,-1.25,4.45,16.51,53.36%,30.89%,"Electronics Products - Misc","Computers and Technology",13645561000,2.28,61.04,03/23/20,105.58
GS,158.23,-34.62,-1.39,21,7.14,-24.90%,5.84%,"Finance - Investment Brokers",Finance,50525404000,5,130.85,03/19/20,250.46
GWW,251.18,-33.45,-3.96,17.29,13.86,1.73%,15.26%,"Industrial Services","Industrial Products",12814965000,5.76,200.61,03/23/20,346.6
HAL,7.91,-5.16,1.54,1.24,6.06,-83.55%,-31.83%,"Oil - Field Services",Oils-Energy,6696123000,0.72,4.25,03/18/20,32.3
HAS,71.2,-1.55,-0.28,4.07,17.3,4.25%,10.36%,"Toys & Game & Hobby","Consumer Discretionary",9162546000,2.72,41.33,03/18/20,126.87
HBAN,7.49,-3.63,-0.89,1.27,5.8,-38.19%,91.33%,"Banks - Midwest",Finance,6961095000,0.6,6.82,04/03/20,15.63
HBI,8.05,-3.97,-0.01,1.77,4.1,-79.22%,30.84%,"Textile - Apparel","Consumer Staples",2566028000,0.6,6.96,04/03/20,19.1
HCA,93.58,-33.62,2.62,10.5,7.99,4.59%,39.05%,"Medical - Hospitals",Medical,27696918000,1.72,58.38,03/18/20,151.97
HD,191.33,-37.18,-4.77,10.25,17.69,55.07%,32.52%,"Building Prds Retail - Wsale",Retail-Wholesale,192056384000,6,140.63,03/18/20,247.36
HES,35.13,-14.59,3.2,-0.92,0,-54.16%,-39.51%,"Oil - US Integrated",Oils-Energy,10230807000,1,26.06,03/18/20,74.11
HFC,25.96,-2.65,-0.06,4.88,4.7,-40.22%,-11.52%,"Oil - Refining and Marketing",Oils-Energy,3622964000,1.4,18.48,03/24/20,58.88
HIG,33.95,-17.01,-1.89,5.65,5.89,-24.46%,11.42%,"Insurance - Multi Line",Finance,11517803000,1.3,19.04,03/18/20,62.75
HII,193.71,-10.58,4.17,14.02,12.88,27.49%,27.91%,"Aerospace - Defense",Aerospace,7372671000,4.12,147.14,03/23/20,279.71
HLT,63.8,-26.65,-4.88,3.91,14.8,-11.92%,-10.00%,"Hotels & Motels","Consumer Discretionary",15520441000,0,44.3,03/18/20,115.48
HOG,16.73,-9.46,-1.19,3.34,4.82,-75.94%,-13.92%,"Auto - Domestic",Auto-Tires-Trucks,2298232000,1.52,14.31,03/23/20,41.4
HOLX,35.86,-10.89,0.86,2.47,13.79,-1.44%,33.06%,"Medical Instruments",Medical,8641572000,0,26.49,03/18/20,55.25
HON,134,-30.03,2.25,8.16,16.28,21.73%,-8.92%,"Conglomerates - Div Operations",Conglomerates,90820864000,3.6,101.08,03/23/20,184.06
HP,16.62,-10.98,1.12,1.58,10.35,-78.85%,-24.77%,"Oil & Gas - Drilling",Oils-Energy,1683254000,2.84,12.4,03/20/20,64.8
HPE,9.83,-2.16,-0.22,1.8,5.21,0.00%,-47.15%,"Computer - Integrated Systems","Computers and Technology",11981581000,0.48,7.43,03/18/20,17.59
HPQ,15,-6.41,-2.84,2.36,6.56,-0.79%,-47.28%,"Computer - Mini","Computers and Technology",20702982000,0.7,12.54,03/19/20,23.93
HRB,13.56,-6.23,-0.44,2.16,5.81,-62.44%,2.33%,"Consumer Services - Misc","Consumer Discretionary",2298152000,1.04,11.29,03/23/20,29.62
HRL,48.55,4.6,1.77,1.75,27.19,66.94%,1.94%,"Food - Meat Products","Consumer Staples",26017604000,0.93,37,05/23/19,51.53
HSIC,47.14,-10.55,-4.95,3.51,13.8,-16.68%,-3.72%,"Medical - Dental Suppliers",Medical,6646173000,0,41.85,03/23/20,73.99
HST,10.42,-3.04,-1,1.26,5.4,-54.54%,2.15%,"REIT - Equity Trust Other",Finance,6497633000,0.8,7.86,03/17/20,19.99
HSY,141.86,-14.43,4.08,5.79,23.44,39.64%,7.61%,"Food - Confectionery","Consumer Staples",29316480000,3.09,109.88,03/23/20,162.2
HUM,327.47,-39.54,16.24,17.84,16.82,63.40%,33.79%,"Medical - HMO",Medical,38531320000,2.5,208.25,03/23/20,384.99
HWM,12.69,-13.26,-3.71,0,5.9,-4.64%,0.00%,"Mining - Non Ferrous","Basic Materials",5466425000,0.08,11.38,03/23/20,34.27
IBM,114.82,-12.91,1.89,12.81,8.59,-34.70%,-16.86%,"Computer - Integrated Systems","Computers and Technology",94473304000,6.48,90.56,03/23/20,158.75
ICE,84.43,-9.61,0.62,3.87,20.97,74.62%,68.24%,"Securities Exchanges",Finance,44474684000,1.2,63.51,03/23/20,101.93
IDXX,254.43,4.54,13.41,4.88,49.12,205.48%,61.99%,"Medical Instruments",Medical,20016260000,0,168.65,03/23/20,296.25
IEX,143.96,-2.28,7.08,5.79,23.55,82.01%,16.15%,"Machinery - General Industrial","Industrial Products",10559862000,2,104.56,03/18/20,178.14
IFF,109,-13.73,0.99,5.86,16.92,-16.87%,66.42%,"Consumer Prdts - Misc Staple","Consumer Staples",10562718000,3,92.14,03/23/20,152.95
ILMN,278.01,3.59,1.78,6.58,41.49,40.04%,90.34%,"Medical - Biomedical",Medical,38734500000,0,196.78,03/18/20,380.76
INCY,85.11,9.07,12.94,2.15,35.85,-16.22%,322.04%,"Medical - Biomedical",Medical,17036426000,0,62.48,03/23/20,96.79
INFO,64.47,-4.85,2.61,2.23,27.19,128.41%,112.26%,"Business Information","Business Services",26171008000,0.68,44.81,03/23/20,81.65
INTC,58.43,2.66,2.94,4.89,11.11,69.53%,28.81%,"Semi General","Computers and Technology",231514016000,1.32,42.86,05/23/19,69.29
INTU,240.12,-36.06,2.07,5.89,38.24,120.84%,50.55%,"Computer - Software","Computers and Technology",56888196000,2.12,187.68,03/23/20,306.89
IP,31.53,-4.18,0.2,4.44,6.86,-47.81%,-5.25%,"Paper & Related Products","Basic Materials",11516447000,2.05,26.38,03/23/20,47.96
IPG,15.02,-5.02,-1.18,1.94,7.41,-37.73%,35.61%,"Advertising Marketing Services","Business Services",5266650000,1.02,11.63,03/23/20,25.2
IPGP,113.95,-7.52,4.75,4.43,23.23,4.28%,70.76%,"Lasers - Systems & Components","Computers and Technology",5451281000,0,98.04,03/16/20,182.17
IQV,117.14,-18.91,4.16,5.81,18.03,51.89%,103.08%,"Technology Services","Business Services",19757062000,0,81.79,03/18/20,169.14
IR,25.43,-2.36,1.68,0.76,30.32,0.00%,-4.60%,"Machinery - General Industrial","Industrial Products",4820430000,0,17.01,03/18/20,38.96
IRM,23.31,-8.46,-1.54,0.85,9.4,-40.65%,36.72%,"REIT - Equity Trust Other",Finance,6338786000,2.47,21,04/02/20,36.65
ISRG,500.24,-54.9,-3.98,11.55,40.5,161.60%,110.09%,"Medical Instruments",Medical,53993372000,0,360.5,03/23/20,619
IT,99.86,-20.3,-7.95,3.91,24.07,8.46%,110.01%,Consulting,"Business Services",8181253000,0,76.91,03/18/20,171.77
ITW,151.04,-13.07,8.69,7.73,18.32,43.95%,-2.59%,"Machinery - General Industrial","Industrial Products",44582704000,4.28,115.94,03/23/20,190.85
IVZ,8.96,-4.16,-0.6,2.55,3.22,-80.47%,18.85%,"Finance - Investment Mgmt",Finance,3541085000,1.24,7.38,03/23/20,22.18
J,83.42,-10.65,5.43,5.27,15.4,69.46%,0.34%,"Engineering & R&D Services","Industrial Products",10506959000,0.76,59.29,03/23/20,104
JBHT,96.93,3.7,3.37,5.21,17.44,2.38%,48.66%,"Transportation - Truck",Transportation,9537808000,1.08,75.29,03/16/20,122.29
JCI,27.41,-10.75,0.92,2.15,12.12,-41.38%,131.80%,"Protection - Safety","Industrial Products",19460276000,1.04,22.77,03/23/20,44.82
JKHY,167.34,5.9,11.29,3.66,41.3,129.62%,28.32%,"Electronic Misc Services","Computers and Technology",11984432000,1.72,123.64,03/23/20,174.93
JNJ,139.76,-2.27,6.75,8.68,15.34,31.46%,10.40%,"Large Cap Pharma",Medical,353719360000,3.8,109.16,03/23/20,154.5
JNPR,21.34,-0.04,1.09,1.24,15.85,-15.40%,-3.93%,"Wireless Equipment","Computers and Technology",6646899000,0.8,15.2,03/16/20,28.77
JPM,89.46,-18.62,-4.04,10.49,8.34,36.22%,39.49%,"Banks - Major Regional",Finance,258367776000,3.6,76.91,03/19/20,141.1
JWN,16.2,-12.84,0.42,3.36,3.92,-83.74%,14.94%,"Retail - Apparel & Shoes",Retail-Wholesale,2040315000,0,12.27,04/03/20,46.03
K,63.51,0.32,2.6,3.94,15.56,-3.27%,-6.87%,"Food - Misc & Diversified","Consumer Staples",21776086000,2.28,51.34,05/31/19,71.05
KEY,9.95,-4.92,-0.84,1.8,5.27,-35.49%,76.83%,"Banks - Major Regional",Finance,8796902000,0.74,7.45,03/19/20,20.52
KEYS,90.73,-5.28,5.07,4.61,18.17,122.73%,46.71%,"Electronics - Measuring Inst","Computers and Technology",15463835000,0,71.03,05/29/19,110
KHC,25.91,-0.12,0.74,2.19,0,-71.64%,37.20%,"Food - Misc & Diversified","Consumer Staples",30925848000,1.6,19.99,03/16/20,33.78
KIM,8.66,-8.67,-1.44,0.8,5.27,-70.01%,16.60%,"REIT - Equity Trust Retail",Finance,3360595000,1.12,7.45,04/02/20,21.86
KLAC,148.5,-7.18,-1.02,8.72,15.19,116.41%,55.97%,"Electronics Products - Misc","Computers and Technology",20057410000,3.4,101.34,06/03/19,184.5
KMB,133.15,-13.31,0.72,6.88,18.79,21.58%,-6.46%,"Consumer Prdts - Misc Staple","Consumer Staples",44362480000,4.28,110.66,03/24/20,149.23
KMI,13.99,-5.34,0.72,0.95,14.16,-68.76%,-18.59%,"Oil - Production & Pipeline",Oils-Energy,30374494000,1,9.42,03/19/20,22.58
KMX,54.45,-30.55,-1.3,5.16,9.42,-33.60%,44.53%,"Retail - Wholesale Auto Parts",Retail-Wholesale,7940511000,0,37.59,03/18/20,103.18
KO,46.67,-8.59,1.67,2.11,20.83,7.22%,-18.98%,"Beverages - Soft","Consumer Staples",188042800000,1.64,36.27,03/23/20,60.13
KR,32.63,0.59,2.98,2.2,14.36,-16.21%,12.74%,"Retail - Supermarket",Retail-Wholesale,25850954000,0.64,20.7,07/23/19,36.84
KSS,14.15,-20.5,-1.88,4.89,2.39,-85.32%,5.00%,"Retail - Regional Dept Stores",Retail-Wholesale,1786882000,2.82,10.89,04/03/20,75.91
KSU,134.51,-12.57,5.13,6.94,17.44,15.68%,11.21%,"Transportation - Rail",Transportation,11826573000,1.6,92.86,03/18/20,178.59
L,35.7,-8.48,0.27,3.56,9.32,-20.57%,4.23%,"Insurance - Multi Line",Finance,9410079000,0.25,28.52,03/23/20,56.88
LB,12.55,-9.7,0.76,2.28,4.45,-88.02%,12.75%,"Retail - Apparel & Shoes",Retail-Wholesale,3135884000,1.2,8,03/17/20,28.01
LDOS,94.89,-10.79,1.46,5.16,17.18,106.38%,119.12%,"Aerospace - Defense",Aerospace,12474026000,1.36,63.63,04/10/19,125.84
LEG,25.33,-12.43,-2.74,2.57,9.42,-49.81%,25.65%,Furniture,"Consumer Discretionary",3002153000,1.6,22.03,03/23/20,55.42
LEN,39.22,-23.33,-0.74,6.29,5.31,-33.88%,186.12%,"Building - Residential & Comm",Construction,10546498000,0.5,25.42,03/18/20,71.38
LH,126.41,-53.3,-5.54,11.31,10.26,-10.12%,92.21%,"Medical - Dental Suppliers",Medical,11025063000,0,98.02,03/19/20,196.36
LHX,184,-15.93,2.04,9.98,18.39,120.37%,152.92%,"Aerospace - Defense",Aerospace,38715936000,3.4,142.01,03/23/20,230.99
LIN,175.92,-13.28,-0.88,7.35,22.33,0.00%,130.00%,"Oil - Field Services",Oils-Energy,88346256000,0,146.71,03/16/20,227.85
LKQ,20.06,-7.46,-0.94,2.36,7.84,-32.86%,85.55%,"Auto - Truck Replacement Parts",Auto-Tires-Trucks,5329018000,0,13.31,03/23/20,36.63
LLY,141.61,0.15,3.17,6.04,23.54,88.93%,13.78%,"Large Cap Pharma",Medical,133659936000,2.96,101.36,10/23/19,147.87
LMT,367.95,-14.52,19.1,21.94,16.13,74.90%,31.17%,"Aerospace - Defense",Aerospace,98740408000,9.6,266.11,03/23/20,442.53
LNC,26.99,-11.13,-0.29,9.13,2.58,-58.70%,27.33%,"Insurance - Life",Finance,4583427000,1.6,16.11,03/23/20,67.52
LNT,47.83,-9.66,-2.74,2.31,20.31,43.02%,8.88%,"Utility - Electric Power",Utilities,11063150000,1.52,37.66,03/23/20,60.28
LOW,88.77,-16.54,0.06,5.72,14.49,9.75%,28.32%,"Building Prds Retail - Wsale",Retail-Wholesale,63004240000,2.2,60,03/19/20,126.73
LRCX,250.75,-43.66,-4.55,14.51,15.2,198.43%,109.53%,"Semi-Eqpt Wafer Fabrication","Computers and Technology",31751296000,4.6,171.04,06/03/19,344.32
LUV,30.7,-15.03,-4.4,4.28,7.36,-28.68%,20.55%,"Transportation - Airline",Transportation,15798221000,0.72,29.15,03/18/20,58.83
LVS,40.7,-14.16,-2.79,3.26,12.35,-36.04%,-5.79%,Gaming,"Consumer Discretionary",28958934000,3.16,33.3,03/18/20,74.29
LW,51.82,-31.55,-5.82,3.43,15.35,0.00%,33.44%,"Food - Misc & Diversified","Consumer Staples",7333819000,0.92,39.06,03/18/20,96.32
LYB,49.88,-22.11,0.3,9.58,4.79,-49.57%,-23.86%,"Chemical - Diversified","Basic Materials",15376885000,4.2,33.71,03/16/20,98.91
LYV,34.51,-18.49,-10.72,-0.07,0,30.12%,68.17%,"Leisure & Recreation Services","Consumer Discretionary",7201806000,0,21.7,03/18/20,76.6
MA,265.94,-21.07,12.69,7.78,30.7,167.62%,78.22%,"Financial Transaction Services","Business Services",238240736000,1.6,199.99,03/23/20,347.25
MAA,105.28,-38.02,-1.85,2.87,14.82,24.63%,65.88%,"REIT - Equity Trust Resident",Finance,10776898000,4,82,03/23/20,148.88
MAR,70.59,-40.07,-5.57,6.01,10.48,-26.44%,52.02%,"Hotels & Motels","Consumer Discretionary",19154622000,1.92,46.56,03/18/20,153.39
MAS,35.38,-6.72,0.11,2.54,13,21.98%,-21.29%,"Building & Construction - Misc",Construction,9001391000,0.54,27.04,03/23/20,50.06
MCD,177.04,-21.82,8.91,7.85,20.57,63.94%,-23.19%,"Retail - Restaurants",Retail-Wholesale,119517520000,5,124.23,03/18/20,221.93
MCHP,73.98,-12.98,4.99,5.05,12.87,28.08%,177.00%,"Semi Analog & Mixed","Computers and Technology",15340013000,1.47,53.15,03/19/20,112.47
MCK,135.2,-6.29,-2.82,14.41,8.97,-44.06%,55.74%,"Medical - Dental Suppliers",Medical,22202944000,1.64,111.71,04/17/19,172.18
MCO,229.16,-9.31,6.94,8.29,24.94,97.47%,44.83%,"Finance - Misc Services",Finance,39087156000,2.24,164.19,03/23/20,287.25
MDLZ,52.03,-3.63,0.9,2.47,20.4,35.80%,-24.46%,"Food - Misc & Diversified","Consumer Staples",72779176000,1.14,41.19,03/23/20,59.96
MDT,94.09,-4.97,2.04,5.55,15.52,10.70%,79.69%,"Medical Products",Medical,115616120000,2.16,72.13,03/18/20,122.15
MET,30.63,-8.55,-1.4,6.11,4.59,-38.91%,-5.04%,"Insurance - Multi Line",Finance,25386752000,1.76,22.85,03/23/20,53.28
MGM,12.91,-7.48,1.38,0.74,15.55,-53.08%,27.95%,Gaming,"Consumer Discretionary",5212671000,0.6,5.9,03/18/20,34.63
MHK,73.35,-45.22,-6.8,10.02,6.47,-66.27%,27.77%,"Textile - Home Furnishings","Consumer Discretionary",4444442000,0,56.62,03/23/20,156.6
MKC,152.01,1.37,8.86,5.35,27.35,88.91%,26.02%,"Food - Misc & Diversified","Consumer Staples",19522262000,2.48,112.22,03/23/20,174.58
MKTX,399.03,36.67,47.71,5.4,64.31,339.73%,94.60%,"Securities Exchanges",Finance,14686053000,2.4,251.69,04/08/19,421.45
MLM,176.96,-61.79,-2.56,9.74,18.52,22.35%,60.22%,"Building - CMT & CNT & AG",Construction,10543352000,2.2,135.08,03/18/20,281.82
MMC,87.33,-18.34,-2.22,4.66,17.76,39.88%,28.58%,"Insurance - Brokers",Finance,40261452000,1.82,74.33,03/23/20,119.88
MMM,140.7,-12.95,2.96,8.96,15.39,-19.92%,0.99%,"Conglomerates - Div Operations",Conglomerates,76936072000,5.88,114.04,03/23/20,219.75
MNST,58.07,-8.12,0.07,2.03,27.12,17.58%,70.43%,"Beverages - Soft","Consumer Staples",29110502000,0,50.06,03/20/20,70.52
MO,37.28,-4.87,-0.03,4.1,8.83,-28.76%,2.40%,Tobacco,"Consumer Staples",69521504000,3.36,30.95,03/23/20,57.11
MOS,11.33,-2.97,1.33,0.16,61.38,-78.32%,-1.65%,Fertilizers,"Basic Materials",3764914000,0.2,6.5,03/18/20,27.94
MPC,23.09,-16.06,-1.24,4.83,4.39,-60.05%,26.72%,"Oil - Refining and Marketing",Oils-Energy,13029050000,2.32,15.26,03/19/20,69.65
MRK,80.31,-1.89,3.36,5.19,14.81,33.19%,10.90%,"Large Cap Pharma",Medical,193390512000,2.44,65.25,03/23/20,92.64
MRO,3.62,-3.21,0.38,0.75,4.63,-87.49%,-53.32%,"Oil - US Integrated",Oils-Energy,2904853000,0.2,3.02,04/01/20,18.93
MS,37.01,-4.83,2.17,4.97,6.82,-6.59%,20.84%,"Finance - Investment Brokers",Finance,54135492000,1.4,27.2,03/18/20,57.57
MSCI,302.49,16.65,8.77,6.44,44.56,346.55%,56.30%,"Business Software Services","Computers and Technology",23005906000,2.72,206.82,08/05/19,335.43
MSFT,165.27,3.7,5.04,5.4,28.75,268.72%,44.93%,"Computer - Software","Computers and Technology",1170038144000,2.04,118.58,04/09/19,190.7
MSI,140.9,-35.02,7.53,7.43,17.55,102.49%,34.11%,"Wireless Equipment","Computers and Technology",21722040000,2.56,120.77,03/23/20,187.49
MTB,102.79,-22.34,-4.11,13.79,6.94,-26.30%,46.56%,"Banks - Major Regional",Finance,11912608000,4.4,87.64,03/23/20,174.93
MTD,702.6,-12.95,17.2,22.81,28.74,90.42%,21.02%,"Industrial Scientific","Computers and Technology",15121940000,0,579.4,03/23/20,873.51
MU,46.37,-5.1,1.85,2.31,17.79,47.11%,43.09%,"Semi Memory","Computers and Technology",45844308000,0,31.13,03/18/20,61.19
MXIM,53.47,-1.31,3.56,2.17,22.01,38.30%,-5.68%,"Semi Analog & Mixed","Computers and Technology",13103325000,1.92,41.93,03/17/20,65.73
MYL,14.04,-1.36,-1.03,4.42,3.15,-80.44%,48.98%,"Medical - Generic Drugs",Medical,7092272000,0,12.75,03/16/20,28.45
NBL,6.67,-6.65,1.36,-0.34,0,-87.86%,-13.00%,"Oil - US Exploration & Product",Oils-Energy,2997547000,0.48,2.73,03/18/20,28.4
NCLH,10.01,-17.09,-0.67,5.09,1.65,-84.48%,106.74%,"Leisure & Recreation Services","Consumer Discretionary",1803697000,0,7.03,03/18/20,59.78
NDAQ,101.59,-8.91,2.15,5,18.79,88.26%,21.77%,"Securities Exchanges",Finance,15712442000,1.88,71.66,03/23/20,120.23
NEE,234.51,-37.31,-11.5,8.38,27.02,111.29%,12.83%,"Utility - Electric Power",Utilities,108374424000,5.6,174.8,03/23/20,283.35
NEM,50.11,-2.24,3.75,1.31,36.82,111.15%,33.57%,"Mining - Misc","Basic Materials",38087208000,0.56,29.77,05/10/19,52.49
NFLX,379.96,10.99,9,4.13,89.61,457.08%,266.17%,"Broadcast - Radio & TV","Consumer Discretionary",158742832000,0,252.28,09/24/19,393.52
NI,24.55,-4.91,-1.53,1.32,17.8,30.44%,-19.50%,"Utility - Electric Power",Utilities,8597095000,0.84,19.56,03/16/20,30.67
NKE,84.63,-3.73,-0.75,2.96,27.07,57.77%,40.71%,"Shoes and Related Apparel","Consumer Staples",122814352000,0.98,60,03/18/20,105.62
NLOK,18.97,0.29,-0.13,0.97,19.04,-28.50%,-29.13%,"Protection - Safety","Industrial Products",10981023000,0.5,15.12,03/18/20,28.7
NLSN,13.17,-3.19,0.08,1.67,7.37,-73.55%,3.34%,"Business Information","Business Services",4337011000,0.24,11.62,04/02/20,27.28
NOC,332.33,3.37,18.61,21.22,14.81,89.66%,41.13%,"Aerospace - Defense",Aerospace,52572636000,5.28,263.31,03/23/20,385.01
NOV,10.9,-4.78,1.5,-0.72,0,-81.90%,-60.45%,"Oil Field Machinery & Equip",Oils-Energy,3801578000,0.2,8,03/18/20,29.37
NOW,269.95,-47.29,-16.44,0.57,454.39,203.10%,406.98%,"IT Services","Computers and Technology",47368388000,0,213.99,10/23/19,362.95
NRG,27.24,-7.08,-1.21,3.46,8.03,6.67%,-38.11%,"Utility - Electric Power",Utilities,6566706000,1.2,19.54,03/18/20,42.8
NSC,154.75,-19.85,6.46,10.34,13.9,33.82%,-2.82%,"Transportation - Rail",Transportation,39483128000,3.76,112.62,03/23/20,219.88
NTAP,39.6,-4.4,-1.12,3.58,11.04,5.27%,-2.83%,"Computer - Storage Devices","Computers and Technology",8258750000,1.92,34.66,03/23/20,78.35
NTRS,81.37,3.73,5.58,6.62,11.62,8.71%,52.80%,"Banks - Major Regional",Finance,16119835000,2.8,60.67,03/23/20,110.48
NUE,37.51,-2.1,2.59,4.23,8.5,-26.07%,7.03%,"Steel - Producers","Basic Materials",10730650000,1.61,27.52,03/18/20,60.7
NVDA,268.4,2.36,2.81,4.58,55.78,971.66%,133.22%,"Semi General","Computers and Technology",149391472000,0.64,132.6,06/03/19,316.32
NVR,2691.4,-1153.83,-22.91,221.25,10.71,75.70%,66.24%,"Building - Residential & Comm",Construction,8714499000,0,2043.01,03/18/20,4071.13
NWL,12.82,-1.16,-0.82,1.74,6.94,-70.05%,69.63%,"Consumer Prdts - Misc Staple","Consumer Staples",5077765000,0.92,10.44,03/23/20,20.99
NWS,8.98,-2.28,0.12,0.33,24.76,-47.62%,17.49%,"Movie & TV Production & Dist","Consumer Discretionary",4847304000,0.2,7.88,04/02/20,15.36
NWSA,8.93,-2.09,0.11,0.33,24.85,-48.62%,17.49%,"Movie & TV Production & Dist","Consumer Discretionary",4812008000,0.2,7.9,04/02/20,15.07
O,46.81,-29.84,-6.32,1.4,13.7,-11.94%,59.78%,"REIT - Equity Trust Retail",Finance,14941806000,2.8,38,03/19/20,84.92
ODFL,138.18,5.89,3.51,5.1,24.35,154.73%,47.39%,"Transportation - Truck",Transportation,14645579000,0.61,87.25,06/03/19,151.47
OKE,23.33,-37.88,3.29,3.07,7.05,-55.15%,-16.65%,"Utility - Gas Distribution",Utilities,8944223000,3.74,12.16,03/18/20,78.48
OMC,53.7,-12.12,-1.22,6.06,8.6,-36.92%,-2.38%,"Advertising Marketing Services","Business Services",10754484000,2.6,46.37,03/23/20,85.05
ORCL,51.49,4.12,1.13,3.47,14.35,13.54%,3.22%,"Computer - Software","Computers and Technology",155787056000,0.96,39.71,03/12/20,60.5
ORLY,333.43,-34.65,15.24,17.89,16.96,34.26%,40.66%,"Retail - Wholesale Auto Parts",Retail-Wholesale,21932554000,0,251.51,03/23/20,454.31
OTIS,45.94,0.69,-4.06,N/A,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,38,03/25/20,50
OXY,13.44,-13.42,2.43,1.62,7.88,-83.43%,5.60%,"Oil - US Integrated",Oils-Energy,11637925000,3.16,9,03/18/20,68.83
PAYC,181.85,-85.86,-31.27,2.94,61.65,419.39%,388.75%,"Internet - Software","Computers and Technology",9710178000,0,163.42,04/03/20,342
