Symbol,Last,1M Chg,5D Chg,Earnings ttm,P/E ttm,5Y Return,5Y Rev%,Industry,Sector,Market Cap,Billions,Dividend(a),52W Low,52W Low Date,52W High,Low,High,Fair Value,Verdict,Delta,Potential Profit
CTAS,185.9,-86.42,12.68,8.82,18.62,120.56%,51.42%,Uniform & Related,Industrial Products,18622266000.00,18.62,2.55,154.33,3/23/2020,304.81,16.98224852,39.0111873,164.2284,Overvalued,-21.67,-13.20
CTL,9.5,-2.47,0.04,1.32,6.9,-72.81%,24.24%,Wireless National,Utilities,10274363000.00,10.27,1,8.16,3/23/2020,15.3,14.10526316,37.90849673,9.108,Overvalued,-0.39,-4.30
CTSH,47.8,-10.44,1.33,4,10.85,-20.18%,63.53%,Business Software Services,Computers and Technology,26581464000.00,26.58,0.88,40.01,3/23/2020,74.78,16.29707113,36.07916555,43.4,Overvalued,-4.40,-10.14
CTVA,24.53,-0.77,1.03,1.1,0,0.00%,0.00%,Agriculture Operations,Consumer Staples,18177606000.00,18.18,0.52,20.38,3/18/2020,32.78,16.91805952,25.16778523,0,Overvalued,-24.53,#DIV/0!
CTXS,145.8,27.89,4.25,4.1,34.47,188.67%,-4.21%,Computer - Software,Computers and Technology,18003756000.00,18.00,1.4,90.28,8/7/2019,150.33,38.07956104,3.013370585,141.327,Overvalued,-4.47,-3.17
CVS,56.87,-7.28,-2.46,7.08,7.87,-44.00%,84.24%,Retail - Drug Stores,Retail-Wholesale,73319880000.00,73.32,2,51.72,5/17/2019,77.03,9.055741164,26.17162145,55.7196,Overvalued,-1.15,-2.06
CVX,80.92,-14.4,8.46,6.74,11.14,-26.32%,-30.88%,Oil - International Integrated,Oils-Energy,151078928000.00,151.08,5.16,51.6,3/19/2020,127.34,36.23331686,36.45358882,75.0836,Overvalued,-5.84,-7.77
CXO,48.83,-9.17,5.98,3.05,15.67,-61.49%,72.62%,Oil - US Exploration & Product,Oils-Energy,9449804000.00,9.45,0.8,33.13,3/18/2020,124.53,32.15236535,60.788565,47.7935,Overvalued,-1.04,-2.17
D,73.44,-13.26,1.25,4.23,16.44,3.69%,33.26%,Utility - Electric Power,Utilities,62104180000.00,62.10,3.76,57.79,3/23/2020,90.89,21.30991285,19.1990318,69.5412,Overvalued,-3.90,-5.61
DAL,22.25,-23.64,-6.28,7.33,3.07,-50.13%,16.46%,Transportation - Airline,Transportation,14286898000.00,14.29,0,19.1,3/18/2020,63.44,14.15730337,64.92749054,22.5031,Undervalued,0.25,1.12
DD,37.26,-3.24,3.16,5.4,5.9,-49.86%,-63.02%,Chemical - Diversified,Basic Materials,26166940000.00,26.17,1.2,28.33,3/23/2020,83.66,23.96672034,55.46258666,31.86,Overvalued,-5.40,-16.95
DE,142.82,-21.22,4.66,10,13.55,63.97%,8.85%,Machinery - Farm,Industrial Products,45001336000.00,45.00,3.04,106.14,3/18/2020,181.99,25.6826775,21.52316061,135.5,Overvalued,-7.32,-5.40
DFS,35,-27.58,-0.67,9.08,3.14,-43.36%,45.55%,Finance - Consumer Loans,Finance,10316990000.00,10.32,1.76,23.25,3/19/2020,92.98,33.57142857,62.35749624,28.5112,Overvalued,-6.49,-22.76
DG,169.18,10.8,18.17,6.74,24.07,127.96%,46.77%,Retail - Discount,Retail-Wholesale,42741788000.00,42.74,1.28,116.15,5/15/2019,172.02,31.34531268,1.650970817,162.2318,Overvalued,-6.95,-4.28
DGX,83.41,-28.61,3.11,6.56,11.18,4.46%,3.91%,Medical - Outpatient & Hm Care,Medical,10501574000.00,10.50,2.12,73.02,4/3/2020,118.58,12.45653998,29.65930174,73.3408,Overvalued,-10.07,-13.73
DHI,36.54,-18.26,2.54,4.53,7.09,30.35%,119.23%,Building - Residential & Comm,Construction,13500513000.00,13.50,0.7,25.51,3/18/2020,62.54,30.18609743,41.57339303,32.1177,Overvalued,-4.42,-13.77
DHR,138.3,-10.13,-0.11,4.7,28.76,68.53%,-10.06%,Conglomerates - Div Operations,Conglomerates,98917280000.00,98.92,0.72,119.6,3/23/2020,169.19,13.52133044,18.25758024,135.172,Overvalued,-3.13,-2.31
DIS,101.24,-14.03,4.64,5.56,16.88,-6.66%,42.52%,Media Conglomerates,Consumer Discretionary,179785616000.00,179.79,1.76,79.07,3/18/2020,153.41,21.89845911,34.00690959,93.8528,Overvalued,-7.39,-7.87
DISCA,20.67,-4.77,1.23,3.7,4.96,-40.09%,77.88%,Broadcast - Radio & TV,Consumer Discretionary,10322440000.00,10.32,0,17.12,3/23/2020,33.65,17.17464925,38.57355126,18.352,Overvalued,-2.32,-12.63
DISCK,18.71,-5.36,1.17,3.7,4.55,-41.96%,77.88%,Broadcast - Radio & TV,Consumer Discretionary,9497695000.00,9.50,0,15.43,3/23/2020,31.2,17.53073223,40.03205128,16.835,Overvalued,-1.88,-11.14
DISH,20.77,-8.44,0.78,2.6,7.3,-69.52%,-12.54%,Cable TV,Consumer Discretionary,11041522000.00,11.04,0,17.09,3/18/2020,44.65,17.7178623,53.48264278,18.98,Overvalued,-1.79,-9.43
DLR,140.5,12.26,1.59,2.16,20.49,113.60%,98.54%,REIT - Equity Trust Other,Finance,36169420000.00,36.17,4.48,105,3/23/2020,144.06,25.26690391,2.471192559,44.2584,Overvalued,-96.24,-217.45
DLTR,76.24,-4,2.77,4.93,14.25,-3.61%,174.47%,Retail - Discount,Retail-Wholesale,18063944000.00,18.06,0,60.2,3/18/2020,119.71,21.03882476,36.31275583,70.2525,Overvalued,-5.99,-8.52
DOV,85.51,-15.98,1.57,5.94,13.02,45.40%,-7.95%,Machinery - General Industrial,Industrial Products,12208236000.00,12.21,1.96,62.95,3/23/2020,120.26,26.3828792,28.89572593,77.3388,Overvalued,-8.17,-10.57
DOW,32.33,-6.64,3.09,2.55,0,0.00%,0.00%,Chemical - Diversified,Basic Materials,22681448000.00,22.68,2.8,21.95,3/16/2020,59.05,32.10640272,45.24978831,0,Overvalued,-32.33,#DIV/0!
DRE,31.52,-2.43,-0.86,1.17,20.55,57.23%,-16.39%,REIT - Equity Trust Other,Finance,11860644000.00,11.86,0.94,25.19,3/23/2020,38.88,20.08248731,18.93004115,24.0435,Overvalued,-7.48,-31.10
DRI,58.96,-29.19,4.5,6.16,7.38,-19.31%,35.40%,Retail - Restaurants,Retail-Wholesale,6424345000.00,6.42,0,26.15,3/18/2020,128.41,55.64789688,54.08457285,45.4608,Overvalued,-13.50,-29.69
DTE,97.45,-18.67,2.48,6.3,13.83,19.01%,2.99%,Utility - Electric Power,Utilities,18495576000.00,18.50,4.05,71.21,3/18/2020,135.67,26.92662904,28.171298,87.129,Overvalued,-10.32,-11.85
DUK,80.11,-18.94,-0.77,5.06,15.02,5.10%,4.82%,Utility - Electric Power,Utilities,59639856000.00,59.64,3.78,62.13,3/23/2020,103.79,22.44413931,22.81530013,76.0012,Overvalued,-4.11,-5.41
DVA,71.99,-9.85,-4.07,5.52,11.87,-12.61%,-10.99%,Medical - Outpatient & Hm Care,Medical,8918856000.00,8.92,0,43.4,5/31/2019,90.15,39.71384915,20.1442041,65.5224,Overvalued,-6.47,-9.87
DVN,8.71,-4.66,1.8,1.38,6.07,-86.65%,-68.21%,Oil - US Exploration & Product,Oils-Energy,3381576000.00,3.38,0.36,4.7,3/18/2020,35.39,46.03903559,75.38852783,8.3766,Overvalued,-0.33,-3.98
DXC,13.91,-5.12,0.86,6.56,1.78,0.00%,59.66%,IT Services,Computers and Technology,3430308000.00,3.43,0.84,7.9,3/18/2020,67.09,43.20632638,79.26665673,11.6768,Overvalued,-2.23,-19.13
EA,106.32,-1.35,6.15,4.18,24.6,90.09%,38.46%,Toys & Game & Hobby,Consumer Discretionary,30853180000.00,30.85,0,85.69,3/16/2020,114.13,19.40368698,6.843073688,102.828,Overvalued,-3.49,-3.40
EBAY,31.62,-4.77,1.56,2.29,12.84,32.73%,-39.67%,Internet Commerce,Retail-Wholesale,24821806000.00,24.82,0.64,26.02,3/23/2020,42,17.71030993,24.71428571,29.4036,Overvalued,-2.22,-7.54
ECL,159.11,-35.3,3.28,5.82,25.3,36.62%,4.38%,Chemical - Specialty,Basic Materials,45354444000.00,45.35,1.88,124.6,3/23/2020,211.24,21.68939727,24.67809127,147.246,Overvalued,-11.86,-8.06
ED,79.92,-7.98,1.92,4.36,17.87,33.00%,-2.67%,Utility - Electric Power,Utilities,27052464000.00,27.05,3.06,62.03,3/23/2020,95.1,22.38488488,15.96214511,77.9132,Overvalued,-2.01,-2.58
EFX,116.24,-37.94,-3.21,5.61,19.01,23.97%,43.97%,Financial Transaction Services,Business Services,13886398000.00,13.89,1.56,103.01,3/23/2020,164.77,11.38162423,29.45317716,106.6461,Overvalued,-9.59,-9.00
EIX,54.03,-13.56,-0.76,4.69,10.52,-12.94%,-7.95%,Utility - Electric Power,Utilities,19280186000.00,19.28,2.55,43.63,3/16/2020,78.93,19.24856561,31.54694033,49.3388,Overvalued,-4.69,-9.51
EL,163.17,-28.78,3.83,5.97,25.81,93.79%,35.50%,Cosmetics & Toiletries,Consumer Staples,57706008000.00,57.71,1.92,137.01,3/18/2020,220.42,16.03235889,25.97314218,154.0857,Overvalued,-9.08,-5.90
EMN,52.87,-4.91,6.29,7.12,6.33,-33.85%,-2.67%,Chemical - Diversified,Basic Materials,6819161000.00,6.82,2.64,34.44,3/18/2020,86.18,34.85908833,38.65165932,45.0696,Overvalued,-7.80,-17.31
EMR,50.29,-11.85,2.64,3.52,12.99,-15.47%,-25.13%,Machinery - Electrical,Industrial Products,30218826000.00,30.22,2,37.75,3/23/2020,78.38,24.93537483,35.83822404,45.7248,Overvalued,-4.57,-9.98
EOG,41.33,-13.97,5.41,4.98,8.01,-59.45%,-3.63%,Oil - US Exploration & Product,Oils-Energy,22950428000.00,22.95,1.15,27,3/18/2020,107.89,34.67215098,61.69246455,39.8898,Overvalued,-1.44,-3.61
EQIX,623.62,14.95,-0.95,6,27.34,176.20%,127.60%,REIT - Equity Trust Retail,Finance,52741760000.00,52.74,10.64,440.72,4/26/2019,679.66,29.3287579,8.24529912,164.04,Overvalued,-459.58,-280.16
EQR,60.68,-16.96,-1.03,2.59,15.5,-20.19%,3.30%,REIT - Equity Trust Resident,Finance,22359598000.00,22.36,2.41,49.62,3/23/2020,89.55,18.22676335,32.23897264,40.145,Overvalued,-20.54,-51.15
ES,79.78,-16.58,1.57,3.45,21.76,64.02%,10.13%,Utility - Electric Power,Utilities,27116952000.00,27.12,2.27,60.69,3/23/2020,99.42,23.92830283,19.75457654,75.072,Overvalued,-4.71,-6.27
ESS,214.63,-80.03,-5.61,6.67,14.29,-4.43%,50.64%,REIT - Equity Trust Resident,Finance,14068827000.00,14.07,8.31,175.81,3/23/2020,334.17,18.08694032,35.77221175,95.3143,Overvalued,-119.32,-125.18
ETFC,37.4,-4.8,3.08,4.13,8.3,36.21%,55.77%,Finance - Investment Brokers,Finance,8297241000.00,8.30,0.56,25.76,3/18/2020,57.3,31.12299465,34.72949389,34.279,Overvalued,-3.12,-9.10
ETN,76.16,-16.61,-1.53,5.68,12.54,12.00%,-5.15%,Machinery - Electrical,Industrial Products,31845226000.00,31.85,2.92,56.42,3/23/2020,105.78,25.91911765,28.00151257,71.2272,Overvalued,-4.93,-6.93
ETR,93.65,-30.63,-0.32,5.37,15.53,20.33%,-12.94%,Utility - Electric Power,Utilities,18675888000.00,18.68,3.72,75.19,3/23/2020,135.55,19.71169247,30.91110291,83.3961,Overvalued,-10.25,-12.30
EVRG,57.08,-12.76,2.03,2.91,17.8,53.41%,97.86%,Other Alt Energy,Oils-Energy,13119023000.00,13.12,2.02,42.01,3/23/2020,76.57,26.4015417,25.45383309,51.798,Overvalued,-5.28,-10.20
EW,194.73,-11.12,6.11,5.57,33.94,179.29%,87.18%,Medical Instruments,Medical,40866816000.00,40.87,0,154.52,3/23/2020,247.64,20.64910389,21.36569213,189.0458,Overvalued,-5.68,-3.01
EXC,35.79,-9.38,-1.02,3.22,10.17,10.09%,25.55%,Utility - Electric Power,Utilities,35373136000.00,35.37,1.53,29.28,3/23/2020,51.18,18.18943839,30.07033998,32.7474,Overvalued,-3.04,-9.29
EXPD,70.68,0.2,3.96,3.41,19.68,51.78%,24.54%,Transportation - Services,Transportation,11626517000.00,11.63,1,52.55,3/23/2020,81.64,25.6508206,13.42479177,67.1088,Overvalued,-3.57,-5.32
EXPE,56.51,-35.34,0.24,4.86,10.02,-45.03%,109.37%,Internet Commerce,Retail-Wholesale,7395567000.00,7.40,1.36,40.76,3/18/2020,144,27.87117324,60.75694444,48.6972,Overvalued,-7.81,-16.04
EXR,97.47,-12.55,1.71,3.22,19.66,51.75%,102.18%,REIT - Equity Trust Other,Finance,12945747000.00,12.95,3.6,72.7,3/23/2020,124.46,25.41294757,21.68568215,63.3052,Overvalued,-34.16,-53.97
F,4.71,-1.78,-0.12,1.22,3.48,-71.26%,8.21%,Auto - Domestic,Auto-Tires-Trucks,17961134000.00,17.96,0,3.96,3/23/2020,10.56,15.92356688,55.39772727,4.2456,Overvalued,-0.46,-10.94
FANG,33.01,-15.55,6.81,6.49,4.87,-61.12%,699.64%,Oil - US Exploration & Product,Oils-Energy,5080916000.00,5.08,1.5,14.55,3/18/2020,114.14,55.92244774,71.0793762,31.6063,Overvalued,-1.40,-4.44
FAST,32.01,-2.15,0.76,1.38,22.09,58.76%,42.86%,Building Prds Retail - Wsale,Retail-Wholesale,18484064000.00,18.48,1,26.72,3/23/2020,39.31,16.5260856,18.57033834,30.4842,Overvalued,-1.53,-5.01
FB,168.83,-12.26,2.03,6.44,23.94,104.94%,467.12%,Internet - Services,Computers and Technology,471891840000.00,471.89,0,137.1,3/18/2020,224.2,18.79405319,24.69669938,154.1736,Overvalued,-14.66,-9.51
FBHS,43.65,-16.77,0.4,3.61,9.81,-9.45%,43.63%,Protection - Safety,Industrial Products,5674858000.00,5.67,0.96,33.9,3/23/2020,73.28,22.33676976,40.43395197,35.4141,Overvalued,-8.24,-23.26
FCX,7.59,-1.84,0.84,0.02,316,-65.22%,-32.82%,Mining - Non Ferrous,Basic Materials,10432489000.00,10.43,0.2,4.82,3/19/2020,14.68,36.49538867,48.29700272,6.32,Overvalued,-1.27,-20.09
FDX,115.95,-11.73,-5.31,11.98,9.12,-29.15%,52.95%,Transportation - Air Freight,Transportation,31093974000.00,31.09,2.6,88.69,3/17/2020,199.32,23.51013368,41.82721252,109.2576,Overvalued,-6.69,-6.13
FE,40.47,-6.01,0.4,2.59,14.65,17.94%,-26.67%,Utility - Electric Power,Utilities,22363930000.00,22.36,1.56,32,3/23/2020,52.51,20.92908327,22.92896591,37.9435,Overvalued,-2.53,-6.66
FFIV,116.76,-2.88,10.13,7.98,13.45,-3.04%,29.47%,Internet - Software,Computers and Technology,6852003000.00,6.85,0,79.78,3/18/2020,168.94,31.67180541,30.88670534,107.331,Overvalued,-9.43,-8.78
FIS,120.14,-19.77,-1.5,6.42,17.95,94.25%,61.11%,Financial Transaction Services,Business Services,75819936000.00,75.82,1.4,91.68,3/18/2020,158.21,23.68902947,24.0629543,115.239,Overvalued,-4.90,-4.25
FISV,94.62,-12.19,-0.37,3.81,22.62,147.60%,101.09%,Financial Transaction Services,Business Services,65098432000.00,65.10,0,73.5,3/19/2020,125.05,22.3208624,24.33426629,86.1822,Overvalued,-8.44,-9.79
FITB,15.86,-6.34,1.01,2.77,4.85,-18.19%,50.55%,Banks - Major Regional,Finance,11001228000.00,11.00,1.08,11.1,3/19/2020,31.64,30.01261034,49.87357775,13.4345,Overvalued,-2.43,-18.05
FLIR,33.79,-5.7,1.9,2.23,13.94,16.62%,23.28%,Electronics - Military,Aerospace,4718061000.00,4.72,0.68,23.85,3/23/2020,59.44,29.41698727,43.15275908,31.0862,Overvalued,-2.70,-8.70
FLS,26.68,-10.06,2.79,2.2,10.8,-54.26%,-19.13%,Machinery - General Industrial,Industrial Products,3426988000.00,3.43,0.8,18.98,3/23/2020,54.16,28.86056972,50.73855244,23.76,Overvalued,-2.92,-12.29
FLT,210.36,-38.8,23.82,11.24,16.44,31.92%,120.85%,Financial Transaction Services,Business Services,17606062000.00,17.61,0,168.51,3/23/2020,329.85,19.89446663,36.22555707,184.7856,Overvalued,-25.57,-13.84
FMC,79.44,-11.09,-2.25,6.08,11.66,34.49%,14.17%,Chemical - Diversified,Basic Materials,10100281000.00,10.10,1.76,56.77,3/18/2020,108.77,28.53726083,26.96515583,70.8928,Overvalued,-8.55,-12.06
FOX,24.97,-3.55,2.09,2.31,9.35,0.00%,0.00%,Broadcast - Radio & TV,Consumer Discretionary,14837042000.00,14.84,0.46,19.13,3/23/2020,38.91,23.38806568,35.82626574,21.5985,Overvalued,-3.37,-15.61
FOXA,25.49,-3.35,1.86,2.31,9.65,0.00%,0.00%,Broadcast - Radio & TV,Consumer Discretionary,15207209000.00,15.21,0.46,19.81,3/23/2020,39.74,22.28324833,35.8580775,22.2915,Overvalued,-3.20,-14.35
FRC,90.19,-4.72,7.91,5.2,15.73,50.40%,130.75%,Banks - West,Finance,14919616000.00,14.92,0.76,70.06,3/23/2020,122.34,22.31954762,26.27922184,81.796,Overvalued,-8.39,-10.26
FRT,75.41,-45.96,0.8,4.59,10.4,-47.73%,36.39%,REIT - Equity Trust Retail,Finance,5494768000.00,5.49,4.2,64.68,4/3/2020,141.35,14.22888211,46.65015918,47.736,Overvalued,-27.67,-57.97
FTI,7.87,-4.73,1.13,0.6,11.95,-80.23%,68.83%,Oil - Field Services,Oils-Energy,3481450000.00,3.48,0,4.49,3/18/2020,28.57,42.94790343,72.45362268,7.17,Overvalued,-0.70,-9.76
FTNT,106.69,7.19,5.52,1.86,54.54,219.93%,179.90%,Security,Computers and Technology,18610916000.00,18.61,0,68.87,6/3/2019,121.82,35.44849564,12.41996388,101.4444,Overvalued,-5.25,-5.17
FTV,58.45,-8.36,3.26,3.49,15.55,0.00%,15.51%,Electronic Test Equipment,Computers and Technology,19259760000.00,19.26,0.28,37.31,3/18/2020,89.48,36.16766467,34.67814037,54.2695,Overvalued,-4.18,-7.70
GD,134.4,-28.63,2.09,11.98,10.49,1.84%,27.54%,Aerospace - Defense,Aerospace,38798580000.00,38.80,4.08,100.55,3/23/2020,193.76,25.1860119,30.63583815,125.6702,Overvalued,-8.73,-6.95
GE,7.03,-2.37,-0.91,0.67,10.04,-73.47%,-35.92%,Conglomerates - Div Operations,Conglomerates,63199724000.00,63.20,0.04,5.9,3/18/2020,13.26,16.07396871,46.98340875,6.7268,Overvalued,-0.30,-4.51
GILD,74.67,-5.55,-0.09,6.14,12.74,-23.33%,-9.81%,Medical - Biomedical,Medical,97863240000.00,97.86,2.72,60.89,10/3/2019,85.97,18.45453328,13.14412004,78.2236,Undervalued,3.55,4.54
GIS,56.44,1.67,3.67,3.34,16.98,2.87%,-5.83%,Food - Misc & Diversified,Consumer Staples,34974220000.00,34.97,1.96,46.59,2/28/2020,60,17.45216159,5.933333333,56.7132,Undervalued,0.27,0.48
GL,71.3,-15.3,-0.67,6.74,9.49,27.23%,14.21%,Finance - Misc Services,Finance,7718623000.00,7.72,0.75,56.74,3/23/2020,111.43,20.42075736,36.01364085,63.9626,Overvalued,-7.34,-11.47
GLW,19.68,-5.2,-0.86,1.75,10.23,-12.24%,18.40%,Communications Components,Computers and Technology,15031239000.00,15.03,0.88,17.44,3/23/2020,35.34,11.38211382,44.31239389,17.9025,Overvalued,-1.78,-9.93
GM,21.3,-7.39,0.52,4.82,3.74,-46.64%,-11.99%,Auto - Domestic,Auto-Tires-Trucks,27936988000.00,27.94,1.52,14.32,3/18/2020,41.9,32.76995305,49.1646778,18.0268,Overvalued,-3.27,-18.16
GOOG,1186.51,-111.9,23.7,51.58,21.28,126.49%,145.23%,Internet - Services,Computers and Technology,815752320000.00,815.75,0,1013.54,3/23/2020,1532.11,14.57804823,22.5571271,1097.6224,Overvalued,-88.89,-8.10
GOOGL,1182.56,-113.18,20.61,51.58,21.18,122.10%,145.23%,Internet - Services,Computers and Technology,813188672000.00,813.19,0,1008.87,3/23/2020,1530.74,14.68762684,22.74586148,1092.4644,Overvalued,-90.10,-8.25
GPC,69.36,-13.49,2.03,5.7,10.22,-26.80%,26.40%,Auto - Truck Replacement Parts,Auto-Tires-Trucks,9755132000.00,9.76,3.16,49.68,3/23/2020,114.81,28.37370242,39.58714398,58.254,Overvalued,-11.11,-19.06
GPN,141.07,-38.49,-3.16,5.81,21.74,188.20%,77.09%,Financial Transaction Services,Business Services,43140400000.00,43.14,0.78,105.54,3/23/2020,209.62,25.18607783,32.70203225,126.3094,Overvalued,-14.76,-11.69
GPS,6.97,-6.22,-0.07,1.98,2.85,-83.78%,-0.32%,Retail - Apparel & Shoes,Retail-Wholesale,2446880000.00,2.45,0.97,5.26,4/2/2020,26.85,24.53371593,74.04096834,5.643,Overvalued,-1.33,-23.52
GRMN,74.23,-13.29,-0.73,4.45,16.08,61.65%,30.89%,Electronics Products - Misc,Computers and Technology,14385427000.00,14.39,2.28,61.04,3/23/2020,105.58,17.76909605,29.6931237,71.556,Overvalued,-2.67,-3.74
GS,166.02,-26.83,11.43,21,7,-19.82%,5.84%,Finance - Investment Brokers,Finance,54411180000.00,54.41,5,130.85,3/19/2020,250.46,21.18419468,33.7139663,147,Overvalued,-19.02,-12.94
GWW,257.93,-26.7,9.43,17.29,13.81,4.95%,15.26%,Industrial Services,Industrial Products,13481584000.00,13.48,5.76,200.61,3/23/2020,346.6,22.22308378,25.58280439,238.7749,Overvalued,-19.16,-8.02
HAL,8.04,-5.03,1.19,1.24,6.14,-83.13%,-31.83%,Oil - Field Services,Oils-Energy,6960096000.00,6.96,0.72,4.25,3/18/2020,32.3,47.13930348,75.10835913,7.6136,Overvalued,-0.43,-5.60
HAS,74.41,1.66,2.86,4.07,16.45,8.06%,10.36%,Toys & Game & Hobby,Consumer Discretionary,9745641000.00,9.75,2.72,41.33,3/18/2020,126.87,44.45639027,41.34941278,66.9515,Overvalued,-7.46,-11.14
HBAN,8.13,-2.99,-0.08,1.27,5.38,-32.58%,91.33%,Banks - Midwest,Finance,7633763000.00,7.63,0.6,6.82,4/3/2020,15.63,16.11316113,47.98464491,6.8326,Overvalued,-1.30,-18.99
HBI,8.36,-3.66,0.49,1.77,4.05,-76.03%,30.84%,Textile - Apparel,Consumer Staples,2880966000.00,2.88,0.6,6.96,4/3/2020,19.1,16.74641148,56.23036649,7.1685,Overvalued,-1.19,-16.62
HCA,98.61,-28.59,8.76,10.5,7.79,19.91%,39.05%,Medical - Hospitals,Medical,31673930000.00,31.67,1.72,58.38,3/18/2020,151.97,40.7970794,35.1121932,81.795,Overvalued,-16.82,-20.56
HD,192.29,-36.22,5.58,10.25,17.43,70.68%,32.52%,Building Prds Retail - Wsale,Retail-Wholesale,205630384000.00,205.63,6,140.63,3/18/2020,247.36,26.86567164,22.26309832,178.6575,Overvalued,-13.63,-7.63
HES,35.14,-14.58,1.84,-0.92,0,-54.65%,-39.51%,Oil - US Integrated,Oils-Energy,10722203000.00,10.72,1,26.06,3/18/2020,74.11,25.83949915,52.58399676,0,Overvalued,-35.14,#DIV/0!
HFC,25.97,-2.64,1.46,4.88,4.59,-31.54%,-11.52%,Oil - Refining and Marketing,Oils-Energy,4202509000.00,4.20,1.4,18.48,3/24/2020,58.88,28.84097035,55.89334239,22.3992,Overvalued,-3.57,-15.94
HIG,36.92,-14.04,1.68,5.65,5.69,-18.97%,11.42%,Insurance - Multi Line,Finance,12162656000.00,12.16,1.3,19.04,3/18/2020,62.75,48.42903575,41.16334661,32.1485,Overvalued,-4.77,-14.84
HII,191.74,-12.55,9.53,14.02,12.91,40.88%,27.91%,Aerospace - Defense,Aerospace,7888645000.00,7.89,4.12,147.14,3/23/2020,279.71,23.26066548,31.4504308,180.9982,Overvalued,-10.74,-5.93
HLT,65.83,-24.62,-2.41,3.91,14.31,5.04%,-10.00%,Hotels & Motels,Consumer Discretionary,17701182000.00,17.70,0,44.3,3/18/2020,115.48,32.70545344,42.99445791,55.9521,Overvalued,-9.88,-17.65
HOG,17.92,-8.27,-1.01,3.34,4.5,-72.39%,-13.92%,Auto - Domestic,Auto-Tires-Trucks,2556478000.00,2.56,1.52,14.31,3/23/2020,41.4,20.14508929,56.71497585,15.03,Overvalued,-2.89,-19.23
HOLX,37.77,-8.98,2.67,2.47,13.29,10.44%,33.06%,Medical Instruments,Medical,9442010000.00,9.44,0,26.49,3/18/2020,55.25,29.8649722,31.63800905,32.8263,Overvalued,-4.94,-15.06
HON,135.24,-28.79,1.45,8.16,15.62,31.76%,-8.92%,Conglomerates - Div Operations,Conglomerates,95488400000.00,95.49,3.6,101.08,3/23/2020,184.06,25.25879917,26.52395958,127.4592,Overvalued,-7.78,-6.10
HP,17.38,-10.22,1.73,1.58,9.78,-77.43%,-24.77%,Oil & Gas - Drilling,Oils-Energy,1809552000.00,1.81,2.84,12.4,3/20/2020,64.8,28.65362486,73.17901235,15.4524,Overvalued,-1.93,-12.47
HPE,9.66,-2.33,-0.05,1.8,5.17,0.00%,-47.15%,Computer - Integrated Systems,Computers and Technology,12664402000.00,12.66,0.48,7.43,3/18/2020,17.59,23.08488613,45.0824332,9.306,Overvalued,-0.35,-3.80
HPQ,15.12,-6.29,-2.24,2.36,6.14,1.44%,-47.28%,Computer - Mini,Computers and Technology,21446460000.00,21.45,0.7,12.54,3/19/2020,23.93,17.06349206,36.81571249,14.4904,Overvalued,-0.63,-4.34
HRB,13.66,-6.13,-0.42,2.16,5.53,-56.58%,2.33%,Consumer Services - Misc,Consumer Discretionary,2609961000.00,2.61,1.04,11.29,3/23/2020,29.62,17.34992679,53.88251182,11.9448,Overvalued,-1.72,-14.36
HRL,47.91,3.96,1.27,1.75,27.65,72.32%,1.94%,Food - Meat Products,Consumer Staples,26109024000.00,26.11,0.93,37,5/23/2019,51.53,22.77186391,7.025033961,48.3875,Undervalued,0.48,0.99
HSIC,49.3,-8.39,-1.22,3.51,13.21,-13.06%,-3.72%,Medical - Dental Suppliers,Medical,6759452000.00,6.76,0,41.85,3/23/2020,73.99,15.11156187,33.36937424,46.3671,Overvalued,-2.93,-6.33
HST,10.69,-2.77,-0.35,1.26,5.12,-49.42%,2.15%,REIT - Equity Trust Other,Finance,7472995000.00,7.47,0.8,7.86,3/17/2020,19.99,26.47333957,46.52326163,6.4512,Overvalued,-4.24,-65.71
HSY,141.11,-15.18,8.61,5.79,24.14,41.48%,7.61%,Food - Confectionery,Consumer Staples,29754852000.00,29.75,3.09,109.88,3/23/2020,162.2,22.13167033,13.00246609,139.7706,Overvalued,-1.34,-0.96
HUM,320.05,-46.96,6.03,17.84,16.35,84.51%,33.79%,Medical - HMO,Medical,43266644000.00,43.27,2.5,208.25,3/23/2020,384.99,34.93204187,16.8679706,291.684,Overvalued,-28.37,-9.72
HWM,12.11,-13.84,-3.95,2.12,5.92,-5.72%,-40.63%,Mining - Non Ferrous,Basic Materials,5531812000.00,5.53,0.08,11.38,3/23/2020,34.27,6.02807597,64.66297053,12.5504,Undervalued,0.44,3.51
IBM,114.94,-12.79,4.01,12.81,8.3,-28.54%,-16.86%,Computer - Integrated Systems,Computers and Technology,102007008000.00,102.01,6.48,90.56,3/23/2020,158.75,21.21106664,27.59685039,106.323,Overvalued,-8.62,-8.10
ICE,82.3,-11.74,1.55,3.87,20.93,88.74%,68.24%,Securities Exchanges,Finance,46363720000.00,46.36,1.2,63.51,3/23/2020,101.93,22.83110571,19.25831453,80.9991,Overvalued,-1.30,-1.61
IDXX,251.74,1.85,9.5,4.88,48.06,240.56%,61.99%,Medical Instruments,Medical,21712798000.00,21.71,0,168.65,3/23/2020,296.25,33.00627632,15.02447257,234.5328,Overvalued,-17.21,-7.34
