Symbol,Last,"1M Chg","5D Chg","Earnings ttm","P/E ttm","5Y Return","5Y Rev%",Industry,Sector,"Market Cap",Dividend(a),"52W Low","52W Low Date","52W High"
HBI,9.21,-2.81,1.82,1.77,4.55,-75.10%,30.84%,"Textile - Apparel","Consumer Staples",2991910000,0.6,6.96,04/03/20,19.1
LB,14.58,-7.67,4.35,2.28,5.5,-85.20%,12.75%,"Retail - Apparel & Shoes",Retail-Wholesale,3661297000,1.2,8,03/17/20,28.01
MGM,15,-5.39,3.23,0.74,17.45,-36.40%,27.95%,Gaming,"Consumer Discretionary",6715379000,0.6,5.9,03/18/20,34.63
HCA,108.06,-19.14,24.33,10.5,8.91,26.36%,39.05%,"Medical - Hospitals",Medical,33376428000,1.72,58.38,03/18/20,151.97
EOG,45.29,-10.01,10.69,4.98,7.92,-57.49%,-3.63%,"Oil - US Exploration & Product",Oils-Energy,24056334000,1.15,27,03/18/20,107.89
HWM,13.08,-12.87,-0.12,2.12,5.99,-10.03%,-40.63%,"Mining - Non Ferrous","Basic Materials",5278979000,0.08,11.38,03/23/20,34.27
HP,18.77,-8.83,4.53,1.58,10.52,-76.40%,-24.77%,"Oil & Gas - Drilling",Oils-Energy,1892299000,2.84,12.4,03/20/20,64.8
NBL,7.22,-6.1,1.33,-0.34,0,-86.99%,-13.00%,"Oil - US Exploration & Product",Oils-Energy,3288571000,0.48,2.73,03/18/20,28.4
CXO,52.13,-5.87,10.49,3.05,15.75,-60.86%,72.62%,"Oil - US Exploration & Product",Oils-Energy,9605203000,0.8,33.13,03/18/20,124.53
UNM,15.21,-5.44,2.11,5.44,2.62,-57.54%,14.17%,"Insurance - Accident & Health",Finance,2886248000,1.14,9.58,03/23/20,38
ULTA,200.57,-56.01,39.07,11.92,15.83,23.35%,128.24%,"Retail - Misc & Diversified",Retail-Wholesale,10560751000,0,124.05,03/18/20,368.83
EMN,56.54,-1.24,11.03,7.12,7.05,-30.31%,-2.67%,"Chemical - Diversified","Basic Materials",7184716000,2.64,34.44,03/18/20,86.18
TFC,32.7,-7.97,4.23,4.36,6.83,-20.59%,47.73%,"Banks - Major Regional",Finance,41143608000,1.8,24.01,03/16/20,56.92
DVA,76.96,-4.88,4.36,5.52,12.86,-11.41%,-10.99%,"Medical - Outpatient & Hm Care",Medical,9041943000,0,43.4,05/31/19,90.15
MAA,110.93,-32.37,12.19,2.87,16.55,38.46%,65.88%,"REIT - Equity Trust Resident",Finance,11860188000,4,82,03/23/20,148.88
IQV,127.87,-8.18,27.83,5.81,20.16,79.46%,103.08%,"Technology Services","Business Services",23019132000,0,81.79,03/18/20,169.14
AON,187.96,-26.85,34.28,9.16,18.9,82.93%,-8.57%,"Insurance - Brokers",Finance,40739904000,1.76,143.93,03/23/20,238.19
PH,141.39,-23.6,25.3,11.78,11.1,8.97%,8.36%,"Machinery - General Industrial","Industrial Products",16990128000,3.52,93,03/18/20,215.94
FE,43.23,-3.25,4.37,2.59,15.97,15.40%,-26.67%,"Utility - Electric Power",Utilities,21923812000,1.56,32,03/23/20,52.51
APD,215.76,-13.95,26.48,8.5,22.81,34.82%,-14.56%,"Chemical - Diversified","Basic Materials",44583576000,5.36,167.43,03/16/20,257.01
AES,14.13,-2.69,1.33,1.37,9.94,0.53%,-40.58%,"Utility - Electric Power",Utilities,8785209000,0.57,8.11,03/18/20,21.23
F,5.03,-1.46,0.63,1.22,3.71,-70.11%,8.21%,"Auto - Domestic",Auto-Tires-Trucks,18674820000,0,3.96,03/23/20,10.56
ETFC,39.92,-2.28,7.94,4.13,9.09,35.70%,55.77%,"Finance - Investment Brokers",Finance,8266298000,0.56,25.76,03/18/20,57.3
ADSK,159.21,-14.21,19.99,1.41,108.03,146.40%,30.34%,"Computer - Software","Computers and Technology",32642772000,0,125.38,03/18/20,211.58
DUK,85.5,-13.55,7.93,5.06,16.06,3.62%,4.82%,"Utility - Electric Power",Utilities,58803064000,3.78,62.13,03/23/20,103.79
LNT,51.23,-6.26,6.26,2.31,20.71,54.56%,8.88%,"Utility - Electric Power",Utilities,11768839000,1.52,37.66,03/23/20,60.28
ARE,147.44,-11.62,16.2,3.09,19.78,48.87%,110.67%,"REIT - Equity Trust Other",Finance,16965728000,4.12,109.22,03/23/20,175.74
EVRG,60.86,-8.98,9.11,2.91,19.89,51.29%,97.86%,"Other Alt Energy",Oils-Energy,12937696000,2.02,42.01,03/23/20,76.57
PXD,80.29,-24.83,12.52,8.19,9.31,-57.67%,84.06%,"Oil - US Exploration & Product",Oils-Energy,12479996000,1.1,48.62,03/18/20,178.22
HRB,14.56,-5.23,1.58,2.16,6.28,-56.26%,2.33%,"Consumer Services - Misc","Consumer Discretionary",2629209000,1.04,11.29,03/23/20,29.62
GS,176.96,-15.89,31.67,21,7.53,-15.88%,5.84%,"Finance - Investment Brokers",Finance,57089960000,5,130.85,03/19/20,250.46
MS,39.37,-2.47,7.75,4.97,7.45,0.52%,20.84%,"Finance - Investment Brokers",Finance,59077252000,1.4,27.2,03/18/20,57.57
DTE,103.84,-12.28,15.76,6.3,15.24,20.76%,2.99%,"Utility - Electric Power",Utilities,18767116000,4.05,71.21,03/18/20,135.67
EIX,57.57,-10.02,6.3,4.69,11.34,-11.53%,-7.95%,"Utility - Electric Power",Utilities,19592034000,2.55,43.63,03/16/20,78.93
EQIX,664.26,55.59,68.8,6,28.54,164.09%,127.60%,"REIT - Equity Trust Retail",Finance,50429024000,10.64,440.72,04/26/19,679.66
D,78.22,-8.48,8.29,4.23,17.52,2.76%,33.26%,"Utility - Electric Power",Utilities,61542724000,3.76,57.79,03/23/20,90.89
SWK,114.38,-13.83,22.25,8.39,12.72,11.58%,27.37%,"Machinery - Tools & Related","Industrial Products",16542285000,2.76,70,03/23/20,173.67
PEG,50.86,-3.87,8.07,3.28,14.28,15.98%,-7.44%,"Utility - Electric Power",Utilities,24008686000,1.96,34.75,03/23/20,63.88
MMC,93.61,-12.06,11.59,4.66,18.74,55.54%,28.58%,"Insurance - Brokers",Finance,44040688000,1.82,74.33,03/23/20,119.88
UNH,267.83,-16.04,30.51,15.11,16.44,108.95%,85.60%,"Medical - HMO",Medical,235284048000,4.32,187.72,03/23/20,306.71
EQR,65.25,-12.39,7.55,2.59,17.17,-19.44%,3.30%,"REIT - Equity Trust Resident",Finance,22571624000,2.41,49.62,03/23/20,89.55
AMP,111.69,-14.91,17.38,16.25,6.31,-19.90%,5.70%,"Finance - Investment Mgmt",Finance,12724833000,3.88,80.01,03/18/20,180.85
DRI,63.57,-24.58,17.55,6.16,8.51,-9.21%,35.40%,"Retail - Restaurants",Retail-Wholesale,7123724000,0,26.15,03/18/20,128.41
CPRI,13.79,-9.14,4.88,4.4,2.44,-79.78%,58.21%,"Retail - Apparel & Shoes",Retail-Wholesale,1910378000,0,5.42,03/18/20,50
BXP,99.91,-32.67,14.66,3.3,12.94,-32.17%,23.51%,"REIT - Equity Trust Other",Finance,14373605000,3.92,77.21,03/23/20,147.83
FLS,28.74,-8,5.6,2.2,11.9,-53.39%,-19.13%,"Machinery - General Industrial","Industrial Products",3492439000,0.8,18.98,03/23/20,54.16
O,53.13,-23.52,6.66,1.4,14.06,0.14%,59.78%,"REIT - Equity Trust Retail",Finance,16939824000,2.8,38,03/19/20,84.92
RF,10.11,-2.87,1.81,1.55,5.73,-2.09%,24.88%,"Banks - Southeast",Finance,8989921000,0.62,6.94,03/19/20,17.54
NRG,29.45,-4.87,2.61,3.46,7.87,9.62%,-38.11%,"Utility - Electric Power",Utilities,6854830000,1.2,19.54,03/18/20,42.8
CMA,33.02,-11.79,5.85,7.8,3.72,-33.30%,45.80%,"Banks - Major Regional",Finance,4305754000,2.72,24.28,03/19/20,80.62
CBRE,45.26,-9.32,9.52,3.71,10.72,9.45%,164.03%,"Real Estate Operations",Finance,14137000000,0,29.17,03/23/20,64.75
DOW,34.79,-4.18,7.75,2.55,0,0.00%,0.00%,"Chemical - Diversified","Basic Materials",24010846000,2.8,21.95,03/16/20,59.05
VAR,115.23,-9.08,20.79,4.74,21.98,14.22%,5.75%,"Medical Instruments",Medical,9712142000,0,89.62,03/23/20,150.06
VIAC,15.8,-5.77,3.02,4.45,3.13,-75.79%,101.45%,"Movie & TV Production & Dist","Consumer Discretionary",9015826000,0.96,10.1,03/18/20,53.71
CTSH,51.39,-6.85,8.88,4,12.11,-21.25%,63.53%,"Business Software Services","Computers and Technology",26224850000,0.88,40.01,03/23/20,74.78
EXPE,60.55,-31.3,8.55,4.86,10.87,-41.20%,109.37%,"Internet Commerce",Retail-Wholesale,7910722000,1.36,40.76,03/18/20,144
VLO,51.6,-11.49,10.6,5.46,8.44,-16.59%,-17.21%,"Oil - Refining and Marketing",Oils-Energy,19652268000,3.92,31,03/18/20,101.99
NOV,11.68,-4,2.33,-0.72,0,-80.09%,-60.45%,"Oil Field Machinery & Equip",Oils-Energy,4195244000,0.2,8,03/18/20,29.37
LYB,55.47,-16.52,10.44,9.58,5.21,-46.00%,-23.86%,"Chemical - Diversified","Basic Materials",17228116000,4.2,33.71,03/16/20,98.91
CCI,157.36,-3.46,19.77,1.97,25.37,70.71%,56.18%,"REIT - Equity Trust Other",Finance,61070396000,4.8,114.18,03/24/20,168.75
VTR,30.15,-20.55,6.12,1.19,6.79,-62.86%,25.91%,"REIT - Equity Trust Other",Finance,10097048000,3.17,13.35,03/18/20,75.4
ECL,170.81,-23.6,24.11,5.82,27.04,38.12%,4.38%,"Chemical - Specialty","Basic Materials",45850092000,1.88,124.6,03/23/20,211.24
MRO,3.95,-2.88,0.83,0.75,4.83,-87.94%,-53.32%,"Oil - US Integrated",Oils-Energy,2928728000,0.2,3.02,04/01/20,18.93
ETR,100.52,-23.76,14.94,5.37,17.32,21.17%,-12.94%,"Utility - Electric Power",Utilities,18806418000,3.72,75.19,03/23/20,135.55
C,44.26,-17.02,5.75,7.58,5.42,-22.27%,14.22%,"Banks - Major Regional",Finance,86551080000,2.04,32,03/18/20,83.11
COP,35.68,-9.65,6.06,3.59,9.14,-50.85%,-33.95%,"Oil - US Integrated",Oils-Energy,35827132000,1.68,20.84,03/18/20,68.22
IP,33.12,-2.59,2.97,4.44,7.1,-42.85%,-5.25%,"Paper & Related Products","Basic Materials",12153083000,2.05,26.38,03/23/20,47.96
COF,56.72,-25.57,12.04,12.08,4.09,-35.48%,41.46%,"Finance - Consumer Loans",Finance,24202144000,1.6,38,03/18/20,107.59
PNW,78.87,-20.44,8.03,4.78,15.55,17.48%,-0.58%,"Utility - Electric Power",Utilities,8275511000,3.13,60.05,03/18/20,105.51
BBY,64.45,-9.37,10.55,6.13,9.81,69.36%,8.18%,"Retail - Consumer Electronics",Retail-Wholesale,15979480000,2.2,48.1,03/19/20,91.99
STT,58.56,-1.57,8.16,6.18,8.99,-25.83%,22.87%,"Banks - Major Regional",Finance,19889218000,2.08,42.1,03/18/20,85.89
ODFL,138.3,6.01,15.97,5.1,27.09,193.98%,47.39%,"Transportation - Truck",Transportation,17052040000,0.61,87.25,06/03/19,151.47
EL,165.73,-26.22,12.35,5.97,26.88,97.02%,35.50%,"Cosmetics & Toiletries","Consumer Staples",58665980000,1.92,137.01,03/18/20,220.42
JNPR,22.25,0.87,3.03,1.24,17.21,-8.01%,-3.93%,"Wireless Equipment","Computers and Technology",7225992000,0.8,15.2,03/16/20,28.77
WU,20.26,-2.09,2.66,1.71,11.24,-3.64%,-5.62%,"Financial Transaction Services","Business Services",8168115000,0.9,17.39,04/01/20,28.44
AME,77.23,-11.29,7.42,4.19,18,46.57%,28.26%,"Electronic Test Equipment","Computers and Technology",17370310000,0.72,54.82,03/18/20,102.31
NWSA,8.95,-2.07,0.31,0.33,27.06,-43.62%,17.49%,"Movie & TV Production & Dist","Consumer Discretionary",5170850000,0.2,7.9,04/02/20,15.07
TSN,58.41,-6.24,3.07,5.54,10.19,46.99%,12.84%,"Food - Meat Products","Consumer Staples",20942172000,1.68,42.57,03/18/20,94.24
BLK,450.97,0.56,41.43,28.51,15.77,21.27%,31.21%,"Finance - Investment Mgmt",Finance,68606936000,14.52,323.98,03/18/20,576.81
LMT,361.41,-21.06,22.89,21.94,16.77,82.36%,31.17%,"Aerospace - Defense",Aerospace,100087000000,9.6,266.11,03/23/20,442.53
AZO,915.22,-145.09,138.36,65.27,13.41,31.64%,25.21%,"Retail - Wholesale Auto Parts",Retail-Wholesale,21008384000,0,684.91,03/23/20,1274.41
CL,70.22,-2.29,4.67,2.83,24.91,-0.35%,-9.17%,"Soap and Cleaning Products","Consumer Staples",59031276000,1.72,58.49,03/23/20,77.41
COO,297.43,-36.38,24.38,12.16,24.4,62.29%,54.47%,"Medical - Dental Suppliers",Medical,15606493000,0.06,236.68,03/18/20,365.68
PEP,132.61,-4.65,14.49,5.52,23.76,36.19%,0.72%,"Beverages - Soft","Consumer Staples",181307824000,3.82,101.42,03/20/20,147.2
AGN,181.08,-10.87,6.18,17.64,10.1,-39.99%,23.17%,"Medical - Generic Drugs",Medical,58647896000,2.96,114.27,06/17/19,202.21
NWS,9.14,-2.12,0.55,0.33,27.21,-41.90%,17.49%,"Movie & TV Production & Dist","Consumer Discretionary",5294385000,0.2,7.88,04/02/20,15.36
ANSS,244.37,6.59,33.12,5.44,44.57,177.60%,61.95%,"Computer - Software","Computers and Technology",20589290000,0,174.25,06/03/19,299.06
AMZN,2043,141.91,135.3,23.01,86.81,435.63%,215.24%,"Internet Commerce",Retail-Wholesale,1001487104000,0,1626.03,03/16/20,2185.95
FAST,32.49,-1.67,1.88,1.38,23.32,57.92%,42.86%,"Building Prds Retail - Wsale",Retail-Wholesale,18386414000,1,26.72,03/23/20,39.31
CINF,81.08,-17.13,7.51,4.21,18.39,51.98%,60.24%,"Insurance - Proprty & Casualty",Finance,12960210000,2.4,65.69,03/23/20,118.19
VZ,57.8,0.93,4.88,4.81,11.79,16.52%,3.77%,"Wireless National",Utilities,235661520000,2.46,48.84,03/25/20,62.22
PCAR,66.46,1.9,6.34,6.87,9.45,4.40%,34.76%,"Auto - Domestic",Auto-Tires-Trucks,22699068000,1.28,49.11,03/23/20,83.41
AOS,40.22,-2.47,4.61,2.23,17.14,23.21%,27.02%,"Machinery - Electrical","Industrial Products",6423730000,0.96,33.81,03/23/20,56.66
ADM,36.48,-1.16,2.61,3.25,11.01,-25.48%,-20.38%,"Agriculture Operations","Consumer Staples",20048344000,1.44,28.92,03/23/20,47.2
CHRW,72.82,6.74,6.25,4.18,17.32,4.77%,13.66%,"Transportation - Services",Transportation,9435465000,2.04,56.94,03/16/20,91.96
NKE,85.3,-3.06,6.07,2.96,28.59,70.80%,40.71%,"Shoes and Related Apparel","Consumer Staples",131068432000,0.98,60,03/18/20,105.62
BR,102.1,1.74,10.78,4.52,21.82,91.60%,70.53%,Outsourcing,"Business Services",11567551000,2.16,81.9,03/23/20,136.99
JKHY,169.38,7.94,22.3,3.66,45.72,150.68%,28.32%,"Electronic Misc Services","Computers and Technology",12826049000,1.72,123.64,03/23/20,174.93
HD,194.82,-33.69,16.19,10.25,18.67,71.53%,32.52%,"Building Prds Retail - Wsale",Retail-Wholesale,206662128000,6,140.63,03/18/20,247.36
ABC,88.33,2.52,2.1,7.24,11.92,-22.56%,50.20%,"Medical - Dental Suppliers",Medical,17953696000,1.68,70.55,04/22/19,97.5
HII,195.44,-8.85,22.3,14.02,13.82,39.45%,27.91%,"Aerospace - Defense",Aerospace,7808419000,4.12,147.14,03/23/20,279.71
ATVI,61.07,1.1,3.57,2.07,29.76,162.47%,47.21%,"Toys & Game & Hobby","Consumer Discretionary",46053260000,0.37,41.84,05/24/19,64.53
INFO,64.37,-4.95,6.07,2.23,28.91,144.22%,112.26%,"Business Information","Business Services",27016742000,0.68,44.81,03/23/20,81.65
CBOE,95.7,-21.07,7.52,4.74,20.02,61.21%,304.40%,"Securities Exchanges",Finance,10325672000,1.44,72.01,03/19/20,127.93
HFC,26.63,-1.98,4.9,4.88,5.32,-31.51%,-11.52%,"Oil - Refining and Marketing",Oils-Energy,4204128000,1.4,18.48,03/24/20,58.88
EXPD,72.47,1.99,6.99,3.41,20.3,55.00%,24.54%,"Transportation - Services",Transportation,11873461000,1,52.55,03/23/20,81.64
AIZ,106.72,-12.97,4.6,8.49,12.24,70.86%,-2.84%,"Insurance - Multi Line",Finance,6227080000,2.52,76.27,03/19/20,142.61
PVH,47.89,-21.29,15.26,9.54,4.16,-54.95%,20.24%,"Textile - Apparel","Consumer Staples",3312363000,0.15,28.4,03/23/20,134.24
PPG,93.35,-8.1,13.46,6.21,13.95,-19.61%,-1.39%,"Chemical - Diversified","Basic Materials",21489042000,2.04,69.77,03/19/20,134.36
SNPS,138.85,1.13,12.89,3.13,43.42,191.54%,63.34%,"Computer - Software","Computers and Technology",20398998000,0,104.9,03/23/20,166.87
BK,35.65,-2.42,2.95,4.03,8.74,-14.07%,29.76%,"Banks - Major Regional",Finance,30799776000,1.24,26.4,03/18/20,53.6
UAA,9.75,-2.88,1.49,0.34,26.44,-77.64%,70.77%,"Textile - Apparel","Consumer Staples",4301384000,0,7.39,04/03/20,27.72
CHD,68.61,-6.07,4.81,2.48,27.77,57.56%,32.15%,"Soap and Cleaning Products","Consumer Staples",16469450000,0.96,47.98,03/16/20,80.99
BAX,84.48,-0.9,5.82,2.62,0,117.16%,-31.85%,"Medical Products",Medical,41854356000,0.88,69.1,03/16/20,95
BMY,58.25,-2.06,3.43,4.67,12.39,-12.93%,64.65%,"Large Cap Pharma",Medical,128452320000,1.8,42.48,07/23/19,68.34
CSCO,41.6,1.92,3.27,2.95,14.04,45.56%,10.10%,"Computer - Networks","Computers and Technology",172349360000,1.44,32.4,03/16/20,58.26
CME,180.97,-35.29,14.77,6.8,26.83,96.65%,56.40%,"Securities Exchanges",Finance,63369588000,3.4,131.8,03/19/20,225.36
FTNT,109.18,9.68,8.71,1.86,58,216.40%,179.90%,Security,"Computers and Technology",18405624000,0,68.87,06/03/19,121.82
CMCSA,37.68,-2.69,5.26,3.12,11.61,26.46%,58.40%,"Cable TV","Consumer Discretionary",168189072000,0.92,31.7,03/23/20,47.74
CB,114.61,-30.21,10.44,10.12,10.94,1.72%,78.32%,"Insurance - Proprty & Casualty",Finance,50772220000,3,87.35,03/18/20,167.74
ABMD,156.27,-0.81,11.79,4.21,35.69,127.05%,318.99%,"Medical Instruments",Medical,6884724000,0,119.01,03/23/20,285.77
AKAM,97.37,6.75,5.77,3.55,27.55,32.45%,47.34%,"Internet - Services","Computers and Technology",15416024000,0,73.19,06/03/19,103.34
ZBRA,196.65,-6.09,20.19,12.07,15.89,101.36%,168.47%,"Machinery - Thermal Processing","Industrial Products",10388977000,0,150.06,03/16/20,260.4
GD,137.39,-25.64,9.99,11.98,11.16,2.38%,27.54%,"Aerospace - Defense",Aerospace,39004628000,4.08,100.55,03/23/20,193.76
NEE,233.5,-38.32,15.27,8.38,27.98,121.51%,12.83%,"Utility - Electric Power",Utilities,111723848000,5.6,174.8,03/23/20,283.35
REGN,512.33,17.9,15.68,21.46,23.5,12.06%,178.89%,"Medical - Biomedical",Medical,55175124000,0,271.37,09/27/19,518
SPGI,261.51,-9.55,27.18,9.53,26.84,148.94%,32.63%,"Business Information","Business Services",61694840000,2.68,186.05,03/18/20,312.94
PG,115.1,-6.56,5.77,4.95,23.8,36.64%,-18.51%,"Soap and Cleaning Products","Consumer Staples",278480192000,2.98,94.34,03/23/20,128.09
GOOGL,1207,-88.74,104.9,51.58,22.94,121.98%,145.23%,"Internet - Services","Computers and Technology",812755776000,0,1008.87,03/23/20,1530.74
ALLE,94.65,-25.15,10.06,4.89,19.32,56.94%,34.73%,"Protection - Safety","Industrial Products",8618051000,1.28,77.37,03/23/20,139.24
KEYS,91,-5.01,10.11,4.61,19.68,152.29%,46.71%,"Electronics - Measuring Inst","Computers and Technology",16717508000,0,71.03,05/29/19,110
GOOG,1210.28,-88.13,104.66,51.58,23.01,126.41%,145.23%,"Internet - Services","Computers and Technology",815470528000,0,1013.54,03/23/20,1532.11
NOC,329.67,0.71,22.68,21.22,15.66,103.25%,41.13%,"Aerospace - Defense",Aerospace,54569192000,5.28,263.31,03/23/20,385.01
INCY,87.75,11.71,13.57,2.15,39.59,-14.76%,322.04%,"Medical - Biomedical",Medical,18785810000,0,62.48,03/23/20,96.79
AAPL,266.07,-22.96,25.16,12.66,20.73,107.96%,42.33%,"Computer - Mini","Computers and Technology",1135130752000,3.08,170.27,06/03/19,327.85
BKNG,1372.06,-240.03,100.43,103.42,13.12,15.90%,78.47%,"Internet Commerce",Retail-Wholesale,56516504000,0,1107.29,03/23/20,2094
STE,149.25,-7.78,11.55,5.53,26.88,115.16%,71.50%,"Medical Instruments",Medical,12616782000,1.48,105.69,03/23/20,168.98
SJM,114.13,4.14,4.53,8.27,13.93,-3.01%,39.70%,"Food - Misc & Diversified","Consumer Staples",12986647000,3.52,91.88,03/16/20,128.43
PM,74.66,-12.61,3.54,5.2,14.55,-12.61%,-62.79%,Tobacco,"Consumer Staples",116019968000,4.68,56.01,03/23/20,90.17
ILMN,280.99,6.57,24.53,6.58,42.25,46.81%,90.34%,"Medical - Biomedical",Medical,41254084000,0,196.78,03/18/20,380.76
DG,169.22,10.84,16.06,6.74,25.17,127.33%,46.77%,"Retail - Discount",Retail-Wholesale,42551304000,1.44,116.15,05/15/19,172.64
MDLZ,51.79,-3.87,3.11,2.47,21.06,40.11%,-24.46%,"Food - Misc & Diversified","Consumer Staples",74226448000,1.14,41.19,03/23/20,59.96
ROL,35.91,-3.84,0.75,0.73,50.96,121.31%,42.78%,"Building - Maint & Service",Construction,11780305000,0.48,30.72,03/25/20,43.91
WMT,121.84,4.61,7.7,4.94,25.52,56.64%,7.89%,"Retail - Supermarket",Retail-Wholesale,345509472000,2.16,98.15,04/09/19,128.08
DIS,101.07,-14.2,6.15,5.56,17.91,-5.11%,42.52%,"Media Conglomerates","Consumer Discretionary",182782640000,1.76,79.07,03/18/20,153.41
LYV,37.76,-15.24,-1.12,-0.07,0,47.28%,68.17%,"Leisure & Recreation Services","Consumer Discretionary",8119998000,0,21.7,03/18/20,76.6
CLX,181.04,7.78,6.38,6.37,28.47,66.12%,11.14%,"Soap and Cleaning Products","Consumer Staples",22705648000,4.24,144.12,10/02/19,214.26
NFLX,371.12,2.15,7.04,4.13,92,355.95%,266.17%,"Broadcast - Radio & TV","Consumer Discretionary",163359072000,0,252.28,09/24/19,393.52
TT,87.87,-24.66,6.98,6.37,13.66,30.93%,28.76%,"Technology Services","Business Services",21019816000,2.12,32.58,03/02/20,146.85
ALK,29.14,-16.07,2.79,6.43,4.15,-53.90%,63.58%,"Transportation - Airline",Transportation,3558643000,0,20.02,03/18/20,72.22
HAS,74.15,1.4,4.07,4.07,17.49,12.93%,10.36%,"Toys & Game & Hobby","Consumer Discretionary",10194692000,2.72,41.33,03/18/20,126.87
MCK,131.56,-9.93,-1.5,14.41,9.38,-42.08%,55.74%,"Medical - Dental Suppliers",Medical,23368914000,1.64,111.71,04/17/19,172.18
OTIS,44.09,-1.16,-2.61,0,0,0.00%,0.00%,N/A,N/A,0,0,38,03/25/20,50
T,29.89,-7.14,1.84,3.58,8.22,-7.47%,36.80%,"Wireless National",Utilities,216067792000,2.08,26.08,03/23/20,39.7
TTWO,119.1,1.41,2.77,2.92,41.54,385.68%,13.52%,"Toys & Game & Hobby","Consumer Discretionary",13617686000,0,87.97,04/17/19,135.7
MKC,149.1,-1.54,10.48,5.31,28.63,96.55%,26.02%,"Food - Misc & Diversified","Consumer Staples",19976824000,2.48,112.22,03/23/20,174.58
MCO,226.52,-11.95,28.97,8.29,27.64,119.07%,44.83%,"Finance - Misc Services",Finance,42816340000,2.24,164.19,03/23/20,287.25
HRL,47.37,3.42,1.02,1.75,27.74,70.04%,1.94%,"Food - Meat Products","Consumer Staples",25764848000,0.93,37,05/23/19,51.53
J,80.94,-13.13,1.72,5.27,15.83,72.52%,0.34%,"Engineering & R&D Services","Industrial Products",10894134000,0.76,59.29,03/23/20,104
CPB,46.16,-5.6,0.18,2.48,19.2,1.19%,-1.95%,"Food - Misc & Diversified","Consumer Staples",14103562000,1.4,35.27,05/31/19,57.54
GIS,55.73,0.96,2.61,3.34,17.28,0.62%,-5.83%,"Food - Misc & Diversified","Consumer Staples",34210484000,1.96,46.59,02/28/20,60
K,61.46,-1.73,0.37,3.94,16.12,-2.86%,-6.87%,"Food - Misc & Diversified","Consumer Staples",21423312000,2.28,51.34,05/31/19,71.05
KR,31.02,-1.02,0.52,2.2,14.83,-11.30%,12.74%,"Retail - Supermarket",Retail-Wholesale,24783640000,0.64,20.7,07/23/19,36.84
PAYX,65.06,-12.44,4.45,3.01,21.69,34.26%,49.77%,Outsourcing,"Business Services",23251906000,2.48,47.87,03/18/20,90.54
JBHT,98.83,5.6,8.33,5.21,18.6,9.17%,48.66%,"Transportation - Truck",Transportation,10461198000,1.08,75.29,03/16/20,122.29
WMB,15.34,-2.11,2.01,0.98,13.78,-70.71%,7.39%,"Oil - Production & Pipeline",Oils-Energy,18378828000,1.6,8.41,03/19/20,29.1
KMB,132.64,-13.82,6.98,6.88,19.35,23.05%,-6.46%,"Consumer Prdts - Misc Staple","Consumer Staples",44864428000,4.28,110.66,03/24/20,149.23
KSU,139.75,-7.33,17.62,6.94,19.38,32.17%,11.21%,"Transportation - Rail",Transportation,13278454000,1.6,92.86,03/18/20,178.59
IDXX,254.73,4.84,24.07,4.88,52.14,236.96%,61.99%,"Medical Instruments",Medical,21483238000,0,168.65,03/23/20,296.25
VRSN,193.2,1.19,17.74,5.01,39.09,189.06%,21.93%,"Internet Software Services","Computers and Technology",22230016000,0,148.77,03/23/20,221.78
ADP,138.53,-20.62,8.81,5.77,24.2,63.97%,16.13%,Outsourcing,"Business Services",59133032000,3.64,103.11,03/18/20,182.32
NEM,50.53,-1.82,4.06,1.31,38.25,111.96%,33.57%,"Mining - Misc","Basic Materials",40357088000,0.56,29.77,05/10/19,52.49
HSY,142.71,-13.58,11.05,5.79,24.5,40.73%,7.61%,"Food - Confectionery","Consumer Staples",29597540000,3.09,109.88,03/23/20,162.2
ORLY,340.03,-28.05,52.78,17.89,18.64,57.10%,40.66%,"Retail - Wholesale Auto Parts",Retail-Wholesale,24968716000,0,251.51,03/23/20,454.31
MOS,11.8,-2.5,1.69,0.16,70.81,-74.25%,-1.65%,Fertilizers,"Basic Materials",4420176000,0.2,6.5,03/18/20,27.89
MCD,177.49,-21.37,19.32,7.85,22.55,85.07%,-23.19%,"Retail - Restaurants",Retail-Wholesale,130893040000,5,124.23,03/18/20,221.93
VRSK,148.7,-14.67,7.92,4.38,33.73,104.86%,49.26%,"Business Information","Business Services",23999896000,1.08,116.61,03/23/20,171.73
MSFT,165.13,3.56,13.02,5.4,30.61,292.82%,44.93%,"Computer - Software","Computers and Technology",1243512704000,2.04,118.58,04/09/19,190.7
INTC,58.98,3.21,7.1,4.89,11.95,79.86%,28.81%,"Semi General","Computers and Technology",249982544000,1.32,42.86,05/23/19,69.29
RMD,155.16,-10.92,12.87,3.98,39.77,113.80%,67.63%,"Medical Products",Medical,22224740000,1.56,96.81,04/18/19,177.99
NTRS,83.38,5.74,10.38,6.62,12.29,18.29%,52.80%,"Banks - Major Regional",Finance,17285452000,2.8,60.67,03/23/20,110.48
TMUS,86.85,-1.01,1.72,4.49,19.17,169.59%,52.21%,"Wireless National",Utilities,74133272000,0,63.5,03/18/20,101.35
PSA,199.07,-29.87,2.45,7.29,18.99,3.78%,29.67%,"REIT - Equity Trust Other",Finance,34472760000,8,155.37,03/23/20,266.76
ZTS,127.25,-9.8,15.33,3.64,34.83,169.64%,30.83%,"Medical - Drugs",Medical,59893924000,0.8,90.14,03/23/20,146.26
