Symbol,Last,"1M Chg","5D Chg","Earnings ttm","P/E ttm","5Y Return","5Y Rev%",Industry,Sector,"Market Cap",Dividend(a),"52W Low","52W Low Date","52W High"
VRTX,273.26,67.26,20.98,4.25,62.3,103.05%,617.21%,"Medical - Biomedical",Medical,70121896000,0,164.07,05/13/19,276.26
XRAY,41.28,8.46,1.04,2.45,15.95,-22.05%,37.86%,"Medical - Dental Suppliers",Medical,8949403000,0.4,31.58,03/23/20,60.87
PNC,102.55,13.06,1.59,11.4,8.43,11.54%,32.82%,"Banks - Major Regional",Finance,43515788000,4.6,79.41,03/23/20,161.79
IVZ,9.09,0.54,-0.48,2.55,3.42,-77.78%,18.85%,"Finance - Investment Mgmt",Finance,4112374000,1.24,7.38,03/23/20,22.18
AGN,187.39,16.51,3.56,17.64,10.5,-36.70%,23.17%,"Medical - Generic Drugs",Medical,61523376000,2.96,114.27,06/17/19,202.21
T,30.98,2.53,0.79,3.58,8.42,-8.17%,36.80%,"Wireless National",Utilities,224328368000,2.08,26.08,03/23/20,39.7
KEYS,95.31,12.22,2.76,4.61,20.95,173.91%,46.71%,"Electronics - Measuring Inst","Computers and Technology",17959936000,0,71.03,05/29/19,110
DHR,155.83,32.02,9.7,4.7,32.95,87.91%,-10.06%,"Conglomerates - Div Operations",Conglomerates,109084976000,0.72,119.6,03/23/20,169.19
SLB,15.21,0.93,-0.74,1.47,9.56,-83.32%,-32.24%,"Oil - Field Services",Oils-Energy,21155390000,2,11.87,03/19/20,46.17
XYL,69.26,9.37,1.07,3.02,22.05,95.31%,34.04%,"Machinery - General Industrial","Industrial Products",12541718000,1.04,54.62,03/23/20,89.34
MKC,156.12,31.58,7.43,5.31,29.27,106.87%,26.02%,"Food - Misc & Diversified","Consumer Staples",20852720000,2.48,112.22,03/23/20,174.58
ROP,320.32,37.17,5.6,13.05,23.76,89.48%,51.20%,"Machinery - General Industrial","Industrial Products",34164236000,2.05,240,03/16/20,395
INTU,264,62.16,13.91,5.89,43.71,162.16%,50.55%,"Computer - Software","Computers and Technology",69123360000,2.12,187.68,03/23/20,306.89
COO,304.7,54.05,5.67,12.16,24.42,68.52%,54.47%,"Medical - Dental Suppliers",Medical,16333913000,0.06,236.68,03/18/20,365.68
TFX,344.85,101.01,23.81,11.15,29.6,177.39%,41.07%,"Medical Instruments",Medical,16075895000,1.36,221.27,03/23/20,398.65
STT,58.18,11.51,-1.26,6.18,9.47,-23.40%,22.87%,"Banks - Major Regional",Finance,20725464000,2.08,42.1,03/18/20,85.89
RMD,164.28,49.94,7.09,3.98,40.53,151.39%,67.63%,"Medical Products",Medical,23884944000,1.56,98.31,04/22/19,177.99
FTNT,112.35,27.44,7.71,1.86,59.27,192.04%,179.90%,Security,"Computers and Technology",19487292000,0,68.87,06/03/19,121.82
NLOK,20.01,3.05,1.15,0.97,21.05,-18.44%,-29.13%,"Protection - Safety","Industrial Products",12079726000,0.5,15.12,03/18/20,28.7
KHC,29.17,6.89,1.24,2.19,0,-66.51%,37.20%,"Food - Misc & Diversified","Consumer Staples",35834132000,1.6,19.99,03/16/20,33.78
CLX,192.43,15.03,6.96,6.37,30.85,77.13%,11.14%,"Soap and Cleaning Products","Consumer Staples",24206848000,4.24,144.12,10/02/19,214.26
MRK,83.1,11.74,2.56,5.19,15.99,44.90%,10.90%,"Large Cap Pharma",Medical,211677008000,2.44,65.25,03/23/20,92.64
VZ,58.13,6.33,1.46,4.81,11.99,16.85%,3.77%,"Wireless National",Utilities,241782592000,2.46,48.84,03/25/20,62.22
HP,17.64,4.48,-1.01,1.58,10.17,-76.16%,-24.77%,"Oil & Gas - Drilling",Oils-Energy,1931496000,2.84,12.4,03/20/20,64.8
FB,178.24,28.51,3.45,6.44,27.37,119.85%,467.12%,"Internet - Services","Computers and Technology",510914496000,0,137.1,03/18/20,224.2
ATVI,66.5,14.45,3.75,2.07,32.87,179.37%,47.21%,"Toys & Game & Hobby","Consumer Discretionary",51445500000,0.41,41.84,05/24/19,68.32
WAB,48.95,8.2,-2.87,4.19,11.34,-49.20%,169.34%,"Transportation - Equip & Lease",Transportation,9358584000,0.48,35.07,03/18/20,81.75
NWL,12.78,1.36,-0.56,1.74,7.25,-67.48%,69.63%,"Consumer Prdts - Misc Staple","Consumer Staples",5446210000,0.92,10.44,03/23/20,20.99
DVN,9.16,3.08,-0.55,1.38,5.86,-86.14%,-68.21%,"Oil - US Exploration & Product",Oils-Energy,3542970000,0.36,4.7,03/18/20,35.39
PCAR,67.2,14.9,1.27,6.87,9.63,2.28%,34.76%,"Auto - Domestic",Auto-Tires-Trucks,23433420000,1.28,49.11,03/23/20,83.41
PGR,81.94,13.66,4.84,6.72,13.05,207.15%,101.24%,"Insurance - Proprty & Casualty",Finance,48287168000,0.4,62.18,03/23/20,84.96
LDOS,98.6,26.09,6.52,5.16,17.99,135.54%,119.12%,"Aerospace - Defense",Aerospace,14082570000,1.36,64.85,04/22/19,125.84
IEX,151.58,35.1,4.95,5.79,25.36,101.25%,16.15%,"Machinery - General Industrial","Industrial Products",11643981000,2,104.56,03/18/20,178.14
AMP,110.11,20.28,-4.81,16.25,6.26,-13.15%,5.70%,"Finance - Investment Mgmt",Finance,13643410000,3.88,80.01,03/18/20,180.85
MCK,140.49,15.52,9.47,14.41,9.58,-38.22%,55.74%,"Medical - Dental Suppliers",Medical,25055056000,1.64,111.9,04/22/19,172.18
GM,22.38,4.24,-0.63,4.82,4.33,-36.84%,-11.99%,"Auto - Domestic",Auto-Tires-Trucks,32123964000,1.52,14.32,03/18/20,41.9
LUV,31.06,-0.88,-3.2,4.28,7.17,-28.28%,20.55%,"Transportation - Airline",Transportation,16134463000,0.72,29.15,03/18/20,58.83
MKTX,430.57,119.94,44.78,5.4,80.83,388.78%,94.60%,"Securities Exchanges",Finance,16298117000,2.4,256.61,04/24/19,449.94
ROK,168.54,41.75,8,8.56,18.57,50.35%,1.08%,"Industrial Robotics","Computers and Technology",19587458000,4.08,115.38,03/23/20,209.6
CTXS,150.67,31.34,10.68,4.1,36.72,182.00%,-4.21%,"Computer - Software","Computers and Technology",18403868000,1.4,90.28,08/07/19,152.49
GIS,60.76,7.39,3.09,3.34,18.17,7.61%,-5.83%,"Food - Misc & Diversified","Consumer Staples",36774452000,1.96,46.59,02/28/20,61.66
CSCO,42.54,6.94,1.32,2.95,14.07,47.40%,10.10%,"Computer - Networks","Computers and Technology",180152576000,1.44,32.4,03/16/20,58.26
MTB,105.6,6.84,-5.16,13.79,6.98,-11.81%,46.56%,"Banks - Major Regional",Finance,13707232000,4.4,87.64,03/23/20,174.93
ABMD,166.2,35.69,9.81,4.21,38.05,141.20%,318.99%,"Medical Instruments",Medical,7481358000,0,119.01,03/23/20,285.77
XLNX,89.08,17.22,5.78,3.53,25.39,107.56%,28.39%,"Semi Pro Logic Devices","Computers and Technology",22146494000,1.48,67.68,03/12/20,141.6
CRM,162.76,23.41,10.26,1.07,146.79,139.75%,218.19%,"Computer - Software","Computers and Technology",145544896000,0,115.29,03/18/20,195.72
FLS,24.82,4.39,-1.3,2.2,10.5,-56.21%,-19.13%,"Machinery - General Industrial","Industrial Products",3226803000,0.8,18.98,03/23/20,54.16
MCO,239.47,63.67,8.38,8.29,28.31,122.66%,44.83%,"Finance - Misc Services",Finance,44810104000,2.24,164.19,03/23/20,287.25
ORLY,373.66,109.89,25.74,17.89,20.55,62.86%,40.66%,"Retail - Wholesale Auto Parts",Retail-Wholesale,27733862000,0,251.51,03/23/20,454.31
SJM,121.62,17.45,11.36,8.27,14.65,4.53%,39.70%,"Food - Misc & Diversified","Consumer Staples",13864740000,3.52,91.88,03/16/20,128.43
MDLZ,53.49,10.17,1.47,2.47,21.63,45.25%,-24.46%,"Food - Misc & Diversified","Consumer Staples",76633792000,1.14,41.19,03/23/20,59.96
KR,31.93,0.16,0.6,2.2,14.52,-10.93%,12.74%,"Retail - Supermarket",Retail-Wholesale,24838092000,0.64,20.7,07/23/19,36.84
PBCT,11.47,-0.34,-0.11,1.38,7.65,-24.22%,67.38%,"Finance - Savings & Loan",Finance,4875120000,0.71,9.37,04/03/20,17.66
DGX,95.03,19.79,8.6,6.56,13.83,25.84%,3.91%,"Medical - Outpatient & Hm Care",Medical,12731607000,2.24,73.02,04/03/20,118.58
HWM,11.64,-1.61,-0.96,2.12,5.07,-11.88%,-40.63%,"Engineering & R&D Services","Industrial Products",5078457000,0.08,10.34,04/15/20,34.27
APA,8.48,3.65,0.1,0,0,-87.20%,-53.71%,"Oil - US Exploration & Product",Oils-Energy,3204279000,1,3.8,03/18/20,37.4
REGN,567.99,129.54,50.97,21.46,25.16,18.48%,178.89%,"Medical - Biomedical",Medical,62577132000,0,271.37,09/27/19,574.32
BR,109.79,19.02,7.2,4.52,23.68,101.43%,70.53%,Outsourcing,"Business Services",12621442000,2.16,81.9,03/23/20,136.99
TIF,128.95,3.51,0.74,4.6,27.78,48.24%,4.10%,"Retail - Jewelry",Retail-Wholesale,15644198000,2.32,78.6,08/28/19,134.42
CHTR,498.67,126.97,28.97,7.61,65.22,168.87%,402.46%,"Cable TV","Consumer Discretionary",104865720000,0,345.67,03/18/20,546.54
SYF,15.59,2.18,-0.63,4.29,3.3,-49.32%,52.91%,"Finance - Misc Services",Finance,9172579000,0.88,12.15,03/18/20,38.18
ACN,174.74,24.8,2.17,7.67,21.9,87.46%,35.58%,Consulting,"Business Services",111299808000,3.2,137.15,03/23/20,216.39
JNJ,151.67,31.78,11.9,8.68,16.85,50.40%,10.40%,"Large Cap Pharma",Medical,400778240000,3.8,109.16,03/23/20,154.5
ZBRA,202.35,22.97,4.44,12.07,16.7,109.93%,168.47%,"Machinery - Thermal Processing","Industrial Products",10962542000,0,150.06,03/16/20,260.4
BEN,16.28,-0.62,0.19,2.68,5.75,-68.45%,-32.00%,"Finance - Investment Mgmt",Finance,8119314000,1.08,14.91,04/16/20,35.8
AZO,988.15,260.02,45.96,65.27,14.99,41.28%,25.21%,"Retail - Wholesale Auto Parts",Retail-Wholesale,23160504000,0,684.91,03/23/20,1274.41
BKR,12.98,2.98,-0.31,0.83,15.17,-72.49%,-2.90%,"Oil - Field Services",Oils-Energy,13433096000,0.72,9.12,03/23/20,26.93
NUE,36.53,5.9,-2.26,4.23,8.39,-22.41%,7.03%,"Steel - Producers","Basic Materials",11236331000,1.61,27.52,03/18/20,59.19
PEP,134.55,30.62,3.66,5.52,24.57,44.53%,0.72%,"Beverages - Soft","Consumer Staples",191131920000,3.82,101.42,03/20/20,147.2
LB,12.54,2.76,-1.17,2.28,5.37,-84.89%,12.75%,"Retail - Apparel & Shoes",Retail-Wholesale,3810625000,1.2,8,03/17/20,28.01
GPN,148.21,29.21,4.55,5.81,24.27,204.31%,77.09%,"Financial Transaction Services","Business Services",46483824000,0.78,105.54,03/23/20,209.62
ES,87.77,19.43,1.05,3.45,26.03,82.06%,10.13%,"Utility - Electric Power",Utilities,30245198000,2.27,60.69,03/23/20,99.42
PRU,54.25,11.99,-3.75,11.69,4.48,-29.94%,19.78%,"Insurance - Multi Line",Finance,22416090000,4.4,38.62,03/23/20,106.39
J,80.7,15.05,0.87,5.27,15,81.82%,0.34%,"Engineering & R&D Services","Industrial Products",11202810000,0.76,59.29,03/23/20,104
XEL,64.35,13.72,0.69,2.64,24.72,92.57%,-1.34%,"Utility - Electric Power",Utilities,35231524000,1.72,46.58,03/23/20,72.14
FIS,122.62,19.8,-0.98,6.42,19.16,99.59%,61.11%,"Financial Transaction Services","Business Services",78864568000,1.4,91.68,03/18/20,158.21
MHK,76.24,17.58,-7.17,10.02,7.46,-55.60%,27.77%,"Textile - Home Furnishings","Consumer Discretionary",5666246000,0,56.62,03/23/20,156.6
FLT,214.13,27.1,-4.1,11.24,18.62,37.81%,120.85%,"Financial Transaction Services","Business Services",19101070000,0,168.51,03/23/20,329.85
URI,100.6,30.5,-3.16,19.61,5.03,8.70%,64.49%,"Building & Construction - Misc",Construction,7781895000,0,58.85,03/18/20,170.04
HOG,18.53,2.31,-0.7,3.34,5.49,-66.19%,-13.92%,"Auto - Domestic",Auto-Tires-Trucks,2963143000,1.52,14.31,03/23/20,40.89
BXP,91.44,9.44,-9.12,3.3,13.42,-30.73%,23.51%,"REIT - Equity Trust Other",Finance,14814150000,3.92,77.21,03/23/20,147.83
LHX,194.84,40.8,6.52,9.98,19.86,150.92%,152.92%,"Aerospace - Defense",Aerospace,44138336000,3.4,142.01,03/23/20,230.99
RL,69.58,2.97,-6.39,8.25,8.31,-46.74%,-15.26%,"Textile - Apparel","Consumer Staples",5359568000,2.75,59.82,04/03/20,133.63
PPL,25.25,5.58,-0.65,2.46,10.28,-23.68%,-32.44%,"Utility - Electric Power",Utilities,20262612000,1.66,18.12,03/23/20,36.83
CVX,83.57,24.18,-1.34,6.74,11.87,-20.66%,-30.88%,"Oil - International Integrated",Oils-Energy,162744560000,5.16,51.6,03/19/20,127
NSC,153.7,29.99,-0.59,10.34,14.82,52.60%,-2.82%,"Transportation - Rail",Transportation,44573872000,3.76,112.62,03/23/20,219.88
MO,39.07,4.79,-1.37,4.1,9.85,-21.55%,2.40%,Tobacco,"Consumer Staples",75914288000,3.36,30.95,03/23/20,55.03
LRCX,266.73,78.84,7.95,14.51,18.66,263.78%,109.53%,"Semi-Eqpt Wafer Fabrication","Computers and Technology",40610804000,4.6,171.04,06/03/19,344.32
MAA,108.49,20.99,-2.88,2.87,17.03,47.92%,65.88%,"REIT - Equity Trust Resident",Finance,12970779000,4,82,03/23/20,148.88
LYV,36.66,2.69,-2.75,-0.07,0,47.56%,68.17%,"Leisure & Recreation Services","Consumer Discretionary",8227264000,0,21.7,03/18/20,76.6
AAL,11.06,0.68,-0.5,4.91,2.25,-78.05%,7.31%,"Transportation - Airline",Transportation,4929503000,0.4,9.09,04/03/20,34.99
HLT,72.28,10.68,5.64,3.91,17.94,21.70%,-10.00%,"Hotels & Motels","Consumer Discretionary",20980618000,0,44.3,03/18/20,115.48
WEC,95.88,21.79,0.86,3.58,27.64,96.32%,50.55%,"Utility - Electric Power",Utilities,31650746000,2.53,68.01,03/23/20,109.53
UAL,27.79,3.29,-1.12,12.1,2.33,-54.21%,11.20%,"Transportation - Airline",Transportation,7210415000,0,17.8,03/18/20,96.03
HRB,13.72,0.64,-0.77,2.16,6.33,-55.49%,2.33%,"Consumer Services - Misc","Consumer Discretionary",2763941000,1.04,11.29,03/23/20,29.62
HCA,110.43,31.93,6.82,10.5,10.32,48.78%,39.05%,"Medical - Hospitals",Medical,39147324000,1.72,58.38,03/18/20,151.97
LMT,383.21,91.99,13.27,21.94,17.22,105.51%,31.17%,"Aerospace - Defense",Aerospace,113110592000,9.6,266.11,03/23/20,442.53
HBI,8.79,-0.19,-0.56,1.77,4.9,-71.42%,30.84%,"Textile - Apparel","Consumer Staples",3296112000,0.6,6.96,04/03/20,19.1
PNW,76.6,11.05,-3.01,4.78,16.53,25.35%,-0.58%,"Utility - Electric Power",Utilities,8988996000,3.13,60.05,03/18/20,105.51
DIS,102.26,16.28,-1.24,5.56,18.35,-2.65%,42.52%,"Media Conglomerates","Consumer Discretionary",192513952000,1.76,79.07,03/18/20,153.41
WY,19.18,4.42,-0.92,0.38,49.92,-37.83%,-11.47%,"Building Products - Wood",Construction,14984932000,1.36,13.1,03/23/20,31.58
TJX,47.79,10.42,-0.06,2.68,17.33,50.04%,43.46%,"Retail - Discount",Retail-Wholesale,59561520000,0.92,32.72,03/23/20,64.95
WBA,42.85,-3.57,-1.26,5.79,7.47,-48.24%,79.16%,"Retail - Drug Stores",Retail-Wholesale,39036288000,1.83,39.4,04/02/20,64.5
EL,167.79,16.79,5.57,5.97,27.11,111.84%,35.50%,"Cosmetics & Toiletries","Consumer Staples",62653264000,1.92,137.01,03/18/20,220.42
FE,44.49,10.21,0.56,2.59,17.32,27.23%,-26.67%,"Utility - Electric Power",Utilities,25033342000,1.56,32,03/23/20,52.51
STZ,156.62,36.92,-1.01,9.13,17.76,40.70%,38.41%,"Beverages - Alcohol","Consumer Staples",31180802000,3,104.28,03/23/20,214.48
RCL,35.99,12.18,2.62,9.54,3.57,-48.41%,35.63%,"Leisure & Recreation Services","Consumer Discretionary",7814510000,3.12,19.25,03/18/20,135.32
ALLE,93.95,11.11,-1.82,4.89,19.22,60.15%,34.73%,"Protection - Safety","Industrial Products",9071486000,1.28,77.37,03/23/20,139.24
REG,37.19,1.89,-5.94,1.46,9.46,-41.42%,110.66%,"REIT - Equity Trust Retail",Finance,6483901000,2.38,31.8,04/03/20,70.26
HES,35.93,5.24,-3.98,-0.92,0,-50.34%,-39.51%,"Oil - US Integrated",Oils-Energy,11399780000,1,26.06,03/18/20,74.11
DUK,86.65,18.25,-0.71,5.06,17.31,13.46%,4.82%,"Utility - Electric Power",Utilities,66136012000,3.78,62.13,03/23/20,103.79
FCX,8.02,2.5,-0.28,0.02,379,-59.94%,-32.82%,"Mining - Non Ferrous","Basic Materials",12101107000,0.15,4.82,03/19/20,13.91
CINF,82.48,7.45,-0.16,4.21,19.59,63.24%,60.24%,"Insurance - Proprty & Casualty",Finance,13920707000,2.4,65.69,03/23/20,118.19
AXP,84.01,9.89,-6.32,8.19,9.93,12.05%,30.61%,"Finance - Misc Services",Finance,70614704000,1.72,67,03/18/20,138.13
TXT,26.67,4.38,-0.77,3.75,6.59,-37.23%,-1.79%,"Aerospace - Defense",Aerospace,6317149000,0.08,20.26,03/23/20,55.07
TGT,108.98,11.58,4.3,6.4,17.08,37.15%,7.57%,"Retail - Discount",Retail-Wholesale,56819108000,2.64,70.03,05/14/19,130.24
AVY,104.9,14.1,-3.88,6.59,15.88,110.67%,11.69%,"Office Supply & Forms","Industrial Products",9109250000,2.32,76.96,03/23/20,141.09
MGM,13.53,4.42,-0.38,0.74,18.68,-36.00%,27.95%,Gaming,"Consumer Discretionary",6937090000,0.6,5.9,03/18/20,34.63
BF.B,61.46,12.61,1.95,1.79,34.92,75.09%,11.13%,"Beverages - Alcohol","Consumer Staples",30586552000,0.7,44.68,03/23/20,72.85
OKE,28.21,7.54,-1.01,3.07,8.65,-40.32%,-16.65%,"Utility - Gas Distribution",Utilities,12159118000,3.74,12.16,03/18/20,78.48
DHI,38.29,6.91,-0.34,4.53,8.54,50.09%,119.23%,"Building - Residential & Comm",Construction,14610597000,0.7,25.51,03/18/20,62.54
LW,57.51,9.88,-0.75,3.25,17.71,0.00%,33.44%,"Food - Misc & Diversified","Consumer Staples",8750657000,0.92,39.06,03/18/20,96.32
EXR,89.36,9.64,-7.09,3.22,18.69,37.70%,102.18%,"REIT - Equity Trust Other",Finance,12066971000,3.6,72.7,03/23/20,124.46
AWK,126.46,25.77,-0.78,3.61,36.35,137.62%,19.88%,"Utility - Water Supply",Utilities,23851194000,2,92,03/23/20,141.7
AEP,82.91,11.46,-0.59,4.25,19.78,49.24%,-8.57%,"Utility - Electric Power",Utilities,42743672000,2.8,65.14,03/23/20,104.97
CNC,68.42,19.57,3.27,4.42,16.48,93.54%,350.72%,"Medical - HMO",Medical,41833756000,0,41.62,10/01/19,74.7
BKNG,1411.63,234.2,-9.38,103.42,13.61,19.28%,78.47%,"Internet Commerce",Retail-Wholesale,60396864000,0,1107.29,03/23/20,2094
SHW,495.87,83.17,6.67,21.09,23,82.84%,60.84%,"Paint & Related Products",Construction,47439716000,5.36,325.43,03/18/20,599.95
KIM,8.56,-2.07,-1.99,0.8,5.77,-64.92%,16.60%,"REIT - Equity Trust Retail",Finance,3857980000,1.12,7.45,04/02/20,21.86
SPG,53.83,5.69,-11.47,6.81,4.41,-70.26%,18.16%,"REIT - Equity Trust Retail",Finance,17983260000,8.4,42.25,04/02/20,180.06
ED,85.47,12.88,0.63,4.36,20.28,43.30%,-2.67%,"Utility - Electric Power",Utilities,29892888000,3.06,62.03,03/23/20,95.1
SBAC,300.27,70.94,11.27,1.29,36.36,159.80%,31.94%,"REIT - Equity Trust Other",Finance,35238604000,1.86,196.38,04/22/19,315.84
DLR,143.72,22.52,3.01,2.16,21.31,123.62%,98.54%,"REIT - Equity Trust Other",Finance,38684424000,4.48,105,03/23/20,152.59
LEN,39.98,5.9,-1.37,6.29,6.5,-9.03%,186.12%,"Building - Residential & Comm",Construction,13559784000,0.5,25.42,03/18/20,71.38
AEE,73.24,10.31,-2.58,3.35,23.06,83.91%,-2.36%,"Utility - Electric Power",Utilities,19203540000,1.98,58.74,03/23/20,87.65
EQR,65.61,10.32,-0.89,2.59,18.64,-8.83%,3.30%,"REIT - Equity Trust Resident",Finance,25960344000,2.41,49.62,03/23/20,89.55
GPS,7.84,0.62,-0.49,1.98,3.85,-79.56%,-0.32%,"Retail - Apparel & Shoes",Retail-Wholesale,3100372000,0,5.26,04/02/20,26.85
AIV,36.72,8.41,-1.63,3.19,14.46,1.22%,-7.12%,"REIT - Equity Trust Resident",Finance,5830610000,1.64,24.53,03/24/20,55.68
TDG,316.4,13.89,2.8,18.66,16.13,51.28%,120.12%,"Aerospace - Defense Equipment",Aerospace,18114326000,0,200.06,03/18/20,673.51
JBHT,100.89,20.26,5.96,5.21,20.34,18.31%,48.66%,"Transportation - Truck",Transportation,11431344000,1.08,75.29,03/16/20,122.29
CMS,59.19,9.64,-1.97,2.49,24.85,79.66%,-4.65%,"Utility - Electric Power",Utilities,17953420000,1.63,46.03,03/23/20,69.17
WDC,39.55,8.5,-4.21,0.33,124.48,-57.57%,9.51%,"Computer - Storage Devices","Computers and Technology",12650802000,2,27.4,03/19/20,72
WYNN,73.29,21.32,3.99,2.6,27.8,-39.69%,21.67%,Gaming,"Consumer Discretionary",8435705000,4,35.84,03/18/20,153.41
UDR,36.37,4.34,-2.19,0.6,17.53,16.20%,40.85%,"REIT - Equity Trust Resident",Finance,11482666000,1.44,29.2,03/23/20,51.25
TPR,14.21,2.17,-0.56,2.53,5.7,-64.31%,25.40%,"Retail - Apparel & Shoes",Retail-Wholesale,4201162000,1.35,10.18,04/02/20,36.06
BA,143.61,48.6,-3.72,5.2,25.82,3.77%,-15.65%,"Aerospace - Defense",Aerospace,86725408000,0,89,03/18/20,391
APTV,59.53,14.36,-1.21,4.8,12.37,-8.92%,-15.66%,"Technology Services","Business Services",16313598000,0.88,29.22,03/18/20,99.04
AVB,160.51,28.89,-0.9,5.64,17.26,-0.53%,37.96%,"REIT - Equity Trust Resident",Finance,23977022000,6.36,118.17,03/23/20,229.4
PXD,71.28,9.52,-7.27,8.19,8.68,-55.99%,84.06%,"Oil - US Exploration & Product",Oils-Energy,12698740000,1.1,48.62,03/18/20,178.22
NCLH,11.49,2.77,0.13,5.09,2.23,-75.92%,106.74%,"Leisure & Recreation Services","Consumer Discretionary",2639453000,0,7.03,03/18/20,59.78
LYB,48.41,6.41,-9.63,9.58,5.16,-48.24%,-23.86%,"Chemical - Diversified","Basic Materials",17411524000,4.2,33.71,03/16/20,98.91
ESS,241.9,45.57,2.1,6.67,18.42,14.90%,50.64%,"REIT - Equity Trust Resident",Finance,17260302000,8.31,175.81,03/23/20,334.17
SLG,47.53,1.69,-5.08,3.08,7.05,-60.21%,-18.49%,"REIT - Equity Trust Other",Finance,3994948000,3.54,37.5,04/01/20,96.39
ATO,102.53,16.33,-0.74,4.46,23.56,98.81%,-41.27%,"Utility - Gas Distribution",Utilities,13539384000,2.3,77.92,03/23/20,121.08
JWN,17.4,-0.46,-3.04,3.36,5.1,-75.95%,14.94%,"Retail - Apparel & Shoes",Retail-Wholesale,2939305000,0,12.27,04/03/20,43.75
WELL,45.38,2.96,-7.1,3.23,11.33,-35.28%,53.17%,"REIT - Equity Trust Other",Finance,20158298000,3.48,24.27,03/18/20,93.17
OXY,12.59,2.36,-2.74,1.62,7.53,-82.91%,5.60%,"Oil - US Integrated",Oils-Energy,12260226000,3.16,9,03/18/20,63.42
KSS,17.06,1.21,-1.73,4.89,3.6,-75.22%,5.00%,"Retail - Regional Dept Stores",Retail-Wholesale,2868946000,2.82,10.89,04/03/20,75.91
LVS,43.13,-0.18,-3.36,3.26,14.08,-14.91%,-5.79%,Gaming,"Consumer Discretionary",35902944000,3.16,33.3,03/18/20,74.29
VTR,28.65,7.03,-3.91,1.19,7.71,-57.03%,25.91%,"REIT - Equity Trust Other",Finance,11666789000,3.17,13.35,03/18/20,75.4
PVH,40.88,9.31,-5.18,9.54,4.2,-57.02%,20.24%,"Textile - Apparel","Consumer Staples",3181229000,0.15,28.4,03/23/20,133.3
KSU,131.23,22.71,-5.35,6.94,19.45,30.85%,11.21%,"Transportation - Rail",Transportation,13399604000,1.6,92.86,03/18/20,178.59
FTI,7.65,1.35,-0.76,0.6,12.37,-79.71%,68.83%,"Oil - Field Services",Oils-Energy,3638272000,0,4.49,03/18/20,28.57
XOM,41.18,8.44,-1.58,2.37,16.52,-50.30%,-35.69%,"Oil - International Integrated",Oils-Energy,182915296000,3.48,30.11,03/23/20,83.49
CTAS,193.91,18.82,-1.17,8.82,21.61,148.58%,51.42%,"Uniform & Related","Industrial Products",21242850000,2.55,154.33,03/23/20,304.81
CNP,15.75,3.27,-1.14,1.79,8.82,-21.47%,33.33%,"Utility - Electric Power",Utilities,8308226000,1.16,11.58,03/19/20,31.17
UHS,102.69,27.27,1.97,9.99,10.18,-12.14%,41.08%,"Medical - Hospitals",Medical,9346578000,0.8,65.2,03/19/20,157.79
RHI,41.19,6.19,0.26,3.9,10.36,-24.27%,29.38%,Staffing,"Business Services",4961401000,1.36,32.38,03/23/20,69.08
PHM,24.31,4.54,-0.49,3.6,6.74,26.84%,75.41%,"Building - Residential & Comm",Construction,6889763000,0.48,17.12,03/23/20,47.37
ETR,96.45,16.46,-1.44,5.37,18.09,27.96%,-12.94%,"Utility - Electric Power",Utilities,20336636000,3.72,75.19,03/23/20,135.55
DTE,100.76,17.76,-7.88,6.3,16.12,27.82%,2.99%,"Utility - Electric Power",Utilities,20384804000,4.05,71.21,03/18/20,135.67
CPRT,68.63,8.48,-2.04,2.56,27.01,287.95%,75.50%,"Auction Valuation Services","Business Services",16850130000,0,55.69,03/23/20,104.88
GE,6.51,-0.01,-0.51,0.67,9.31,-74.48%,-35.92%,"Conglomerates - Div Operations",Conglomerates,59790612000,0.04,5.9,03/18/20,13.26
AMAT,50.63,12.64,0.75,3.22,16.22,144.04%,61.02%,"Semi-Eqpt Wafer Fabrication","Computers and Technology",48853828000,0.84,36.64,03/18/20,69.44
LEG,27.47,3.63,-1.21,2.57,10.41,-34.80%,25.65%,Furniture,"Consumer Discretionary",3820673000,1.6,22.03,03/23/20,55.42
ODFL,129.89,17.44,0,5.1,26.7,175.73%,47.39%,"Transportation - Truck",Transportation,16335959000,0.61,87.25,06/03/19,151.47
HST,10.8,0.16,-0.61,1.26,6.21,-45.05%,2.15%,"REIT - Equity Trust Other",Finance,8154314000,0.8,7.86,03/17/20,19.99
FRT,71.58,0.02,-12,4.59,11.51,-46.33%,36.39%,"REIT - Equity Trust Retail",Finance,5698950000,4.2,64.68,04/03/20,141.35
MU,43.4,7.29,-2.77,2.31,19.71,56.51%,43.09%,"Semi Memory","Computers and Technology",50826904000,0,31.13,03/18/20,61.19
FBHS,43.92,7.32,-2.94,3.61,12.13,-0.34%,43.63%,"Protection - Safety","Industrial Products",6510299000,0.96,33.9,03/23/20,73.28
WHR,100,25.55,-0.65,16,6.04,-46.39%,2.75%,"Appliances - Household","Consumer Discretionary",6601874000,4.8,64,03/23/20,163.64
PEG,51.84,14.02,0.18,3.28,15.91,29.16%,-7.44%,"Utility - Electric Power",Utilities,27590036000,1.96,34.75,03/23/20,63.88
MLM,188.64,35.02,-8.93,9.74,19.24,43.56%,60.22%,"Building - CMT & CNT & AG",Construction,12369515000,2.2,135.08,03/18/20,281.82
